,category,platform,date,year,week,id_project,project_name,start_price,end_price,performance,score
0,General,polygon-ecosystem,2023-02-18 22:30:39,2023,6,10709,The Doge NFT,0.00091508,0.00099492,0.08724920225554059,16.52
1,General,polygon-ecosystem,2023-02-25 22:31:27,2023,7,10709,The Doge NFT,0.00099492,0.0009156,-0.07972500301531783,17.48
2,General,polygon-ecosystem,2023-03-04 22:35:43,2023,8,10709,The Doge NFT,0.0009156,0.00087811,-0.04094582787243343,16.76
3,General,polygon-ecosystem,2023-03-11 22:32:11,2023,9,10709,The Doge NFT,0.00087811,0.00076692,-0.1266242270330596,17.04
4,General,polygon-ecosystem,2023-03-18 22:31:49,2023,10,10709,The Doge NFT,0.00076692,0.00091497,0.1930449069003285,16.44
5,General,polygon-ecosystem,2023-03-25 22:33:48,2023,11,10709,The Doge NFT,0.00091497,0.00087673,-0.04179372001267794,17.8
6,General,polygon-ecosystem,2023-04-01 23:31:59,2023,12,10709,The Doge NFT,0.00087673,0.00087681,9.124816077921204e-05,17.28
7,General,polygon-ecosystem,2023-04-08 23:32:31,2023,13,10709,The Doge NFT,0.00087681,0.00089232,0.01768912307113291,17.32
8,General,polygon-ecosystem,2023-04-15 23:33:08,2023,14,10709,The Doge NFT,0.00089232,0.00097731,0.0952461000537922,17.44
9,General,polygon-ecosystem,2023-04-22 23:34:16,2023,15,10709,The Doge NFT,0.00097731,0.00097326,-0.004144027995211253,17.52
10,General,polygon-ecosystem,2023-04-29 23:30:14,2023,16,10709,The Doge NFT,0.00097326,0.00102037,0.04840433183322037,17.24
11,General,polygon-ecosystem,2023-05-06 23:31:36,2023,17,10709,The Doge NFT,0.00102037,0.00109271,0.07089585150484623,17.44
12,General,polygon-ecosystem,2023-05-28 16:42:16,2023,20,10709,The Doge NFT,0.00088721,0.00087384,-0.015069712920278254,17.12
13,General,polygon-ecosystem,2023-06-04 16:50:42,2023,21,10709,The Doge NFT,0.00087384,0.00088345,0.010997436601666284,17.24
14,General,polygon-ecosystem,2023-06-11 16:38:09,2023,22,10709,The Doge NFT,0.00088345,0.00080898,-0.08429452713792515,17.36
