id_project,name,top,score,year,week,created_at
12263,Immutable X,General,65.91,2023,34,2023-08-27 20:03:18
6723,Lido DAO,General,65.91,2023,34,2023-08-27 20:02:58
6009,Axie Infinity,General,65.88,2023,34,2023-08-27 20:02:57
5083,Shiba Inu,General,65.80,2023,34,2023-08-27 20:02:55
22464,Sui,General,65.60,2023,34,2023-08-27 20:04:01
985,Tezos,General,65.51,2023,34,2023-08-27 20:02:45
1062,Fantom,General,65.50,2023,34,2023-08-27 20:02:45
4469,Render Token,General,65.48,2023,34,2023-08-27 20:02:53
13879,Rocket Pool ETH,General,65.44,2023,34,2023-08-27 20:03:24
18795,WhiteBIT Token,General,65.38,2023,34,2023-08-27 20:03:46
15951,BitTorrent,General,65.21,2023,34,2023-08-27 20:03:32
5900,Near,General,65.20,2023,34,2023-08-27 20:02:56
5674,PancakeSwap,General,65.03,2023,34,2023-08-27 20:02:56
22384,Keko,General,65.00,2023,34,2023-08-27 20:04:01
3213,XinFin,General,64.93,2023,34,2023-08-27 20:02:51
1087,Kava,General,64.83,2023,34,2023-08-27 20:02:45
4691,Elrond,General,64.81,2023,34,2023-08-27 20:02:54
376,Bitcoin,General,83.33,2023,35,2023-09-03 20:02:30
978,Ethereum,General,82.21,2023,35,2023-09-03 20:02:32
979,XRP,General,73.66,2023,35,2023-09-03 20:02:32
10418,The Open Network,General,73.10,2023,35,2023-09-03 20:02:57
345,Binance Coin,General,73.03,2023,35,2023-09-03 20:02:30
5518,Avalanche,General,71.01,2023,35,2023-09-03 20:02:43
5395,Uniswap,General,70.43,2023,35,2023-09-03 20:02:43
3747,Solana,General,69.94,2023,35,2023-09-03 20:02:40
8839,Internet Computer,General,69.76,2023,35,2023-09-03 20:02:51
998,Dogecoin,General,69.53,2023,35,2023-09-03 20:02:32
983,Stellar,General,69.47,2023,35,2023-09-03 20:02:32
621,Cardano,General,69.28,2023,35,2023-09-03 20:02:31
659,ChainLink,General,69.26,2023,35,2023-09-03 20:02:31
984,TRON,General,69.07,2023,35,2023-09-03 20:02:32
1036,Polygon,General,69.01,2023,35,2023-09-03 20:02:33
5083,Shiba Inu,General,68.84,2023,35,2023-09-03 20:02:43
4688,Polkadot,General,68.65,2023,35,2023-09-03 20:02:41
3844,Trust Wallet Token,General,68.46,2023,35,2023-09-03 20:02:40
809,Crypto.com Coin,General,68.42,2023,35,2023-09-03 20:02:32
988,OKB,General,68.30,2023,35,2023-09-03 20:02:32
769,Cosmos,General,68.05,2023,35,2023-09-03 20:02:32
994,VeChain,General,68.00,2023,35,2023-09-03 20:02:32
3288,Filecoin,General,67.84,2023,35,2023-09-03 20:02:39
1069,Hedera Hashgraph,General,67.71,2023,35,2023-09-03 20:02:33
18126,Optimism,General,67.59,2023,35,2023-09-03 20:03:27
5613,Aave,General,67.40,2023,35,2023-09-03 20:02:44
21811,Arbitrum,General,67.31,2023,35,2023-09-03 20:03:43
6569,The Graph,General,66.85,2023,35,2023-09-03 20:02:46
981,Litecoin,General,66.84,2023,35,2023-09-03 20:02:32
987,LEO Token,General,66.60,2023,35,2023-09-03 20:02:32
13879,Rocket Pool ETH,General,66.34,2023,35,2023-09-03 20:03:10
3213,XinFin,General,66.32,2023,35,2023-09-03 20:02:39
147,Algorand,General,66.28,2023,35,2023-09-03 20:02:30
18408,Kaspa,General,66.03,2023,35,2023-09-03 20:03:28
