category,platform,date,year,week,id_project,project_name,start_price,end_price,performance
General,Polygon,2023-10-14,2023,41,11565,Crypto Raiders,0.0342428,0.0104068,-0.6960879367341455
General,Polygon,2023-10-14,2023,41,10287,Kommunitas,0.00060031,0.00057083,-0.049107960886874975
General,Polygon,2023-10-14,2023,41,16476,Bullieverse,0.00081114,0.00084397,0.04047390092955589
General,Polygon,2023-10-14,2023,41,13269,Playermon,0.001026,0.001091,0.0633528265107212
General,Polygon,2023-10-14,2023,41,12135,Snook,0.00704257,0.00617037,-0.12384683432326553
General,Polygon,2023-10-14,2023,41,12382,Fabwelt,0.0106623,0.00873743,-0.18053046715999366
General,Polygon,2023-10-14,2023,41,16534,Rainbow Token,0.0186782,0.0134735,-0.2786510477455001
General,Polygon,2023-10-14,2023,41,13802,IX Token,0.077762,0.079216,0.018698078753118453
General,Polygon,2023-10-14,2023,41,15802,Affyn,0.015336,0.0157757,0.028671100678142894
General,Polygon,2023-10-21,2023,42,17936,Quickswap,0.0412903,0.0412331,-0.001385313257593195
General,Polygon,2023-10-21,2023,42,10287,Kommunitas,0.00057083,0.00062597,0.0965961845032671
General,Polygon,2023-10-21,2023,42,16476,Bullieverse,0.00084397,0.00087567,0.037560576797753556
General,Polygon,2023-10-21,2023,42,18189,GeniuX,0.0141926,0.0161373,0.13702211011372128
General,Polygon,2023-10-21,2023,42,13269,Playermon,0.001091,0.00108679,-0.00385884509624192
General,Polygon,2023-10-21,2023,42,12135,Snook,0.00617037,0.00641275,0.039281274866823285
General,Polygon,2023-10-21,2023,42,12382,Fabwelt,0.00873743,0.0091325,0.04521581288777145
General,Polygon,2023-10-15,2023,42,17063,MetaShooter,0.00745996,0.00730058,-0.021364725816224183
General,Polygon,2023-10-21,2023,42,15802,Affyn,0.0157757,0.0180622,0.144938101003442
General,Polygon,2023-10-21,2023,42,13802,IX Token,0.079216,0.076244,-0.03751767319733373
General,Polygon,2023-10-28,2023,43,17936,Quickswap,0.0412331,0.0436821,0.059394030524020744
General,Polygon,2023-10-28,2023,43,10287,Kommunitas,0.00062597,0.00074436,0.18913046951131846
General,Polygon,2023-10-28,2023,43,16476,Bullieverse,0.00087567,0.00095911,0.0952870373542544
General,Polygon,2023-10-28,2023,43,13269,Playermon,0.00108679,0.00121465,0.11764922386109555
General,Polygon,2023-10-28,2023,43,12135,Snook,0.00641275,0.00489057,-0.23736774394760435
General,Polygon,2023-10-28,2023,43,12382,Fabwelt,0.0091325,0.00695216,-0.23874514098001645
General,Polygon,2023-10-28,2023,43,16534,Rainbow Token,0.012467,0.0123193,-0.011847276810780509
General,Polygon,2023-10-28,2023,43,16037,Sheesha Finance Polygon,0.00062881,0.00060252,-0.0418091315341677
General,Polygon,2023-10-28,2023,43,15802,Affyn,0.0180622,0.0177973,-0.014665987531972957
General,Polygon,2023-10-28,2023,43,13802,IX Token,0.076244,0.078674,0.03187136036934037
General,Polygon,2023-11-04,2023,44,17936,Quickswap,0.0436821,0.046329,0.06059461426991836
General,Polygon,2023-11-04,2023,44,10287,Kommunitas,0.00074436,0.00078487,0.05442259121930249
General,Polygon,2023-11-04,2023,44,16476,Bullieverse,0.00095911,0.00154754,0.6135166977718928
General,Polygon,2023-11-04,2023,44,13269,Playermon,0.00121465,0.00136097,0.12046268472399449
General,Polygon,2023-11-04,2023,44,12135,Snook,0.00489057,0.00332418,-0.32028781921125765
General,Polygon,2023-11-04,2023,44,16534,Rainbow Token,0.0123193,0.0110295,-0.10469750716355643
General,Polygon,2023-10-29,2023,44,17063,MetaShooter,0.00770916,0.00786894,0.02072599349345454
General,Polygon,2023-11-04,2023,44,16037,Sheesha Finance Polygon,0.00060252,0.00054943,-0.08811325765119847
General,Polygon,2023-11-04,2023,44,18112,Battle World,0.03564,0.0386262,0.08378787878787883
General,Polygon,2023-11-04,2023,44,13802,IX Token,0.078674,0.076101,-0.032704578386760455
General,Polygon,2023-11-11,2023,45,17936,Quickswap,0.046329,0.051306,0.10742731334585238
General,Polygon,2023-11-11,2023,45,16476,Bullieverse,0.00154754,0.00258122,0.6679504245447613
General,Polygon,2023-11-11,2023,45,10287,Kommunitas,0.00078487,0.00111662,0.4226814631722451
General,Polygon,2023-11-11,2023,45,18792,Tutellus,0.0140287,0.0144663,0.031193196803695266
General,Polygon,2023-11-11,2023,45,12135,Snook,0.00332418,0.00417084,0.25469739905781286
General,Polygon,2023-11-11,2023,45,13802,IX Token,0.076101,0.284068,2.7327761790252425
General,Polygon,2023-11-11,2023,45,16534,Rainbow Token,0.0110295,0.011915,0.08028469105580498
General,Polygon,2023-11-05,2023,45,17063,MetaShooter,0.00786894,0.00785188,-0.002168017547471362
General,Polygon,2023-11-11,2023,45,13269,Playermon,0.00136097,0.00134888,-0.008883369949374324
General,Polygon,2023-11-11,2023,45,12155,FireStarter,0.0311411,0.0307358,-0.01301495451348863
General,Polygon,2023-11-18,2023,46,17936,Quickswap,0.051306,0.052708,0.02732623864655207
General,Polygon,2023-11-18,2023,46,16476,Bullieverse,0.00258122,0.00301429,0.16777725261697968
General,Polygon,2023-11-18,2023,46,13564,Wicrypt,0.165297,0.161402,-0.023563646043182934
General,Polygon,2023-11-18,2023,46,16037,Sheesha Finance Polygon,0.00187883,0.00246129,0.31001208198719427
General,Polygon,2023-11-18,2023,46,10287,Kommunitas,0.00111662,0.00126009,0.12848596657770767
General,Polygon,2023-11-18,2023,46,13802,IX Token,0.284068,0.272933,-0.0391983609558275
General,Polygon,2023-11-18,2023,46,12135,Snook,0.00417084,0.00355242,-0.14827229047386142
General,Polygon,2023-11-18,2023,46,16534,Rainbow Token,0.011915,0.0105428,-0.11516575744859425
General,Polygon,2023-11-12,2023,46,17063,MetaShooter,0.00785188,0.00772044,-0.016739939988894382
General,Polygon,2023-11-18,2023,46,16753,GensoKishi Metaverse,0.0474466,0.0400102,-0.15673198922578216
General,Polygon,2023-11-25,2023,47,17936,Quickswap,0.052708,0.0492642,-0.06533733019655455
General,Polygon,2023-11-25,2023,47,10287,Kommunitas,0.00126009,0.0014833,0.17713814092644173
General,Polygon,2023-11-25,2023,47,16476,Bullieverse,0.00301429,0.00631957,1.0965368295684887
General,Polygon,2023-11-25,2023,47,13269,Playermon,0.00128882,0.00126087,-0.021686503933830863
General,Polygon,2023-11-25,2023,47,12135,Snook,0.00355242,0.00413241,0.16326616785177436
General,Polygon,2023-11-25,2023,47,12382,Fabwelt,0.0077216,0.00982853,0.27286184210526315
General,Polygon,2023-11-25,2023,47,16037,Sheesha Finance Polygon,0.00246129,0.00257188,0.044931722795769624
General,Polygon,2023-11-25,2023,47,16534,Rainbow Token,0.0105428,0.0166241,0.5768201995674773
General,Polygon,2023-11-19,2023,47,17063,MetaShooter,0.00772044,0.00722447,-0.06424115723974282
General,Polygon,2023-11-25,2023,47,15802,Affyn,0.0123853,0.0131644,0.06290521828296444
General,Polygon,2023-12-02,2023,48,17936,Quickswap,0.0492642,0.050869,0.03257537928150658
General,Polygon,2023-12-02,2023,48,10287,Kommunitas,0.0014833,0.00168887,0.13858963122766818
General,Polygon,2023-12-02,2023,48,16476,Bullieverse,0.00631957,0.00599071,-0.05203835071057054
General,Polygon,2023-12-02,2023,48,13269,Playermon,0.00126087,0.00137067,0.08708272859216251
General,Polygon,2023-12-02,2023,48,12382,Fabwelt,0.00982853,0.00854645,-0.13044473588624134
General,Polygon,2023-12-02,2023,48,16534,Rainbow Token,0.0166241,0.0345701,1.0795170866392767
General,Polygon,2023-12-02,2023,48,12135,Snook,0.00413241,0.00919771,1.2257496231012892
General,Polygon,2023-12-02,2023,48,18112,Battle World,0.093552,0.073563,-0.21366726526423802
General,Polygon,2023-12-02,2023,48,16037,Sheesha Finance Polygon,0.00257188,0.0020743,-0.19346936871082634
General,Polygon,2023-11-26,2023,48,17063,MetaShooter,0.00722447,0.00700065,-0.030980819354222585
General,Polygon,2023-12-09,2023,49,17936,Quickswap,0.050869,0.053559,0.05288092944622472
General,Polygon,2023-12-09,2023,49,10287,Kommunitas,0.00168887,0.00235097,0.3920372793643086
General,Polygon,2023-12-09,2023,49,16476,Bullieverse,0.00599071,0.00667962,0.1149963860711001
General,Polygon,2023-12-09,2023,49,12135,Snook,0.00919771,0.00848948,-0.07700068821478379
General,Polygon,2023-12-09,2023,49,13269,Playermon,0.00137067,0.00132327,-0.03458162796296699
General,Polygon,2023-12-09,2023,49,16534,Rainbow Token,0.0345701,0.056624,0.6379472434271235
General,Polygon,2023-12-09,2023,49,16037,Sheesha Finance Polygon,0.0020743,0.00240888,0.16129778720532234
General,Polygon,2023-12-03,2023,49,17063,MetaShooter,0.00700065,0.00734775,0.04958111032546983
General,Polygon,2023-12-09,2023,49,18899,Catheon Gaming,0.00045956,0.00086711,0.8868265297240839
General,Polygon,2023-12-09,2023,49,13802,IX Token,0.357591,0.32484,-0.09158787553378014
General,Polygon,2023-12-16,2023,50,17936,Quickswap,0.053559,0.0490892,-0.08345562837244913
General,Polygon,2023-12-16,2023,50,10287,Kommunitas,0.00235097,0.00239281,0.017796909360817032
General,Polygon,2023-12-16,2023,50,16476,Bullieverse,0.00667962,0.00626844,-0.061557393983490034
General,Polygon,2023-12-23,2023,51,17936,Quickswap,0.0490892,0.053341,0.08661375618262265
General,Polygon,2023-12-23,2023,51,10287,Kommunitas,0.00239281,0.00217619,-0.0905295447611803
General,Polygon,2023-12-23,2023,51,16476,Bullieverse,0.00626844,0.00564565,-0.09935326811774536
General,Polygon,2023-12-23,2023,51,13269,Playermon,0.00135153,0.00134373,-0.005771237042463046
General,Polygon,2023-12-23,2023,51,12382,Fabwelt,0.0136284,0.0131854,-0.032505649966247004
General,Polygon,2023-12-17,2023,51,17063,MetaShooter,0.00721294,0.00713269,-0.011125837730523263
General,Polygon,2023-12-23,2023,51,16534,Rainbow Token,0.0325299,0.0258293,-0.20598280351307569
General,Polygon,2023-12-23,2023,51,18112,Battle World,0.06995,0.0438782,-0.3727205146533238
General,Polygon,2023-12-23,2023,51,16037,Sheesha Finance Polygon,0.00291874,0.0032885,0.12668480234621796
General,Polygon,2023-12-23,2023,51,16753,GensoKishi Metaverse,0.0497635,0.050266,0.010097762416228681
General,Polygon,2023-12-30,2023,52,17936,Quickswap,0.053341,0.060299,0.13044374871112277
General,Polygon,2023-12-30,2023,52,10287,Kommunitas,0.00217619,0.00258064,0.18585233826090541
General,Polygon,2023-12-30,2023,52,15802,Affyn,0.0235004,0.0202632,-0.13775084679409721
General,Polygon,2023-12-24,2023,52,16233,FoodChain Global,0.184572,0.185438,0.004691935938278709
General,Polygon,2023-12-30,2023,52,13269,Playermon,0.00134373,0.00134872,0.0037135436434403285
General,Polygon,2023-12-30,2023,52,12155,FireStarter,0.0477553,0.051333,0.0749173390178681
General,Polygon,2023-12-24,2023,52,14162,OneRare,0.0287919,0.029074,0.009797894546730171
General,Polygon,2023-12-30,2023,52,16753,GensoKishi Metaverse,0.050266,0.0495028,-0.015183225241714053
General,Polygon,2023-12-30,2023,52,18112,Battle World,0.0438782,0.0430296,-0.019339899995897688
General,Polygon,2023-12-24,2023,52,24701,DeCats,88.44,88.62,0.002035278154681217
General,Polygon,2024-01-06,2024,1,17936,Quickswap,0.060299,0.052404,-0.1309308612083119
General,Polygon,2024-01-06,2024,1,18112,Battle World,0.0430296,0.0392683,-0.08741192109617571
General,Polygon,2024-01-06,2024,1,13269,Playermon,0.00134872,0.00150374,0.11493860845839006
General,Polygon,2024-01-06,2024,1,12155,FireStarter,0.051333,0.05504,0.07221475464126395
General,Polygon,2024-01-06,2024,1,15802,Affyn,0.0202632,0.0188828,-0.06812349480832233
General,Polygon,2024-01-06,2024,1,16753,GensoKishi Metaverse,0.0495028,0.0426586,-0.1382588459642687
General,Polygon,2024-01-06,2024,1,14162,OneRare,0.029074,0.0265289,-0.08753869436610023
General,Polygon,2024-01-06,2024,1,16476,Bullieverse,0.00440742,0.004545,0.031215541064840854
General,Polygon,2024-01-06,2024,1,15466,Kasta,0.0346444,0.0289801,-0.1634982854371846
General,Polygon,2024-01-06,2024,1,10287,Kommunitas,0.00258064,0.00239257,-0.07287727075454144
General,Polygon,2024-01-13,2024,2,17936,Quickswap,0.052404,0.054862,0.04690481642622704
General,Polygon,2024-01-13,2024,2,10287,Kommunitas,0.00239257,0.00269091,0.12469436630903162
General,Polygon,2024-01-13,2024,2,16476,Bullieverse,0.004545,0.00358822,-0.21051265126512658
General,Polygon,2024-01-13,2024,2,13269,Playermon,0.00150374,0.00153233,0.019012595262478883
General,Polygon,2024-01-13,2024,2,12382,Fabwelt,0.0115229,0.00947923,-0.17735726249468456
General,Polygon,2024-01-13,2024,2,12155,FireStarter,0.05504,0.051658,-0.06144622093023249
General,Polygon,2024-01-13,2024,2,18112,Battle World,0.0392683,0.0377043,-0.03982856400709977
General,Polygon,2024-01-13,2024,2,15802,Affyn,0.0188828,0.0212058,0.12302200944775131
General,Polygon,2024-01-13,2024,2,14162,OneRare,0.0265289,0.0255833,-0.03564414657222882
General,Polygon,2024-01-13,2024,2,16753,GensoKishi Metaverse,0.0426586,0.0405924,-0.04843571987828943
General,Polygon,2024-01-20,2024,3,17936,Quickswap,0.054862,0.0485279,-0.11545514199263611
General,Polygon,2024-01-20,2024,3,13269,Playermon,0.00153233,0.00171875,0.12165786743064488
General,Polygon,2024-01-20,2024,3,16476,Bullieverse,0.00358822,0.00366975,0.02272157225588169
General,Polygon,2024-01-20,2024,3,10287,Kommunitas,0.00269091,0.00271898,0.010431415394792195
General,Polygon,2024-01-20,2024,3,12382,Fabwelt,0.00947923,0.00910636,-0.03933547345090256
General,Polygon,2024-01-20,2024,3,15802,Affyn,0.0212058,0.0197679,-0.06780692074809716
General,Polygon,2024-01-20,2024,3,18112,Battle World,0.0377043,0.0314902,-0.16481144060491773
General,Polygon,2024-01-20,2024,3,14162,OneRare,0.0255833,0.0297587,0.16320803023847585
General,Polygon,2024-01-20,2024,3,12155,FireStarter,0.051658,0.046116,-0.10728251190522291
General,Polygon,2024-01-20,2024,3,13599,Index Coop - ETH 2x Flexible Leverage Index (Polygon),5.42,5.31,-0.02029520295202958
General,Polygon,2024-01-27,2024,4,17936,Quickswap,0.0485279,0.050639,0.04350280972389089
General,Polygon,2024-01-27,2024,4,10287,Kommunitas,0.00271898,0.00254617,-0.06355692208107461
General,Polygon,2024-01-27,2024,4,13269,Playermon,0.00171875,0.00162699,-0.05338763636363635
General,Polygon,2024-01-27,2024,4,12382,Fabwelt,0.00910636,0.00991109,0.08837010616755743
General,Polygon,2024-01-27,2024,4,16476,Bullieverse,0.00366975,0.00350233,-0.04562163635125001
General,Polygon,2024-01-27,2024,4,15802,Affyn,0.0197679,0.0184194,-0.06821665427283638
General,Polygon,2024-01-27,2024,4,16753,GensoKishi Metaverse,0.0410043,0.0388778,-0.051860414639440335
General,Polygon,2024-01-27,2024,4,18112,Battle World,0.0314902,0.0300799,-0.044785361795098254
General,Polygon,2024-01-27,2024,4,12155,FireStarter,0.046116,0.0459973,-0.0025739439673865766
General,Polygon,2024-01-27,2024,4,17080,Giddy,0.00251072,0.00285957,0.1389442072393576
General,Polygon,2024-02-03,2024,5,17936,Quickswap,0.050639,0.0469343,-0.07315902762692796
General,Polygon,2024-02-03,2024,5,16476,Bullieverse,0.00350233,0.00287288,-0.17972321283260004
General,Polygon,2024-02-03,2024,5,13269,Playermon,0.00162699,0.00178354,0.09622062827675638
General,Polygon,2024-02-03,2024,5,12382,Fabwelt,0.00991109,0.0101057,0.019635579941257857
General,Polygon,2024-02-03,2024,5,10287,Kommunitas,0.00254617,0.00232419,-0.08718192422344152
General,Polygon,2024-02-03,2024,5,18112,Battle World,0.0300799,0.0323359,0.07500024933593533
General,Polygon,2024-02-03,2024,5,15802,Affyn,0.0184194,0.0220387,0.19649391402542984
General,Polygon,2024-02-03,2024,5,12155,FireStarter,0.0459973,0.0437354,-0.049174625467146925
General,Polygon,2024-02-03,2024,5,16753,GensoKishi Metaverse,0.0388778,0.039244,0.009419257262499526
General,Polygon,2024-02-03,2024,5,17080,Giddy,0.00285957,0.00333306,0.16558083907720392
General,Polygon,2024-02-10,2024,6,17936,Quickswap,0.0469343,0.050548,0.07699486303194049
General,Polygon,2024-02-10,2024,6,10287,Kommunitas,0.00232419,0.00225634,-0.029192966151648507
General,Polygon,2024-02-10,2024,6,16476,Bullieverse,0.00287288,0.00316549,0.10185249644955585
General,Polygon,2024-02-10,2024,6,13269,Playermon,0.00178354,0.00180054,0.009531605683079768
General,Polygon,2024-02-10,2024,6,16037,Sheesha Finance Polygon,0.00181395,0.00144102,-0.2055900107500206
General,Polygon,2024-02-10,2024,6,13802,IX Token,0.158225,0.157793,-0.0027302891452047127
General,Polygon,2024-02-10,2024,6,12382,Fabwelt,0.0101057,0.00953263,-0.05670760066101311
General,Polygon,2024-02-10,2024,6,12135,Snook,0.00938878,0.00854832,-0.08951748789512583
General,Polygon,2024-02-10,2024,6,18132,SPORT,0.00340135,0.00375865,0.10504652564422952
General,Polygon,2024-02-10,2024,6,13599,Index Coop - ETH 2x Flexible Leverage Index (Polygon),4.91,5.41,0.10183299389002036
Gems,Polygon,2023-02-18,2023,7,10287,Kommunitas,0.00148034,0.00172922,0.16812353918694364
Gems,Polygon,2023-02-18,2023,7,16476,Bullieverse,0.00376331,0.00607604,0.6145467686690707
Gems,Polygon,2023-02-18,2023,7,16037,Sheesha Finance Polygon,0.00302299,0.00292617,-0.032027892913969305
Gems,Polygon,2023-02-18,2023,7,12382,Fabwelt,0.00264503,0.00590232,1.231475635437027
Gems,Polygon,2023-02-18,2023,7,13269,Playermon,0.00153386,0.00146462,-0.0451410167811925
Gems,Polygon,2023-02-18,2023,7,12135,Snook,0.0164768,0.0142894,-0.13275636045834138
Gems,Polygon,2023-02-18,2023,7,16766,Vault Hill City,0.00311909,0.00377925,0.21165147527003064
Gems,Polygon,2023-02-18,2023,7,13546,Vigorus,8.028e-05,9.397e-05,0.1705281514698555
Gems,Polygon,2023-02-18,2023,7,12155,FireStarter,0.0255439,0.050057,0.9596459428669857
Gems,Polygon,2023-02-18,2023,7,13052,Pegaxy Stone,0.00328705,0.00554972,0.6883588628101185
Gems,Polygon,2023-02-25,2023,8,10287,Kommunitas,0.00172922,0.00180574,0.044251165265264014
Gems,Polygon,2023-02-25,2023,8,16476,Bullieverse,0.00607604,0.00568202,-0.06484815768164794
Gems,Polygon,2023-02-25,2023,8,12382,Fabwelt,0.00590232,0.00694238,0.17621206576397075
Gems,Polygon,2023-02-25,2023,8,16037,Sheesha Finance Polygon,0.00292617,0.00276907,-0.053687926538786145
Gems,Polygon,2023-02-25,2023,8,12135,Snook,0.0142894,0.0132514,-0.07264125855529278
Gems,Polygon,2023-02-25,2023,8,16766,Vault Hill City,0.00377925,0.00378499,0.0015188198716675897
Gems,Polygon,2023-02-25,2023,8,13269,Playermon,0.00146462,0.0016217,0.10724966202837595
Gems,Polygon,2023-02-25,2023,8,13052,Pegaxy Stone,0.00554972,0.00714381,0.28723791470560667
Gems,Polygon,2023-02-25,2023,8,13386,Polygen,0.00065711,0.0004988,-0.24091856766751388
Gems,Polygon,2023-02-25,2023,8,18759,MMFinance (Polygon),0.0106033,0.0095213,-0.10204370337536424
Gems,Polygon,2023-03-04,2023,9,12382,Fabwelt,0.00694238,0.00625511,-0.09899630962292462
Gems,Polygon,2023-03-04,2023,9,10287,Kommunitas,0.00180574,0.00151766,-0.15953570281435855
Gems,Polygon,2023-03-04,2023,9,13269,Playermon,0.0016217,0.00152891,-0.05721773447616694
Gems,Polygon,2023-03-04,2023,9,16037,Sheesha Finance Polygon,0.00276907,0.0022825,-0.17571603462534366
Gems,Polygon,2023-03-04,2023,9,12135,Snook,0.0132514,0.0134581,0.015598351872255055
Gems,Polygon,2023-03-04,2023,9,16476,Bullieverse,0.00568202,0.00529213,-0.06861820268144082
Gems,Polygon,2023-03-04,2023,9,16766,Vault Hill City,0.00378499,0.0038067,0.0057358143614647085
Gems,Polygon,2023-02-26,2023,9,18567,KOLNET,0.0004507,0.00126381,1.804104725981806
Gems,Polygon,2023-03-04,2023,9,13546,Vigorus,0.00013513,0.00012636,-0.06490046621771617
Gems,Polygon,2023-03-04,2023,9,13599,Index Coop - ETH 2x Flexible Leverage Index (Polygon),3.41,3.41,0.0
Gems,Polygon,2023-03-11,2023,10,10287,Kommunitas,0.00151766,0.00171535,0.13025974197119244
Gems,Polygon,2023-03-11,2023,10,16476,Bullieverse,0.00529213,0.00437974,-0.17240506185600124
Gems,Polygon,2023-03-11,2023,10,12382,Fabwelt,0.00625511,0.00489246,-0.21784588920098927
Gems,Polygon,2023-03-11,2023,10,12135,Snook,0.0134581,0.0140466,0.043728312317489
Gems,Polygon,2023-03-11,2023,10,13269,Playermon,0.00152891,0.00136198,-0.10918235867382646
Gems,Polygon,2023-03-11,2023,10,16766,Vault Hill City,0.0038067,0.00387298,0.01741140620484927
Gems,Polygon,2023-03-11,2023,10,13599,Index Coop - ETH 2x Flexible Leverage Index (Polygon),3.41,3.15,-0.07624633431085051
Gems,Polygon,2023-03-11,2023,10,16037,Sheesha Finance Polygon,0.0022825,0.00234067,0.025485213581599206
Gems,Polygon,2023-03-11,2023,10,15537,Kitsumon,1.979e-05,1.904e-05,-0.03789792824658908
Gems,Polygon,2023-03-11,2023,10,18759,MMFinance (Polygon),0.0105147,0.00918676,-0.12629366505939302
Gems,Polygon,2023-03-18,2023,11,10287,Kommunitas,0.00171535,0.00177279,0.033485877517707735
Gems,Polygon,2023-03-18,2023,11,16476,Bullieverse,0.00437974,0.00409007,-0.06613862923369873
Gems,Polygon,2023-03-18,2023,11,12135,Snook,0.0140466,0.0151134,0.07594720430566838
Gems,Polygon,2023-03-18,2023,11,12382,Fabwelt,0.00489246,0.00647793,0.3240639678198696
Gems,Polygon,2023-03-18,2023,11,13269,Playermon,0.00136198,0.00151594,0.1130413075081865
Gems,Polygon,2023-03-18,2023,11,16766,Vault Hill City,0.00387298,0.00391456,0.010735919111382
Gems,Polygon,2023-03-18,2023,11,16037,Sheesha Finance Polygon,0.00234067,0.00235558,0.006369970991211885
Gems,Polygon,2023-03-18,2023,11,13546,Vigorus,0.00011945,0.00011844,-0.008455420678108042
Gems,Polygon,2023-03-18,2023,11,13052,Pegaxy Stone,0.00578023,0.0055383,-0.041854735884212145
Gems,Polygon,2023-03-18,2023,11,18899,Catheon Gaming,0.00121419,0.00130214,0.07243512135662462
Gems,Polygon,2023-03-25,2023,12,10287,Kommunitas,0.00177279,0.00174877,-0.013549264154242764
Gems,Polygon,2023-03-25,2023,12,12382,Fabwelt,0.00647793,0.00857898,0.32433971963266045
Gems,Polygon,2023-03-25,2023,12,16476,Bullieverse,0.00409007,0.00348504,-0.14792656360404596
Gems,Polygon,2023-03-25,2023,12,12135,Snook,0.0151134,0.0133493,-0.11672423147670286
Gems,Polygon,2023-03-25,2023,12,13269,Playermon,0.00151594,0.00163076,0.07574178397561913
Gems,Polygon,2023-03-25,2023,12,16037,Sheesha Finance Polygon,0.00235558,0.00183949,-0.21909253771894815
Gems,Polygon,2023-03-25,2023,12,16766,Vault Hill City,0.00391456,0.004155,0.06142197335077244
Gems,Polygon,2023-03-25,2023,12,19096,tSILVER,0.721286,0.68,-0.057239430683529054
Gems,Polygon,2023-03-25,2023,12,18899,Catheon Gaming,0.00130214,0.00124679,-0.04250695009753177
Gems,Polygon,2023-03-25,2023,12,18759,MMFinance (Polygon),0.00994387,0.00937392,-0.057316718742300495
Gems,Polygon,2023-04-01,2023,13,10287,Kommunitas,0.00174877,0.00165053,-0.05617662700069184
Gems,Polygon,2023-04-01,2023,13,12382,Fabwelt,0.00857898,0.00740849,-0.13643696569988503
Gems,Polygon,2023-04-01,2023,13,16476,Bullieverse,0.00348504,0.00367587,0.054756903794504486
Gems,Polygon,2023-04-01,2023,13,18132,SPORT,0.0316746,0.0307411,-0.02947156396607998
Gems,Polygon,2023-04-01,2023,13,19096,tSILVER,0.68,0.734097,0.0795544117647058
Gems,Polygon,2023-04-01,2023,13,18899,Catheon Gaming,0.00124679,0.00118285,-0.05128369653269593
Gems,Polygon,2023-04-08,2023,14,10287,Kommunitas,0.00165053,0.00152181,-0.07798707081967618
Gems,Polygon,2023-04-08,2023,14,16476,Bullieverse,0.00367587,0.00329655,-0.10319189742836385
Gems,Polygon,2023-04-08,2023,14,12382,Fabwelt,0.00740849,0.00769066,0.03808738352889725
Gems,Polygon,2023-04-08,2023,14,18759,MMFinance (Polygon),0.0091994,0.00679152,-0.2617431571624237
Gems,Polygon,2023-04-08,2023,14,18132,SPORT,0.0307411,0.0233412,-0.2407168253575832
Gems,Polygon,2023-04-08,2023,14,18899,Catheon Gaming,0.00118285,0.00099846,-0.15588620704231304
Gems,Polygon,2023-04-15,2023,15,10287,Kommunitas,0.00152181,0.00167377,0.09985477819175852
Gems,Polygon,2023-04-09,2023,15,13269,Playermon,0.00162782,0.00173061,0.06314580236144042
Gems,Polygon,2023-04-15,2023,15,16476,Bullieverse,0.00329655,0.00317127,-0.038003367156572834
Gems,Polygon,2023-04-15,2023,15,12382,Fabwelt,0.00769066,0.00851067,0.1066241388905503
Gems,Polygon,2023-04-09,2023,15,12135,Snook,0.0126812,0.0122977,-0.030241617512538257
Gems,Polygon,2023-04-09,2023,15,16766,Vault Hill City,0.0044164,0.00424579,-0.03863101168372427
Gems,Polygon,2023-04-09,2023,15,16037,Sheesha Finance Polygon,0.00175015,0.00172496,-0.014393052024112231
Gems,Polygon,2023-04-15,2023,15,19096,tSILVER,0.791357,0.789044,-0.002922827497576959
Gems,Polygon,2023-04-15,2023,15,18132,SPORT,0.0233412,0.0235872,0.010539303891830741
Gems,Polygon,2023-04-09,2023,15,15537,Kitsumon,2.108e-05,2.799e-05,0.32779886148007586
Gems,Polygon,2023-04-22,2023,16,10287,Kommunitas,0.00167377,0.00143617,-0.14195498784181812
Gems,Polygon,2023-04-16,2023,16,13269,Playermon,0.00173061,0.00184246,0.06463039044036491
Gems,Polygon,2023-04-22,2023,16,12382,Fabwelt,0.00851067,0.00657754,-0.22714192889631485
Gems,Polygon,2023-04-16,2023,16,12135,Snook,0.0122977,0.0114888,-0.06577652731811635
Gems,Polygon,2023-04-16,2023,16,16766,Vault Hill City,0.00424579,0.00359076,-0.154277531389918
Gems,Polygon,2023-04-22,2023,16,19096,tSILVER,0.789044,0.775787,-0.01680134441171844
Gems,Polygon,2023-04-16,2023,16,15537,Kitsumon,2.799e-05,3.639e-05,0.30010718113612006
Gems,Polygon,2023-04-16,2023,16,21613,Yellow Duckies,0.00905798,0.00930005,0.026724501489294575
Gems,Polygon,2023-04-16,2023,16,13386,Polygen,0.00032324,0.00034135,0.05602648187105557
Gems,Polygon,2023-04-29,2023,17,10287,Kommunitas,0.00143617,0.00134616,-0.06267363891461314
Gems,Polygon,2023-04-23,2023,17,13269,Playermon,0.00184246,0.00178049,-0.033634380122227865
Gems,Polygon,2023-04-23,2023,17,12135,Snook,0.0114888,0.0115297,0.003559988858714571
Gems,Polygon,2023-04-23,2023,17,16766,Vault Hill City,0.00359076,0.00338665,-0.05684311956243245
Gems,Polygon,2023-04-29,2023,17,18132,SPORT,0.0217512,0.0176301,-0.18946540880503143
Gems,Polygon,2023-04-23,2023,17,15537,Kitsumon,3.639e-05,3.705e-05,0.018136850783182112
Gems,Polygon,2023-04-23,2023,17,21613,Yellow Duckies,0.00930005,0.0085877,-0.07659636238514851
Gems,Polygon,2023-04-29,2023,17,16534,Rainbow Token,0.0289814,0.0281268,-0.029487878432373885
Gems,Polygon,2023-04-23,2023,17,11247,NASDEX Token,0.0311598,0.535778,16.194526280656486
Gems,Polygon,2023-05-06,2023,18,10287,Kommunitas,0.00134616,0.0012018,-0.10723836691032274
