,id_project,name,top,score,year,week
0,376,Bitcoin,General,92.03,2024,7
1,978,Ethereum,General,78.50,2024,7
2,979,XRP,General,76.05,2024,7
3,8839,Internet Computer,General,75.52,2024,7
4,345,Binance Coin,General,74.67,2024,7
5,5518,Avalanche,General,73.33,2024,7
6,1069,Hedera Hashgraph,General,72.48,2024,7
7,3844,Trust Wallet Token,General,71.95,2024,7
8,621,Cardano,General,71.93,2024,7
9,1036,Polygon,General,71.87,2024,7
10,907,Decentraland,General,71.51,2024,7
11,2391,Klaytn,General,71.46,2024,7
12,769,Cosmos,General,71.25,2024,7
13,984,TRON,General,71.11,2024,7
14,5613,Aave,General,71.06,2024,7
15,3747,Solana,General,71.04,2024,7
16,4688,Polkadot,General,70.81,2024,7
17,994,VeChain,General,70.68,2024,7
18,147,Algorand,General,70.56,2024,7
19,998,Dogecoin,General,70.33,2024,7
20,5395,Uniswap,General,70.31,2024,7
21,1011,Theta Network,General,70.18,2024,7
22,983,Stellar,General,70.02,2024,7
23,8477,Mina Protocol (IOU),General,69.95,2024,7
24,1062,Fantom,General,69.81,2024,7
25,985,Tezos,General,69.77,2024,7
26,7102,Flow - Dapper Labs,General,69.44,2024,7
27,986,Monero,General,69.14,2024,7
28,1005,Synthetix Network Token,General,69.11,2024,7
29,991,Ethereum Classic,General,68.82,2024,7
30,376,Bitcoin,General,91.11,2024,8
31,978,Ethereum,General,77.63,2024,8
32,979,XRP,General,75.63,2024,8
33,5518,Avalanche,General,73.40,2024,8
34,345,Binance Coin,General,73.08,2024,8
35,3844,Trust Wallet Token,General,71.05,2024,8
36,3747,Solana,General,70.92,2024,8
37,621,Cardano,General,70.92,2024,8
38,769,Cosmos,General,70.86,2024,8
39,907,Decentraland,General,70.52,2024,8
40,984,TRON,General,70.49,2024,8
41,5613,Aave,General,70.48,2024,8
42,4688,Polkadot,General,70.06,2024,8
43,994,VeChain,General,70.01,2024,8
44,986,Monero,General,69.90,2024,8
45,147,Algorand,General,69.88,2024,8
46,998,Dogecoin,General,69.84,2024,8
47,5395,Uniswap,General,69.78,2024,8
48,985,Tezos,General,69.71,2024,8
49,983,Stellar,General,69.60,2024,8
50,8839,Internet Computer,General,69.50,2024,8
51,1069,Hedera Hashgraph,General,69.46,2024,8
52,1011,Theta Network,General,68.66,2024,8
53,2391,Klaytn,General,68.44,2024,8
54,1062,Fantom,General,68.19,2024,8
55,7102,Flow - Dapper Labs,General,68.19,2024,8
56,1005,Synthetix Network Token,General,68.11,2024,8
57,15951,BitTorrent,General,67.80,2024,8
58,996,Maker,General,67.55,2024,8
59,8477,Mina Protocol (IOU),General,67.53,2024,8
60,376,Bitcoin,General,88.32,2024,9
61,978,Ethereum,General,81.14,2024,9
62,979,XRP,General,74.23,2024,9
63,345,Binance Coin,General,74.04,2024,9
64,8839,Internet Computer,General,72.16,2024,9
65,621,Cardano,General,71.01,2024,9
66,1036,Polygon,General,70.73,2024,9
67,3747,Solana,General,70.73,2024,9
68,5613,Aave,General,70.54,2024,9
69,998,Dogecoin,General,70.52,2024,9
70,4688,Polkadot,General,69.92,2024,9
71,769,Cosmos,General,69.90,2024,9
72,5395,Uniswap,General,69.75,2024,9
73,1005,Synthetix Network Token,General,69.74,2024,9
74,994,VeChain,General,69.56,2024,9
75,1069,Hedera Hashgraph,General,69.56,2024,9
76,5518,Avalanche,General,69.52,2024,9
77,996,Maker,General,69.43,2024,9
78,3844,Trust Wallet Token,General,69.34,2024,9
79,1011,Theta Network,General,69.10,2024,9
80,7102,Flow - Dapper Labs,General,69.08,2024,9
81,1013,KuCoin Shares,General,69.01,2024,9
82,4708,SAND,General,68.94,2024,9
83,1062,Fantom,General,68.88,2024,9
84,6569,The Graph,General,68.55,2024,9
85,659,ChainLink,General,68.33,2024,9
86,984,TRON,General,68.25,2024,9
87,15951,BitTorrent,General,68.02,2024,9
88,907,Decentraland,General,67.97,2024,9
89,986,Monero,General,67.66,2024,9
