category,date,year,week,id_project,project_name,start_price,end_price,performance
4Chan,2024-01-20,2024,3,3747,Solana,96.24,92.59,-0.03792601828761421
4Chan,2024-01-14,2024,3,24742,DumbMoney,0.00027176,0.00033314,0.22586105387106264
4Chan,2024-01-13,2024,2,11432,Acet,0.054381,0.0481936,-0.11377870947573593
4Chan,2024-01-20,2024,3,11432,Acet,0.0481936,0.0368571,-0.23522832907274008
4Chan,2024-01-13,2024,2,10410,Moonriver,24.18,27.31,0.12944582299421006
4Chan,2024-01-20,2024,3,10410,Moonriver,27.31,24.36,-0.10801904064445256
4Chan,2024-01-14,2024,3,24238,Kenshi,0.0171387,0.0175389,0.023350662535664892
4Chan,2024-01-13,2024,2,11439,Grape Protocol,0.00517745,0.00408906,-0.21021738500613232
4Chan,2024-01-20,2024,3,11439,Grape Protocol,0.00408906,0.00309273,-0.24365746650819506
4Chan,2024-01-13,2024,2,10418,The Open Network,2.18,2.11,-0.03211009174311939
4Chan,2024-01-20,2024,3,10418,The Open Network,2.11,2.26,0.07109004739336489
4Chan,2024-01-13,2024,2,22706,DRAC (Ordinals),0.0110013,0.0115718,0.05185750774908418
4Chan,2024-01-20,2024,3,22706,DRAC (Ordinals),0.0115718,0.0108849,-0.05935982301802664
4Chan,2024-01-13,2024,2,22712,Hex Orange Address,0.00843555,0.0304858,2.6139670797991834
4Chan,2024-01-20,2024,3,22712,Hex Orange Address,0.0304858,0.0342081,0.12209946926109853
4Chan,2024-01-13,2024,2,1209,LATOKEN,0.051394,0.0488189,-0.05010507063081301
4Chan,2024-01-20,2024,3,1209,LATOKEN,0.0488189,0.0495984,0.015967176646749567
4Chan,2024-01-13,2024,2,14521,Crypto Birds,0.0238857,0.0132587,-0.4449105531761682
4Chan,2024-01-20,2024,3,14521,Crypto Birds,0.0132587,0.00924165,-0.30297465060677137
4Chan,2024-01-13,2024,2,10939,Fufu,0.00110312,0.00094546,-0.1429218942635434
4Chan,2024-01-20,2024,3,10939,Fufu,0.00094546,0.00095779,0.013041270915744788
4Chan,2024-01-13,2024,2,22715,WHEE,0.040677,0.0412216,0.013388401307864378
4Chan,2024-01-20,2024,3,22715,WHEE,0.0412216,0.0287085,-0.3035568730956585
4Chan,2024-01-13,2024,2,18126,Optimism,3.24,3.77,0.16358024691358017
4Chan,2024-01-20,2024,3,18126,Optimism,3.77,3.17,-0.15915119363395228
4Chan,2024-01-14,2024,3,19154,Internet Money,1.9226e-08,2.0211e-08,0.05123270571101643
4Chan,2024-01-13,2024,2,22740,Kryptonite,0.101504,0.093745,-0.07644033732660784
4Chan,2024-01-20,2024,3,22740,Kryptonite,0.093745,0.074919,-0.2008213771401141
4Chan,2024-01-13,2024,2,18133,Creo Engine,0.092306,0.096179,0.04195826923493599
4Chan,2024-01-20,2024,3,18133,Creo Engine,0.096179,0.072273,-0.24855737739007472
4Chan,2024-01-13,2024,2,16096,Catapult,0.13768,0.160007,0.1621658919233005
4Chan,2024-01-20,2024,3,16096,Catapult,0.160007,0.197551,0.23463973451161507
4Chan,2024-01-13,2024,2,18160,Terra,0.701279,0.770334,0.09847008109468554
