category,date,performance
Gems<25,2023-08-05,-0.0725334961830115
Gems<25,2023-08-12,0.10047105792941535
Gems<25,2023-08-19,-0.054503278263875646
Gems<25,2023-08-26,-0.0785101038513321
Gems<25,2023-09-02,-0.024412221211804405
Gems<25,2023-09-09,-0.11119203583248378
Gems<25,2023-09-16,-0.10528586856938242
Gems<25,2023-09-23,-0.013075131290371033
Gems<25,2023-09-30,0.0449915078989076
Gems<25,2023-10-07,0.08202533180410723
Gems<25,2023-10-14,-0.07444857700289212
Gems<25,2023-10-21,-0.06511729166798273
Gems<25,2023-10-28,0.06443998638293044
Gems<25,2023-11-04,0.006270927982809006
Gems<25,2023-11-11,0.05791316145265477
Gems<25,2023-11-18,-0.06755474510694652
Gems<25,2023-11-25,0.07499719469765369
Gems<25,2023-12-02,0.02581506837827884
Gems<25,2023-12-09,0.03634997678791657
Gems<25,2023-12-16,0.06688559103983158
Gems<25,2023-12-23,0.043761755644571784
Gems<25,2023-12-30,-0.00930654675666433
Gems<25,2024-01-06,-0.07236625537552108
Gems<25,2024-01-13,0.06836443275085277
