,category,platform,date,year,week,id_project,project_name,start_price,end_price,performance,score
0,General,polygon-ecosystem,2024-02-24 21:00:13,2024,7,345,Binance Coin,353.18,382.29,0.08242256073390343,74.67
1,General,polygon-ecosystem,2024-02-24 21:00:19,2024,7,992,USD Coin,1.001,1.0,-0.000999000999000889,43.73
2,General,polygon-ecosystem,2024-02-24 21:00:33,2024,7,659,ChainLink,20.1,18.46,-0.08159203980099505,66.78
3,General,polygon-ecosystem,2024-02-24 21:00:36,2024,7,1036,Polygon,0.924026,0.996543,0.07847939343698115,71.87
4,General,polygon-ecosystem,2024-02-24 21:00:38,2024,7,2872,Wrapped Bitcoin,51440.0,51496.0,0.001088646967340591,45.86
5,General,polygon-ecosystem,2024-02-24 21:00:46,2024,7,5395,Uniswap,7.68,11.21,0.45963541666666685,70.31
6,General,polygon-ecosystem,2024-02-24 21:00:56,2024,7,865,Dai,1.001,0.999141,-0.0018571428571428014,41.43
7,General,polygon-ecosystem,2024-02-24 21:01:27,2024,7,5920,Injective Protocol,36.4,34.79,-0.04423076923076922,47.93
8,General,polygon-ecosystem,2024-02-24 21:01:39,2024,7,6723,Lido DAO,3.15,3.29,0.04444444444444449,61.72
9,General,polygon-ecosystem,2024-02-24 21:02:01,2024,7,6569,The Graph,0.203165,0.271895,0.33829645854354823,66.66
10,General,polygon-ecosystem,2024-02-24 21:01:54,2024,7,4469,Render Token,5.57,7.34,0.3177737881508078,48.85
11,General,polygon-ecosystem,2024-02-24 21:01:59,2024,7,996,Maker,2112.5,2027.1,-0.040426035502958625,68.13
12,General,polygon-ecosystem,2024-02-24 21:02:04,2024,7,13879,Rocket Pool ETH,3054.93,3288.69,0.07651893824081082,37.47
13,General,polygon-ecosystem,2024-02-24 21:02:28,2024,7,5613,Aave,93.8,99.53,0.06108742004264397,71.06
14,General,polygon-ecosystem,2024-02-24 21:02:45,2024,7,1002,TrueUSD,0.97564,0.973743,-0.0019443647246934592,48.65
15,General,polygon-ecosystem,2024-02-24 21:02:47,2024,7,1005,Synthetix Network Token,3.63,4.03,0.11019283746556484,69.11
16,General,polygon-ecosystem,2024-02-24 21:02:55,2024,7,4708,SAND,0.496167,0.521998,0.052061100395632796,64.67
17,General,polygon-ecosystem,2024-02-24 21:03:19,2024,7,5649,APEcoin,1.63,1.75,0.07361963190184057,36.57
18,General,polygon-ecosystem,2024-02-24 21:03:32,2024,7,907,Decentraland,0.487358,0.499584,0.02508628154252102,71.51
19,General,polygon-ecosystem,2024-02-24 21:03:47,2024,7,18838,Frax Ether,2763.94,2974.22,0.07607979912733262,28.74
20,General,polygon-ecosystem,2024-02-24 21:04:21,2024,7,10321,WOO Network,0.397863,0.529375,0.33054594169349755,40.32
21,General,polygon-ecosystem,2024-02-24 21:04:09,2024,7,18835,Bonk,1.273e-05,1.178e-05,-0.07462686567164174,27.85
22,General,polygon-ecosystem,2024-02-24 21:04:25,2024,7,18821,Axelar,1.2,1.46,0.21666666666666667,45.34
23,General,polygon-ecosystem,2024-02-24 21:04:37,2024,7,6597,Frax Share,8.51,8.43,-0.009400705052878974,57.23
24,General,polygon-ecosystem,2024-02-24 21:04:45,2024,7,18839,Staked Frax Ether,2973.2,3202.19,0.07701802771424736,28.28
25,General,polygon-ecosystem,2024-02-24 21:04:43,2024,7,6570,Frax,0.995965,0.998177,0.0022209615799751916,58.11
26,General,polygon-ecosystem,2024-02-24 21:04:53,2024,7,1028,NEXO,1.077,1.14,0.05849582172701945,56.79
27,General,polygon-ecosystem,2024-02-24 21:05:00,2024,7,4696,Curve DAO Token,0.521772,0.598668,0.14737471539293018,65.24
28,General,polygon-ecosystem,2024-02-24 21:04:50,2024,7,3720,Rocket Pool,30.48,28.28,-0.07217847769028869,41.79
29,General,polygon-ecosystem,2024-02-24 21:05:33,2024,7,1090,IoTeX,0.050604,0.059356,0.17295075488103698,60.94
30,General,polygon-ecosystem,2024-02-24 21:05:11,2024,7,19695,Coinbase Wrapped Staked ETH,2931.07,3170.06,0.08153677667200025,15.26
31,General,polygon-ecosystem,2024-02-24 21:05:36,2024,7,7424,SuperFarm,1.059,0.988135,-0.06691690273843244,38.16
32,General,polygon-ecosystem,2024-02-24 21:05:19,2024,7,6641,1inch,0.438108,0.499547,0.1402371104841729,65.2
33,General,polygon-ecosystem,2024-02-24 21:05:47,2024,7,16387,STEPN,0.267908,0.265988,-0.0071666392940859455,47.61
34,General,polygon-ecosystem,2024-02-24 21:06:21,2024,7,6298,API3,4.07,3.88,-0.04668304668304678,62.21
35,General,polygon-ecosystem,2024-02-24 21:06:38,2024,7,4340,Compound,57.89,67.85,0.1720504404905855,32.5
36,General,polygon-ecosystem,2024-02-24 21:06:32,2024,7,1121,Ocean Protocol,0.691074,0.722964,0.04614556472968175,63.78
37,General,polygon-ecosystem,2024-02-24 21:08:43,2024,7,22494,Autonolas,5.7,6.1,0.07017543859649113,28.16
38,General,polygon-ecosystem,2024-02-24 21:07:00,2024,7,291,Basic Attention Token,0.253024,0.258347,0.02103753003667623,38.15
39,General,polygon-ecosystem,2024-02-24 21:07:09,2024,7,7426,Mask Network,3.85,4.63,0.20259740259740255,39.22
40,General,polygon-ecosystem,2024-02-24 21:07:15,2024,7,7173,SafePal,0.77422,0.794114,0.025695538735759818,41.66
41,General,polygon-ecosystem,2024-02-24 21:08:16,2024,7,1281,OriginTrail,0.759305,1.025,0.34991867563100454,58.13
42,General,polygon-ecosystem,2024-02-24 21:07:44,2024,7,3750,UMA,4.12,3.98,-0.03398058252427187,49.95
43,General,polygon-ecosystem,2024-02-24 21:07:46,2024,7,1259,Tellor,122.94,115.14,-0.06344558321132257,54.37
44,General,polygon-ecosystem,2024-02-24 21:08:18,2024,7,3,0x,0.343357,0.362598,0.056037884767166396,60.36
45,General,polygon-ecosystem,2024-02-24 21:08:30,2024,7,282,Band Protocol,2.05,2.08,0.014634146341463537,59.13
46,General,polygon-ecosystem,2024-02-24 21:08:46,2024,7,188,Ankr,0.0274899,0.0310128,0.12815252147152223,46.6
47,General,polygon-ecosystem,2024-02-24 21:09:13,2024,7,4689,yearn.finance,7673.93,8378.84,0.09185775736812818,61.37
48,General,polygon-ecosystem,2024-02-24 21:09:26,2024,7,4692,Sushi,1.25,1.69,0.352,62.0
49,General,polygon-ecosystem,2024-02-24 21:09:52,2024,7,9795,Coin98,0.333276,0.334271,0.0029855135083233356,38.63
50,General,polygon-ecosystem,2024-02-24 21:09:23,2024,7,1052,Golem,0.242065,0.341375,0.410261706566418,60.28
51,General,polygon-ecosystem,2024-02-24 21:10:02,2024,7,3752,Cartesi,0.288431,0.333887,0.15759748432034004,20.84
52,General,polygon-ecosystem,2024-02-24 21:10:06,2024,7,4341,Balancer,4.03,4.67,0.1588089330024813,32.05
53,General,polygon-ecosystem,2024-02-24 21:10:11,2024,7,10720,Gelato,0.881615,0.843912,-0.04276583315846491,43.59
54,General,polygon-ecosystem,2024-02-24 21:10:26,2024,7,12260,Gains Network,6.26,6.4,0.02236421725239626,39.78
55,General,polygon-ecosystem,2024-02-24 21:10:32,2024,7,22460,Open Campus,0.809219,0.833738,0.03029958515556352,29.12
56,General,polygon-ecosystem,2024-02-24 21:11:12,2024,7,4706,MANTRA DAO,0.245201,0.220083,-0.10243840767370443,46.94
57,General,polygon-ecosystem,2024-02-24 21:12:21,2024,7,9735,Vulcan Forged,6.9,6.6,-0.04347826086956532,37.86
58,General,polygon-ecosystem,2024-02-24 21:13:09,2024,7,3144,Orbs,0.0363602,0.0395922,0.08888839995379559,38.27
