,id_project,week,year,top,score,created_at,name,week_associated
374,5613,4,2024,General,70.07,2024-01-29 10:13:10,Aave,8
375,147,4,2024,General,69.83,2024-01-29 10:12:02,Algorand,8
376,8477,4,2024,General,69.71,2024-01-29 10:13:43,Mina Protocol (IOU),8
377,3844,4,2024,General,69.61,2024-01-29 10:12:51,Trust Wallet Token,8
378,15951,4,2024,General,68.65,2024-01-29 10:15:40,BitTorrent,8
379,1087,4,2024,General,68.42,2024-01-29 10:12:16,Kava,8
380,2391,4,2024,General,67.88,2024-01-29 10:12:34,Klaytn,8
381,986,4,2024,General,66.99,2024-01-29 10:12:13,Monero,8
382,996,4,2024,General,66.70,2024-01-29 10:12:13,Maker,8
383,15335,4,2024,General,66.60,2024-01-29 10:15:31,Moonbeam,8
384,907,4,2024,General,66.39,2024-01-29 10:12:12,Decentraland,8
385,1011,4,2024,General,66.25,2024-01-29 10:12:14,Theta Network,8
386,1014,4,2024,General,66.23,2024-01-29 10:12:14,Enjin Coin,8
387,1005,4,2024,General,66.10,2024-01-29 10:12:14,Synthetix Network Token,8
388,10410,4,2024,General,65.85,2024-01-29 10:14:11,Moonriver,8
389,659,4,2024,General,65.78,2024-01-29 10:12:09,ChainLink,8
390,376,5,2024,General,91.88,2024-02-05 09:33:37,Bitcoin,8
391,978,5,2024,General,78.65,2024-02-05 09:33:56,Ethereum,8
392,979,5,2024,General,75.60,2024-02-05 09:33:56,XRP,8
393,345,5,2024,General,74.89,2024-02-05 09:33:36,Binance Coin,8
394,8839,5,2024,General,73.07,2024-02-05 09:37:08,Internet Computer,8
395,5518,5,2024,General,72.99,2024-02-05 09:35:49,Avalanche,8
396,621,5,2024,General,72.12,2024-02-05 09:33:44,Cardano,8
397,3844,5,2024,General,71.77,2024-02-05 09:35:15,Trust Wallet Token,8
398,907,5,2024,General,71.66,2024-02-05 09:33:53,Decentraland,8
399,986,5,2024,General,71.61,2024-02-05 09:33:58,Monero,8
400,769,5,2024,General,71.43,2024-02-05 09:33:49,Cosmos,8
401,1036,5,2024,General,71.35,2024-02-05 09:34:06,Polygon,8
402,984,5,2024,General,71.02,2024-02-05 09:33:57,TRON,8
403,5613,5,2024,General,70.98,2024-02-05 09:35:52,Aave,8
404,4688,5,2024,General,70.79,2024-02-05 09:35:30,Polkadot,8
405,147,5,2024,General,70.73,2024-02-05 09:33:29,Algorand,8
406,1062,5,2024,General,70.37,2024-02-05 09:34:09,Fantom,8
407,1069,5,2024,General,70.36,2024-02-05 09:34:10,Hedera Hashgraph,8
408,994,5,2024,General,70.25,2024-02-05 09:33:59,VeChain,8
409,3747,5,2024,General,70.16,2024-02-05 09:35:12,Solana,8
410,5395,5,2024,General,70.03,2024-02-05 09:35:47,Uniswap,8
411,1011,5,2024,General,69.92,2024-02-05 09:34:02,Theta Network,8
412,659,5,2024,General,69.73,2024-02-05 09:33:46,ChainLink,8
413,998,5,2024,General,69.27,2024-02-05 09:34:00,Dogecoin,8
414,985,5,2024,General,69.10,2024-02-05 09:33:58,Tezos,8
415,1005,5,2024,General,68.99,2024-02-05 09:34:01,Synthetix Network Token,8
416,8477,5,2024,General,68.78,2024-02-05 09:37:00,Mina Protocol (IOU),8
417,15951,5,2024,General,68.58,2024-02-05 09:40:15,BitTorrent,8
418,991,5,2024,General,68.07,2024-02-05 09:33:59,Ethereum Classic,8
419,5674,5,2024,General,68.05,2024-02-05 09:35:54,PancakeSwap,8
420,376,6,2024,General,91.37,2024-02-12 01:15:55,Bitcoin,8
421,978,6,2024,General,78.37,2024-02-12 01:16:14,Ethereum,8
422,979,6,2024,General,75.22,2024-02-12 01:16:14,XRP,8
423,345,6,2024,General,73.88,2024-02-12 01:15:54,Binance Coin,8
424,8839,6,2024,General,73.20,2024-02-12 01:19:24,Internet Computer,8
425,986,6,2024,General,72.61,2024-02-12 01:16:16,Monero,8
426,1069,6,2024,General,72.21,2024-02-12 01:16:28,Hedera Hashgraph,8
427,5518,6,2024,General,71.52,2024-02-12 01:18:08,Avalanche,8
428,621,6,2024,General,71.08,2024-02-12 01:16:02,Cardano,8
429,984,6,2024,General,70.86,2024-02-12 01:16:15,TRON,8
430,3844,6,2024,General,70.80,2024-02-12 01:17:37,Trust Wallet Token,8
431,1036,6,2024,General,70.78,2024-02-12 01:16:23,Polygon,8
432,998,6,2024,General,70.71,2024-02-12 01:16:18,Dogecoin,8
433,769,6,2024,General,70.67,2024-02-12 01:16:08,Cosmos,8
434,907,6,2024,General,70.56,2024-02-12 01:16:11,Decentraland,8
435,8477,6,2024,General,70.08,2024-02-12 01:19:16,Mina Protocol (IOU),8
436,147,6,2024,General,70.08,2024-02-12 01:15:47,Algorand,8
437,5613,6,2024,General,70.05,2024-02-12 01:18:10,Aave,8
438,994,6,2024,General,69.90,2024-02-12 01:16:17,VeChain,8
439,4688,6,2024,General,69.87,2024-02-12 01:17:50,Polkadot,8
440,3747,6,2024,General,69.84,2024-02-12 01:17:35,Solana,8
441,5395,6,2024,General,69.69,2024-02-12 01:18:06,Uniswap,8
442,1011,6,2024,General,69.58,2024-02-12 01:16:20,Theta Network,8
443,985,6,2024,General,69.32,2024-02-12 01:16:16,Tezos,8
444,983,6,2024,General,69.30,2024-02-12 01:16:15,Stellar,8
445,6569,6,2024,General,68.57,2024-02-12 01:18:32,The Graph,8
446,1005,6,2024,General,68.18,2024-02-12 01:16:19,Synthetix Network Token,8
447,996,6,2024,General,68.14,2024-02-12 01:16:18,Maker,8
448,5674,6,2024,General,68.00,2024-02-12 01:18:13,PancakeSwap,8
449,15951,6,2024,General,67.81,2024-02-12 01:22:44,BitTorrent,8
450,376,7,2024,General,92.03,2024-02-18 22:40:26,Bitcoin,8
451,978,7,2024,General,78.50,2024-02-18 22:40:47,Ethereum,8
452,979,7,2024,General,76.05,2024-02-18 22:40:47,XRP,8
453,8839,7,2024,General,75.52,2024-02-18 22:44:11,Internet Computer,8
454,345,7,2024,General,74.67,2024-02-18 22:40:24,Binance Coin,8
455,5518,7,2024,General,73.33,2024-02-18 22:42:47,Avalanche,8
456,1069,7,2024,General,72.48,2024-02-18 22:41:01,Hedera Hashgraph,8
457,3844,7,2024,General,71.95,2024-02-18 22:42:14,Trust Wallet Token,8
458,621,7,2024,General,71.93,2024-02-18 22:40:33,Cardano,8
459,1036,7,2024,General,71.87,2024-02-18 22:40:57,Polygon,8
460,907,7,2024,General,71.51,2024-02-18 22:40:43,Decentraland,8
461,2391,7,2024,General,71.46,2024-02-18 22:41:50,Klaytn,8
462,769,7,2024,General,71.25,2024-02-18 22:40:39,Cosmos,8
463,984,7,2024,General,71.11,2024-02-18 22:40:48,TRON,8
464,5613,7,2024,General,71.06,2024-02-18 22:42:50,Aave,8
465,3747,7,2024,General,71.04,2024-02-18 22:42:11,Solana,8
466,4688,7,2024,General,70.81,2024-02-18 22:42:28,Polkadot,8
467,994,7,2024,General,70.68,2024-02-18 22:40:50,VeChain,8
468,147,7,2024,General,70.56,2024-02-18 22:40:17,Algorand,8
469,998,7,2024,General,70.33,2024-02-18 22:40:51,Dogecoin,8
470,5395,7,2024,General,70.31,2024-02-18 22:42:44,Uniswap,8
471,1011,7,2024,General,70.18,2024-02-18 22:40:53,Theta Network,8
472,983,7,2024,General,70.02,2024-02-18 22:40:48,Stellar,8
473,8477,7,2024,General,69.95,2024-02-18 22:44:01,Mina Protocol (IOU),8
474,1062,7,2024,General,69.81,2024-02-18 22:41:00,Fantom,8
475,985,7,2024,General,69.77,2024-02-18 22:40:49,Tezos,8
476,7102,7,2024,General,69.44,2024-02-18 22:43:26,Flow - Dapper Labs,8
477,986,7,2024,General,69.14,2024-02-18 22:40:49,Monero,8
478,1005,7,2024,General,69.11,2024-02-18 22:40:52,Synthetix Network Token,8
479,991,7,2024,General,68.82,2024-02-18 22:40:50,Ethereum Classic,8
480,376,5,2024,General,91.88,2024-02-05 09:33:37,Bitcoin,9
481,978,5,2024,General,78.65,2024-02-05 09:33:56,Ethereum,9
482,979,5,2024,General,75.60,2024-02-05 09:33:56,XRP,9
483,345,5,2024,General,74.89,2024-02-05 09:33:36,Binance Coin,9
484,8839,5,2024,General,73.07,2024-02-05 09:37:08,Internet Computer,9
485,5518,5,2024,General,72.99,2024-02-05 09:35:49,Avalanche,9
486,621,5,2024,General,72.12,2024-02-05 09:33:44,Cardano,9
487,3844,5,2024,General,71.77,2024-02-05 09:35:15,Trust Wallet Token,9
488,907,5,2024,General,71.66,2024-02-05 09:33:53,Decentraland,9
489,986,5,2024,General,71.61,2024-02-05 09:33:58,Monero,9
490,769,5,2024,General,71.43,2024-02-05 09:33:49,Cosmos,9
491,1036,5,2024,General,71.35,2024-02-05 09:34:06,Polygon,9
492,984,5,2024,General,71.02,2024-02-05 09:33:57,TRON,9
493,5613,5,2024,General,70.98,2024-02-05 09:35:52,Aave,9
494,4688,5,2024,General,70.79,2024-02-05 09:35:30,Polkadot,9
495,147,5,2024,General,70.73,2024-02-05 09:33:29,Algorand,9
496,1062,5,2024,General,70.37,2024-02-05 09:34:09,Fantom,9
497,1069,5,2024,General,70.36,2024-02-05 09:34:10,Hedera Hashgraph,9
498,994,5,2024,General,70.25,2024-02-05 09:33:59,VeChain,9
499,3747,5,2024,General,70.16,2024-02-05 09:35:12,Solana,9
500,5395,5,2024,General,70.03,2024-02-05 09:35:47,Uniswap,9
501,1011,5,2024,General,69.92,2024-02-05 09:34:02,Theta Network,9
502,659,5,2024,General,69.73,2024-02-05 09:33:46,ChainLink,9
503,998,5,2024,General,69.27,2024-02-05 09:34:00,Dogecoin,9
504,985,5,2024,General,69.10,2024-02-05 09:33:58,Tezos,9
505,1005,5,2024,General,68.99,2024-02-05 09:34:01,Synthetix Network Token,9
506,8477,5,2024,General,68.78,2024-02-05 09:37:00,Mina Protocol (IOU),9
507,15951,5,2024,General,68.58,2024-02-05 09:40:15,BitTorrent,9
508,991,5,2024,General,68.07,2024-02-05 09:33:59,Ethereum Classic,9
509,5674,5,2024,General,68.05,2024-02-05 09:35:54,PancakeSwap,9
510,376,6,2024,General,91.37,2024-02-12 01:15:55,Bitcoin,9
511,978,6,2024,General,78.37,2024-02-12 01:16:14,Ethereum,9
512,979,6,2024,General,75.22,2024-02-12 01:16:14,XRP,9
513,345,6,2024,General,73.88,2024-02-12 01:15:54,Binance Coin,9
514,8839,6,2024,General,73.20,2024-02-12 01:19:24,Internet Computer,9
515,986,6,2024,General,72.61,2024-02-12 01:16:16,Monero,9
516,1069,6,2024,General,72.21,2024-02-12 01:16:28,Hedera Hashgraph,9
517,5518,6,2024,General,71.52,2024-02-12 01:18:08,Avalanche,9
518,621,6,2024,General,71.08,2024-02-12 01:16:02,Cardano,9
519,984,6,2024,General,70.86,2024-02-12 01:16:15,TRON,9
520,3844,6,2024,General,70.80,2024-02-12 01:17:37,Trust Wallet Token,9
521,1036,6,2024,General,70.78,2024-02-12 01:16:23,Polygon,9
522,998,6,2024,General,70.71,2024-02-12 01:16:18,Dogecoin,9
523,769,6,2024,General,70.67,2024-02-12 01:16:08,Cosmos,9
524,907,6,2024,General,70.56,2024-02-12 01:16:11,Decentraland,9
525,8477,6,2024,General,70.08,2024-02-12 01:19:16,Mina Protocol (IOU),9
526,147,6,2024,General,70.08,2024-02-12 01:15:47,Algorand,9
527,5613,6,2024,General,70.05,2024-02-12 01:18:10,Aave,9
528,994,6,2024,General,69.90,2024-02-12 01:16:17,VeChain,9
529,4688,6,2024,General,69.87,2024-02-12 01:17:50,Polkadot,9
530,3747,6,2024,General,69.84,2024-02-12 01:17:35,Solana,9
531,5395,6,2024,General,69.69,2024-02-12 01:18:06,Uniswap,9
532,1011,6,2024,General,69.58,2024-02-12 01:16:20,Theta Network,9
533,985,6,2024,General,69.32,2024-02-12 01:16:16,Tezos,9
534,983,6,2024,General,69.30,2024-02-12 01:16:15,Stellar,9
535,6569,6,2024,General,68.57,2024-02-12 01:18:32,The Graph,9
536,1005,6,2024,General,68.18,2024-02-12 01:16:19,Synthetix Network Token,9
537,996,6,2024,General,68.14,2024-02-12 01:16:18,Maker,9
538,5674,6,2024,General,68.00,2024-02-12 01:18:13,PancakeSwap,9
539,15951,6,2024,General,67.81,2024-02-12 01:22:44,BitTorrent,9
540,376,7,2024,General,92.03,2024-02-18 22:40:26,Bitcoin,9
541,978,7,2024,General,78.50,2024-02-18 22:40:47,Ethereum,9
542,979,7,2024,General,76.05,2024-02-18 22:40:47,XRP,9
543,8839,7,2024,General,75.52,2024-02-18 22:44:11,Internet Computer,9
544,345,7,2024,General,74.67,2024-02-18 22:40:24,Binance Coin,9
545,5518,7,2024,General,73.33,2024-02-18 22:42:47,Avalanche,9
546,1069,7,2024,General,72.48,2024-02-18 22:41:01,Hedera Hashgraph,9
547,3844,7,2024,General,71.95,2024-02-18 22:42:14,Trust Wallet Token,9
548,621,7,2024,General,71.93,2024-02-18 22:40:33,Cardano,9
549,1036,7,2024,General,71.87,2024-02-18 22:40:57,Polygon,9
550,907,7,2024,General,71.51,2024-02-18 22:40:43,Decentraland,9
551,2391,7,2024,General,71.46,2024-02-18 22:41:50,Klaytn,9
552,769,7,2024,General,71.25,2024-02-18 22:40:39,Cosmos,9
553,984,7,2024,General,71.11,2024-02-18 22:40:48,TRON,9
554,5613,7,2024,General,71.06,2024-02-18 22:42:50,Aave,9
555,3747,7,2024,General,71.04,2024-02-18 22:42:11,Solana,9
556,4688,7,2024,General,70.81,2024-02-18 22:42:28,Polkadot,9
557,994,7,2024,General,70.68,2024-02-18 22:40:50,VeChain,9
558,147,7,2024,General,70.56,2024-02-18 22:40:17,Algorand,9
559,998,7,2024,General,70.33,2024-02-18 22:40:51,Dogecoin,9
560,5395,7,2024,General,70.31,2024-02-18 22:42:44,Uniswap,9
561,1011,7,2024,General,70.18,2024-02-18 22:40:53,Theta Network,9
562,983,7,2024,General,70.02,2024-02-18 22:40:48,Stellar,9
563,8477,7,2024,General,69.95,2024-02-18 22:44:01,Mina Protocol (IOU),9
564,1062,7,2024,General,69.81,2024-02-18 22:41:00,Fantom,9
565,985,7,2024,General,69.77,2024-02-18 22:40:49,Tezos,9
566,7102,7,2024,General,69.44,2024-02-18 22:43:26,Flow - Dapper Labs,9
567,986,7,2024,General,69.14,2024-02-18 22:40:49,Monero,9
568,1005,7,2024,General,69.11,2024-02-18 22:40:52,Synthetix Network Token,9
569,991,7,2024,General,68.82,2024-02-18 22:40:50,Ethereum Classic,9
570,376,8,2024,General,91.11,2024-02-26 00:28:08,Bitcoin,9
571,978,8,2024,General,77.63,2024-02-26 00:28:23,Ethereum,9
572,979,8,2024,General,75.63,2024-02-26 00:28:24,XRP,9
573,5518,8,2024,General,73.40,2024-02-26 00:29:59,Avalanche,9
574,345,8,2024,General,73.08,2024-02-26 00:28:07,Binance Coin,9
575,3844,8,2024,General,71.05,2024-02-26 00:29:32,Trust Wallet Token,9
576,3747,8,2024,General,70.92,2024-02-26 00:29:30,Solana,9
577,621,8,2024,General,70.92,2024-02-26 00:28:14,Cardano,9
578,769,8,2024,General,70.86,2024-02-26 00:28:18,Cosmos,9
579,907,8,2024,General,70.52,2024-02-26 00:28:21,Decentraland,9
580,984,8,2024,General,70.49,2024-02-26 00:28:25,TRON,9
581,5613,8,2024,General,70.48,2024-02-26 00:30:02,Aave,9
582,4688,8,2024,General,70.06,2024-02-26 00:29:44,Polkadot,9
583,994,8,2024,General,70.01,2024-02-26 00:28:27,VeChain,9
584,986,8,2024,General,69.90,2024-02-26 00:28:25,Monero,9
585,147,8,2024,General,69.88,2024-02-26 00:28:02,Algorand,9
586,998,8,2024,General,69.84,2024-02-26 00:28:27,Dogecoin,9
587,5395,8,2024,General,69.78,2024-02-26 00:29:57,Uniswap,9
588,985,8,2024,General,69.71,2024-02-26 00:28:25,Tezos,9
589,983,8,2024,General,69.60,2024-02-26 00:28:25,Stellar,9
590,8839,8,2024,General,69.50,2024-02-26 00:31:04,Internet Computer,9
591,1069,8,2024,General,69.46,2024-02-26 00:28:37,Hedera Hashgraph,9
592,1011,8,2024,General,68.66,2024-02-26 00:28:30,Theta Network,9
593,2391,8,2024,General,68.44,2024-02-26 00:29:13,Klaytn,9
594,1062,8,2024,General,68.19,2024-02-26 00:28:36,Fantom,9
595,7102,8,2024,General,68.19,2024-02-26 00:30:30,Flow - Dapper Labs,9
596,1005,8,2024,General,68.11,2024-02-26 00:28:29,Synthetix Network Token,9
597,15951,8,2024,General,67.80,2024-02-26 00:33:54,BitTorrent,9
598,996,8,2024,General,67.55,2024-02-26 00:28:27,Maker,9
599,8477,8,2024,General,67.53,2024-02-26 00:30:57,Mina Protocol (IOU),9
600,376,6,2024,General,91.37,2024-02-12 01:15:55,Bitcoin,10
601,978,6,2024,General,78.37,2024-02-12 01:16:14,Ethereum,10
602,979,6,2024,General,75.22,2024-02-12 01:16:14,XRP,10
603,345,6,2024,General,73.88,2024-02-12 01:15:54,Binance Coin,10
604,8839,6,2024,General,73.20,2024-02-12 01:19:24,Internet Computer,10
605,986,6,2024,General,72.61,2024-02-12 01:16:16,Monero,10
606,1069,6,2024,General,72.21,2024-02-12 01:16:28,Hedera Hashgraph,10
607,5518,6,2024,General,71.52,2024-02-12 01:18:08,Avalanche,10
608,621,6,2024,General,71.08,2024-02-12 01:16:02,Cardano,10
609,984,6,2024,General,70.86,2024-02-12 01:16:15,TRON,10
610,3844,6,2024,General,70.80,2024-02-12 01:17:37,Trust Wallet Token,10
611,1036,6,2024,General,70.78,2024-02-12 01:16:23,Polygon,10
612,998,6,2024,General,70.71,2024-02-12 01:16:18,Dogecoin,10
613,769,6,2024,General,70.67,2024-02-12 01:16:08,Cosmos,10
614,907,6,2024,General,70.56,2024-02-12 01:16:11,Decentraland,10
615,8477,6,2024,General,70.08,2024-02-12 01:19:16,Mina Protocol (IOU),10
616,147,6,2024,General,70.08,2024-02-12 01:15:47,Algorand,10
617,5613,6,2024,General,70.05,2024-02-12 01:18:10,Aave,10
618,994,6,2024,General,69.90,2024-02-12 01:16:17,VeChain,10
619,4688,6,2024,General,69.87,2024-02-12 01:17:50,Polkadot,10
620,3747,6,2024,General,69.84,2024-02-12 01:17:35,Solana,10
621,5395,6,2024,General,69.69,2024-02-12 01:18:06,Uniswap,10
622,1011,6,2024,General,69.58,2024-02-12 01:16:20,Theta Network,10
623,985,6,2024,General,69.32,2024-02-12 01:16:16,Tezos,10
624,983,6,2024,General,69.30,2024-02-12 01:16:15,Stellar,10
625,6569,6,2024,General,68.57,2024-02-12 01:18:32,The Graph,10
626,1005,6,2024,General,68.18,2024-02-12 01:16:19,Synthetix Network Token,10
627,996,6,2024,General,68.14,2024-02-12 01:16:18,Maker,10
628,5674,6,2024,General,68.00,2024-02-12 01:18:13,PancakeSwap,10
629,15951,6,2024,General,67.81,2024-02-12 01:22:44,BitTorrent,10
630,376,7,2024,General,92.03,2024-02-18 22:40:26,Bitcoin,10
631,978,7,2024,General,78.50,2024-02-18 22:40:47,Ethereum,10
632,979,7,2024,General,76.05,2024-02-18 22:40:47,XRP,10
633,8839,7,2024,General,75.52,2024-02-18 22:44:11,Internet Computer,10
634,345,7,2024,General,74.67,2024-02-18 22:40:24,Binance Coin,10
635,5518,7,2024,General,73.33,2024-02-18 22:42:47,Avalanche,10
636,1069,7,2024,General,72.48,2024-02-18 22:41:01,Hedera Hashgraph,10
637,3844,7,2024,General,71.95,2024-02-18 22:42:14,Trust Wallet Token,10
638,621,7,2024,General,71.93,2024-02-18 22:40:33,Cardano,10
639,1036,7,2024,General,71.87,2024-02-18 22:40:57,Polygon,10
640,907,7,2024,General,71.51,2024-02-18 22:40:43,Decentraland,10
641,2391,7,2024,General,71.46,2024-02-18 22:41:50,Klaytn,10
642,769,7,2024,General,71.25,2024-02-18 22:40:39,Cosmos,10
643,984,7,2024,General,71.11,2024-02-18 22:40:48,TRON,10
644,5613,7,2024,General,71.06,2024-02-18 22:42:50,Aave,10
645,3747,7,2024,General,71.04,2024-02-18 22:42:11,Solana,10
646,4688,7,2024,General,70.81,2024-02-18 22:42:28,Polkadot,10
647,994,7,2024,General,70.68,2024-02-18 22:40:50,VeChain,10
648,147,7,2024,General,70.56,2024-02-18 22:40:17,Algorand,10
649,998,7,2024,General,70.33,2024-02-18 22:40:51,Dogecoin,10
650,5395,7,2024,General,70.31,2024-02-18 22:42:44,Uniswap,10
651,1011,7,2024,General,70.18,2024-02-18 22:40:53,Theta Network,10
652,983,7,2024,General,70.02,2024-02-18 22:40:48,Stellar,10
653,8477,7,2024,General,69.95,2024-02-18 22:44:01,Mina Protocol (IOU),10
654,1062,7,2024,General,69.81,2024-02-18 22:41:00,Fantom,10
655,985,7,2024,General,69.77,2024-02-18 22:40:49,Tezos,10
656,7102,7,2024,General,69.44,2024-02-18 22:43:26,Flow - Dapper Labs,10
657,986,7,2024,General,69.14,2024-02-18 22:40:49,Monero,10
658,1005,7,2024,General,69.11,2024-02-18 22:40:52,Synthetix Network Token,10
659,991,7,2024,General,68.82,2024-02-18 22:40:50,Ethereum Classic,10
660,376,8,2024,General,91.11,2024-02-26 00:28:08,Bitcoin,10
661,978,8,2024,General,77.63,2024-02-26 00:28:23,Ethereum,10
662,979,8,2024,General,75.63,2024-02-26 00:28:24,XRP,10
663,5518,8,2024,General,73.40,2024-02-26 00:29:59,Avalanche,10
664,345,8,2024,General,73.08,2024-02-26 00:28:07,Binance Coin,10
665,3844,8,2024,General,71.05,2024-02-26 00:29:32,Trust Wallet Token,10
666,3747,8,2024,General,70.92,2024-02-26 00:29:30,Solana,10
667,621,8,2024,General,70.92,2024-02-26 00:28:14,Cardano,10
668,769,8,2024,General,70.86,2024-02-26 00:28:18,Cosmos,10
669,907,8,2024,General,70.52,2024-02-26 00:28:21,Decentraland,10
670,984,8,2024,General,70.49,2024-02-26 00:28:25,TRON,10
671,5613,8,2024,General,70.48,2024-02-26 00:30:02,Aave,10
672,4688,8,2024,General,70.06,2024-02-26 00:29:44,Polkadot,10
673,994,8,2024,General,70.01,2024-02-26 00:28:27,VeChain,10
674,986,8,2024,General,69.90,2024-02-26 00:28:25,Monero,10
675,147,8,2024,General,69.88,2024-02-26 00:28:02,Algorand,10
676,998,8,2024,General,69.84,2024-02-26 00:28:27,Dogecoin,10
677,5395,8,2024,General,69.78,2024-02-26 00:29:57,Uniswap,10
678,985,8,2024,General,69.71,2024-02-26 00:28:25,Tezos,10
679,983,8,2024,General,69.60,2024-02-26 00:28:25,Stellar,10
680,8839,8,2024,General,69.50,2024-02-26 00:31:04,Internet Computer,10
681,1069,8,2024,General,69.46,2024-02-26 00:28:37,Hedera Hashgraph,10
682,1011,8,2024,General,68.66,2024-02-26 00:28:30,Theta Network,10
683,2391,8,2024,General,68.44,2024-02-26 00:29:13,Klaytn,10
684,1062,8,2024,General,68.19,2024-02-26 00:28:36,Fantom,10
685,7102,8,2024,General,68.19,2024-02-26 00:30:30,Flow - Dapper Labs,10
686,1005,8,2024,General,68.11,2024-02-26 00:28:29,Synthetix Network Token,10
687,15951,8,2024,General,67.80,2024-02-26 00:33:54,BitTorrent,10
688,996,8,2024,General,67.55,2024-02-26 00:28:27,Maker,10
689,8477,8,2024,General,67.53,2024-02-26 00:30:57,Mina Protocol (IOU),10
690,376,9,2024,General,88.32,2024-03-04 01:04:55,Bitcoin,10
691,978,9,2024,General,81.14,2024-03-04 01:05:15,Ethereum,10
692,979,9,2024,General,74.23,2024-03-04 01:05:15,XRP,10
693,345,9,2024,General,74.04,2024-03-04 01:04:54,Binance Coin,10
694,8839,9,2024,General,72.16,2024-03-04 01:08:38,Internet Computer,10
695,621,9,2024,General,71.01,2024-03-04 01:05:02,Cardano,10
696,1036,9,2024,General,70.73,2024-03-04 01:05:24,Polygon,10
697,3747,9,2024,General,70.73,2024-03-04 01:06:32,Solana,10
698,5613,9,2024,General,70.54,2024-03-04 01:07:11,Aave,10
699,998,9,2024,General,70.52,2024-03-04 01:05:19,Dogecoin,10
700,4688,9,2024,General,69.92,2024-03-04 01:06:49,Polkadot,10
701,769,9,2024,General,69.90,2024-03-04 01:05:08,Cosmos,10
702,5395,9,2024,General,69.75,2024-03-04 01:07:05,Uniswap,10
703,1005,9,2024,General,69.74,2024-03-04 01:05:20,Synthetix Network Token,10
704,994,9,2024,General,69.56,2024-03-04 01:05:18,VeChain,10
705,1069,9,2024,General,69.56,2024-03-04 01:05:29,Hedera Hashgraph,10
706,5518,9,2024,General,69.52,2024-03-04 01:07:08,Avalanche,10
707,996,9,2024,General,69.43,2024-03-04 01:05:19,Maker,10
708,3844,9,2024,General,69.34,2024-03-04 01:06:34,Trust Wallet Token,10
709,1011,9,2024,General,69.10,2024-03-04 01:05:21,Theta Network,10
710,7102,9,2024,General,69.08,2024-03-04 01:07:50,Flow - Dapper Labs,10
711,1013,9,2024,General,69.01,2024-03-04 01:05:21,KuCoin Shares,10
712,4708,9,2024,General,68.94,2024-03-04 01:06:51,SAND,10
713,1062,9,2024,General,68.88,2024-03-04 01:05:28,Fantom,10
714,6569,9,2024,General,68.55,2024-03-04 01:07:36,The Graph,10
715,659,9,2024,General,68.33,2024-03-04 01:05:04,ChainLink,10
716,984,9,2024,General,68.25,2024-03-04 01:05:16,TRON,10
717,15951,9,2024,General,68.02,2024-03-04 01:11:58,BitTorrent,10
718,907,9,2024,General,67.97,2024-03-04 01:05:12,Decentraland,10
719,986,9,2024,General,67.66,2024-03-04 01:05:17,Monero,10
720,376,7,2024,General,92.03,2024-02-18 22:40:26,Bitcoin,11
721,978,7,2024,General,78.50,2024-02-18 22:40:47,Ethereum,11
722,979,7,2024,General,76.05,2024-02-18 22:40:47,XRP,11
723,8839,7,2024,General,75.52,2024-02-18 22:44:11,Internet Computer,11
724,345,7,2024,General,74.67,2024-02-18 22:40:24,Binance Coin,11
725,5518,7,2024,General,73.33,2024-02-18 22:42:47,Avalanche,11
726,1069,7,2024,General,72.48,2024-02-18 22:41:01,Hedera Hashgraph,11
727,3844,7,2024,General,71.95,2024-02-18 22:42:14,Trust Wallet Token,11
728,621,7,2024,General,71.93,2024-02-18 22:40:33,Cardano,11
729,1036,7,2024,General,71.87,2024-02-18 22:40:57,Polygon,11
730,907,7,2024,General,71.51,2024-02-18 22:40:43,Decentraland,11
731,2391,7,2024,General,71.46,2024-02-18 22:41:50,Klaytn,11
732,769,7,2024,General,71.25,2024-02-18 22:40:39,Cosmos,11
733,984,7,2024,General,71.11,2024-02-18 22:40:48,TRON,11
734,5613,7,2024,General,71.06,2024-02-18 22:42:50,Aave,11
735,3747,7,2024,General,71.04,2024-02-18 22:42:11,Solana,11
736,4688,7,2024,General,70.81,2024-02-18 22:42:28,Polkadot,11
737,994,7,2024,General,70.68,2024-02-18 22:40:50,VeChain,11
738,147,7,2024,General,70.56,2024-02-18 22:40:17,Algorand,11
739,998,7,2024,General,70.33,2024-02-18 22:40:51,Dogecoin,11
740,5395,7,2024,General,70.31,2024-02-18 22:42:44,Uniswap,11
741,1011,7,2024,General,70.18,2024-02-18 22:40:53,Theta Network,11
742,983,7,2024,General,70.02,2024-02-18 22:40:48,Stellar,11
743,8477,7,2024,General,69.95,2024-02-18 22:44:01,Mina Protocol (IOU),11
744,1062,7,2024,General,69.81,2024-02-18 22:41:00,Fantom,11
745,985,7,2024,General,69.77,2024-02-18 22:40:49,Tezos,11
746,7102,7,2024,General,69.44,2024-02-18 22:43:26,Flow - Dapper Labs,11
747,986,7,2024,General,69.14,2024-02-18 22:40:49,Monero,11
748,1005,7,2024,General,69.11,2024-02-18 22:40:52,Synthetix Network Token,11
749,991,7,2024,General,68.82,2024-02-18 22:40:50,Ethereum Classic,11
750,376,8,2024,General,91.11,2024-02-26 00:28:08,Bitcoin,11
751,978,8,2024,General,77.63,2024-02-26 00:28:23,Ethereum,11
