week_associated,id_project,appearance_count,performance_mean,score_mean,name
12,1036,3,-0.02767808570304357,70.42666666666666,Polygon
12,1062,4,0.27305091112584234,67.69,Fantom
12,1069,4,0.002969385912602769,69.22999999999999,Hedera Hashgraph
12,2391,3,0.06298481462313736,66.78333333333333,Klaytn
12,3747,4,0.14334859577740183,69.14750000000001,Solana
12,3844,4,0.015561574830355876,69.6175,Trust Wallet Token
12,4688,4,0.0460664890434695,69.3025,Polkadot
12,4708,1,0.1168425627741994,68.94,SAND
12,5395,4,0.020016311903928878,68.75,Uniswap
12,5518,4,0.10821920990752498,70.69,Avalanche
12,5613,4,0.05901839861986637,69.425,Aave
12,6569,3,0.061609860981675556,66.97,The Graph
12,6723,1,0.0624999999999999,67.26,Lido DAO
12,7102,4,0.07181114340205252,67.72,Flow - Dapper Labs
12,8477,1,0.0606060606060604,67.53,Mina Protocol (IOU)
12,8839,4,0.026345148141640278,70.08,Internet Computer
12,15951,3,0.11779901106707909,66.88,BitTorrent
13,147,2,-0.0102733235895866,67.765,Algorand
13,345,4,0.10843933637462741,72.50750000000001,Binance Coin
13,376,4,0.03227273627091368,86.4425,Bitcoin
13,621,4,-0.028453487994878977,69.5025,Cardano
13,659,4,-0.0251114216221863,68.86,ChainLink
13,769,4,0.010702252331332127,68.665,Cosmos
13,809,2,-0.016029229709978353,66.52000000000001,Crypto.com Coin
13,907,4,0.002934449123644476,68.0625,Decentraland
13,978,4,0.010970348449005051,79.3,Ethereum
13,979,4,-0.00234909238666785,73.825,XRP
13,984,4,-0.03376557592133812,67.62,TRON
13,985,1,0.103174603174603,65.69,Tezos
13,986,4,-0.027495496618436872,68.66749999999999,Monero
13,991,1,-0.1680042803638309,65.64,Ethereum Classic
13,994,3,-0.0573643210063432,68.73666666666666,VeChain
13,996,2,0.12809618187319016,67.18,Maker
13,998,4,0.11161509035505829,67.9325,Dogecoin
13,1005,2,0.033986095338337546,68.745,Synthetix Network Token
13,1011,4,0.08792633706304764,67.47,Theta Network
13,1013,2,0.07616234756097565,67.87,KuCoin Shares
13,1036,4,-0.022233926928668376,70.47,Polygon
13,1062,4,0.17617293246442722,67.4625,Fantom
13,1069,4,0.00700978236094062,68.805,Hedera Hashgraph
13,2391,2,-0.049620675560154204,65.955,Klaytn
13,3747,4,0.11451532318158654,68.795,Solana
13,3844,4,-0.0166353948666138,69.1225,Trust Wallet Token
13,4406,1,0.0240781561819296,66.9,DeFiChain
13,4688,4,0.01194330798011285,68.7175,Polkadot
13,4708,1,0.1168425627741994,68.94,SAND
13,5395,3,-0.011967546066839965,68.40666666666667,Uniswap
13,5518,4,0.06270469515550876,69.8625,Avalanche
13,5613,4,0.0198467890026593,68.8,Aave
13,5674,1,0.1234866828087166,66.44,PancakeSwap
13,6009,1,0.0390104662226451,67.38,Axie Infinity
13,6569,4,0.06038651433926027,67.24,The Graph
13,6723,2,0.019139273356401303,66.73,Lido DAO
13,7102,4,0.023489310196498372,67.4825,Flow - Dapper Labs
13,8839,4,0.10001013289934024,69.975,Internet Computer
13,15951,2,0.0023865899951141106,66.41999999999999,BitTorrent
14,147,2,-0.0102733235895866,67.765,Algorand
14,345,4,0.051566201284195354,71.915,Binance Coin
14,376,4,0.0007468169364701991,85.8175,Bitcoin
14,621,4,-0.05772860172439032,69.1675,Cardano
14,659,4,-0.031809547952119155,69.10249999999999,ChainLink
14,769,4,-0.04471422057728355,68.46000000000001,Cosmos
14,809,2,-0.016029229709978353,66.52000000000001,Crypto.com Coin
14,907,4,-0.05713571380990158,68.2075,Decentraland
14,978,4,-0.03621910437911542,79.535,Ethereum
14,979,4,-0.0131116628904333,74.26,XRP
14,984,4,-0.03101062378982025,67.72,TRON
14,985,1,0.103174603174603,65.69,Tezos
14,986,4,-0.02175932809424075,68.99,Monero
14,991,1,-0.1680042803638309,65.64,Ethereum Classic
14,994,3,-0.0847119260389156,68.18333333333334,VeChain
14,996,1,0.1221205243950086,64.93,Maker
14,998,4,0.021375973979499602,66.84,Dogecoin
14,1005,1,0.1139240506329114,67.75,Synthetix Network Token
14,1011,4,-0.03495339819487627,66.97,Theta Network
14,1013,2,-0.0333161915956508,67.36,KuCoin Shares
14,1036,4,-0.05775757816887475,70.3375,Polygon
14,1062,4,0.026408808904738828,67.0325,Fantom
14,1069,4,-0.049079838165072553,68.6,Hedera Hashgraph
14,2391,3,-0.054956576713187634,66.00666666666666,Klaytn
14,3747,4,0.059463236307035774,68.33,Solana
14,3844,4,-0.0484416393953561,69.0225,Trust Wallet Token
14,4406,1,0.0240781561819296,66.9,DeFiChain
14,4688,4,-0.05163458341464323,68.4725,Polkadot
