,id_project,week,year,top,score,created_at,name,week_associated,init_price,end_price,performance,date_performance
432,998,6,2024,General,70.71,2024-02-12 01:16:18,Dogecoin,8,0.081361,0.083577,0.027236636717837732,2024-02-17 21:00:31
433,769,6,2024,General,70.67,2024-02-12 01:16:08,Cosmos,8,10.04,10.23,0.01892430278884475,2024-02-17 21:00:55
434,907,6,2024,General,70.56,2024-02-12 01:16:11,Decentraland,8,0.464525,0.487358,0.04915343630590386,2024-02-18 03:00:33
435,8477,6,2024,General,70.08,2024-02-12 01:19:16,Mina Protocol (IOU),8,1.33,1.36,0.02255639097744363,2024-02-17 21:02:16
436,147,6,2024,General,70.08,2024-02-12 01:15:47,Algorand,8,0.177057,0.190093,0.0736260074439306,2024-02-17 21:02:13
437,5613,6,2024,General,70.05,2024-02-12 01:18:10,Aave,8,88.84,93.8,0.05583070688878876,2024-02-17 21:02:18
438,994,6,2024,General,69.90,2024-02-12 01:16:17,VeChain,8,0.0298665,0.0452615,0.5154604657392062,2024-02-17 21:01:45
439,4688,6,2024,General,69.87,2024-02-12 01:17:50,Polkadot,8,7.26,7.66,0.05509641873278242,2024-02-17 21:00:37
440,3747,6,2024,General,69.84,2024-02-12 01:17:35,Solana,8,109.79,108.44,-0.012296201839876205,2024-02-17 21:00:14
441,5395,6,2024,General,69.69,2024-02-12 01:18:06,Uniswap,8,6.66,7.68,0.1531531531531531,2024-02-17 21:00:50
442,1011,6,2024,General,69.58,2024-02-12 01:16:20,Theta Network,8,1.022,1.15,0.1252446183953032,2024-02-18 03:00:09
443,985,6,2024,General,69.32,2024-02-12 01:16:16,Tezos,8,1.043,1.061,0.017257909875359558,2024-02-18 03:00:20
444,983,6,2024,General,69.30,2024-02-12 01:16:15,Stellar,8,0.11197,0.114158,0.019540948468339692,2024-02-17 21:01:11
445,6569,6,2024,General,68.57,2024-02-12 01:18:32,The Graph,8,0.171571,0.203165,0.18414533924730875,2024-02-17 21:01:58
446,1005,6,2024,General,68.18,2024-02-12 01:16:19,Synthetix Network Token,8,3.47,3.63,0.046109510086455245,2024-02-17 21:02:34
447,996,6,2024,General,68.14,2024-02-12 01:16:18,Maker,8,1995.17,2112.5,0.05880701895076606,2024-02-17 21:01:52
448,5674,6,2024,General,68.00,2024-02-12 01:18:13,PancakeSwap,8,2.56,2.76,0.07812499999999989,2024-02-18 03:01:38
449,15951,6,2024,General,67.81,2024-02-12 01:22:44,BitTorrent,8,1.02e-06,1.08e-06,0.05882352941176477,2024-02-18 03:00:13
450,376,7,2024,General,92.03,2024-02-18 22:40:26,Bitcoin,8,51566.0,51517.0,-0.0009502385292634682,2024-02-24 21:00:06
451,978,7,2024,General,78.50,2024-02-18 22:40:47,Ethereum,8,2780.88,2988.18,0.07454474842495891,2024-02-24 21:00:09
452,979,7,2024,General,76.05,2024-02-18 22:40:47,XRP,8,0.550318,0.544773,-0.010075992426197257,2024-02-24 21:00:17
453,8839,7,2024,General,75.52,2024-02-18 22:44:11,Internet Computer,8,13.16,12.6,-0.04255319148936174,2024-02-24 21:00:43
454,345,7,2024,General,74.67,2024-02-18 22:40:24,Binance Coin,8,353.18,382.29,0.08242256073390343,2024-02-24 21:00:13
455,5518,7,2024,General,73.33,2024-02-18 22:42:47,Avalanche,8,39.74,36.68,-0.07700050327126326,2024-02-24 21:00:26
456,1069,7,2024,General,72.48,2024-02-18 22:41:01,Hedera Hashgraph,8,0.082813,0.109182,0.31841619069469773,2024-02-24 21:01:41
457,3844,7,2024,General,71.95,2024-02-18 22:42:14,Trust Wallet Token,8,1.33,1.32,-0.0075187969924812095,2024-02-24 21:05:07
458,621,7,2024,General,71.93,2024-02-18 22:40:33,Cardano,8,0.598949,0.592343,-0.011029319691659894,2024-02-24 21:00:24
459,1036,7,2024,General,71.87,2024-02-18 22:40:57,Polygon,8,0.924026,0.996543,0.07847939343698115,2024-02-24 21:00:36
460,907,7,2024,General,71.51,2024-02-18 22:40:43,Decentraland,8,0.487358,0.499584,0.02508628154252102,2024-02-24 21:03:32
461,2391,7,2024,General,71.46,2024-02-18 22:41:50,Klaytn,8,0.222348,0.233959,0.052219943511972275,2024-02-24 21:04:08
462,769,7,2024,General,71.25,2024-02-18 22:40:39,Cosmos,8,10.23,10.4,0.01661779081133919,2024-02-24 21:01:03
463,984,7,2024,General,71.11,2024-02-18 22:40:48,TRON,8,0.136215,0.137362,0.008420511691076674,2024-02-24 21:00:29
464,5613,7,2024,General,71.06,2024-02-18 22:42:50,Aave,8,93.8,99.53,0.06108742004264397,2024-02-24 21:02:28
465,3747,7,2024,General,71.04,2024-02-18 22:42:11,Solana,8,108.44,104.14,-0.039653264478052355,2024-02-24 21:00:15
466,4688,7,2024,General,70.81,2024-02-18 22:42:28,Polkadot,8,7.66,7.8,0.018276762402088732,2024-02-24 21:00:35
467,994,7,2024,General,70.68,2024-02-18 22:40:50,VeChain,8,0.0452615,0.0443853,-0.019358616042331796,2024-02-24 21:01:22
468,147,7,2024,General,70.56,2024-02-18 22:40:17,Algorand,8,0.190093,0.194055,0.02084242975806575,2024-02-24 21:02:14
469,998,7,2024,General,70.33,2024-02-18 22:40:51,Dogecoin,8,0.083577,0.085832,0.02698110724242324,2024-02-24 21:00:31
470,5395,7,2024,General,70.31,2024-02-18 22:42:44,Uniswap,8,7.68,11.21,0.45963541666666685,2024-02-24 21:00:46
471,1011,7,2024,General,70.18,2024-02-18 22:40:53,Theta Network,8,1.15,1.32,0.14782608695652188,2024-02-24 21:02:49
472,983,7,2024,General,70.02,2024-02-18 22:40:48,Stellar,8,0.114158,0.11685,0.023581352161039962,2024-02-24 21:01:25
473,8477,7,2024,General,69.95,2024-02-18 22:44:01,Mina Protocol (IOU),8,1.36,1.32,-0.029411764705882377,2024-02-24 21:02:26
474,1062,7,2024,General,69.81,2024-02-18 22:41:00,Fantom,8,0.397245,0.421131,0.06012913944794764,2024-02-24 21:02:54
475,985,7,2024,General,69.77,2024-02-18 22:40:49,Tezos,8,1.061,1.13,0.06503298774740807,2024-02-24 21:03:21
476,7102,7,2024,General,69.44,2024-02-18 22:43:26,Flow - Dapper Labs,8,0.926887,1.001,0.07995904570891584,2024-02-24 21:02:32
477,986,7,2024,General,69.14,2024-02-18 22:40:49,Monero,8,120.09,123.88,0.031559663585644035,2024-02-24 21:01:51
478,1005,7,2024,General,69.11,2024-02-18 22:40:52,Synthetix Network Token,8,3.63,4.03,0.11019283746556484,2024-02-24 21:02:47
479,991,7,2024,General,68.82,2024-02-18 22:40:50,Ethereum Classic,8,26.11,26.08,-0.0011489850631942221,2024-02-24 21:01:08
480,376,5,2024,General,91.88,2024-02-05 09:33:37,Bitcoin,9,43050.0,48020.0,0.11544715447154472,2024-02-10 21:00:07
481,978,5,2024,General,78.65,2024-02-05 09:33:56,Ethereum,9,2302.0,2508.9,0.08987836663770638,2024-02-10 21:00:09
482,979,5,2024,General,75.60,2024-02-05 09:33:56,XRP,9,0.518837,0.524968,0.011816813372986117,2024-02-10 21:00:16
483,345,5,2024,General,74.89,2024-02-05 09:33:36,Binance Coin,9,300.03,323.12,0.07695897076958982,2024-02-10 21:00:12
484,8839,5,2024,General,73.07,2024-02-05 09:37:08,Internet Computer,9,12.7,13.35,0.05118110236220476,2024-02-10 21:00:38
485,5518,5,2024,General,72.99,2024-02-05 09:35:49,Avalanche,9,36.09,40.18,0.11332779163203092,2024-02-10 21:00:24
486,621,5,2024,General,72.12,2024-02-05 09:33:44,Cardano,9,0.515851,0.547095,0.06056787715832683,2024-02-10 21:00:22
487,3844,5,2024,General,71.77,2024-02-05 09:35:15,Trust Wallet Token,9,1.12,1.16,0.035714285714285546,2024-02-10 21:04:12
488,907,5,2024,General,71.66,2024-02-05 09:33:53,Decentraland,9,0.441182,0.464525,0.05291013685961803,2024-02-10 21:02:54
489,986,5,2024,General,71.61,2024-02-05 09:33:58,Monero,9,164.28,119.15,-0.27471390309228144,2024-02-10 21:01:00
490,769,5,2024,General,71.43,2024-02-05 09:33:49,Cosmos,9,9.14,10.04,0.09846827133479195,2024-02-10 21:00:54
491,1036,5,2024,General,71.35,2024-02-05 09:34:06,Polygon,9,0.787899,0.851647,0.08090884745379805,2024-02-10 21:00:32
492,984,5,2024,General,71.02,2024-02-05 09:33:57,TRON,9,0.117176,0.124417,0.06179593090735302,2024-02-10 21:00:29
493,5613,5,2024,General,70.98,2024-02-05 09:35:52,Aave,9,86.56,88.84,0.02634011090573014,2024-02-10 21:01:57
494,4688,5,2024,General,70.79,2024-02-05 09:35:30,Polkadot,9,6.88,7.26,0.05523255813953487,2024-02-10 21:00:31
495,147,5,2024,General,70.73,2024-02-05 09:33:29,Algorand,9,0.166082,0.177057,0.06608181500704462,2024-02-10 21:01:53
496,1062,5,2024,General,70.37,2024-02-05 09:34:09,Fantom,9,0.358116,0.396235,0.10644316366763847,2024-02-10 21:02:18
497,1069,5,2024,General,70.36,2024-02-05 09:34:10,Hedera Hashgraph,9,0.069608,0.078986,0.13472589357545106,2024-02-10 21:01:24
498,994,5,2024,General,70.25,2024-02-05 09:33:59,VeChain,9,0.0286001,0.0298665,0.044279565456064866,2024-02-10 21:01:33
499,3747,5,2024,General,70.16,2024-02-05 09:35:12,Solana,9,97.97,109.79,0.12064917831989393,2024-02-10 21:00:14
500,5395,5,2024,General,70.03,2024-02-05 09:35:47,Uniswap,9,6.14,6.66,0.08469055374592842,2024-02-10 21:00:47
501,1011,5,2024,General,69.92,2024-02-05 09:34:02,Theta Network,9,0.996678,1.022,0.02540640006100272,2024-02-10 21:02:21
502,659,5,2024,General,69.73,2024-02-05 09:33:46,ChainLink,9,17.68,18.66,0.05542986425339369,2024-02-10 21:00:27
503,998,5,2024,General,69.27,2024-02-05 09:34:00,Dogecoin,9,0.079119,0.081361,0.028337061894108975,2024-02-10 21:00:25
504,985,5,2024,General,69.10,2024-02-05 09:33:58,Tezos,9,1.002,1.043,0.04091816367265461,2024-02-10 21:02:35
505,1005,5,2024,General,68.99,2024-02-05 09:34:01,Synthetix Network Token,9,3.12,3.47,0.1121794871794872,2024-02-10 21:02:12
506,8477,5,2024,General,68.78,2024-02-05 09:37:00,Mina Protocol (IOU),9,1.21,1.33,0.09917355371900835,2024-02-10 21:01:59
507,15951,5,2024,General,68.58,2024-02-05 09:40:15,BitTorrent,9,8.05257e-07,1.02e-06,0.2666763530152485,2024-02-10 21:03:05
508,991,5,2024,General,68.07,2024-02-05 09:33:59,Ethereum Classic,9,25.03,25.93,0.0359568517778665,2024-02-10 21:00:52
509,5674,5,2024,General,68.05,2024-02-05 09:35:54,PancakeSwap,9,2.44,2.56,0.04918032786885251,2024-02-10 21:03:35
510,376,6,2024,General,91.37,2024-02-12 01:15:55,Bitcoin,9,48020.0,51566.0,0.0738442315701791,2024-02-17 21:00:07
511,978,6,2024,General,78.37,2024-02-12 01:16:14,Ethereum,9,2508.9,2780.88,0.1084060743752242,2024-02-17 21:00:09
512,979,6,2024,General,75.22,2024-02-12 01:16:14,XRP,9,0.524968,0.550318,0.04828865759436762,2024-02-17 21:00:16
513,345,6,2024,General,73.88,2024-02-12 01:15:54,Binance Coin,9,323.12,353.18,0.09303045308244616,2024-02-17 21:00:12
514,8839,6,2024,General,73.20,2024-02-12 01:19:24,Internet Computer,9,13.35,13.16,-0.014232209737827678,2024-02-17 21:00:45
515,986,6,2024,General,72.61,2024-02-12 01:16:16,Monero,9,119.15,120.09,0.007889215274863599,2024-02-17 21:01:47
516,1069,6,2024,General,72.21,2024-02-12 01:16:28,Hedera Hashgraph,9,0.078986,0.082813,0.048451624338490325,2024-02-17 21:01:34
517,5518,6,2024,General,71.52,2024-02-12 01:18:08,Avalanche,9,40.18,39.74,-0.010950721752115424,2024-02-17 21:00:29
518,621,6,2024,General,71.08,2024-02-12 01:16:02,Cardano,9,0.547095,0.598949,0.09478061397015136,2024-02-17 21:00:24
519,984,6,2024,General,70.86,2024-02-12 01:16:15,TRON,9,0.124417,0.136215,0.09482626972198335,2024-02-17 21:00:35
520,3844,6,2024,General,70.80,2024-02-12 01:17:37,Trust Wallet Token,9,1.16,1.33,0.1465517241379312,2024-02-18 03:02:09
521,1036,6,2024,General,70.78,2024-02-12 01:16:23,Polygon,9,0.851647,0.924026,0.08498708972144559,2024-02-17 21:00:39
522,998,6,2024,General,70.71,2024-02-12 01:16:18,Dogecoin,9,0.081361,0.083577,0.027236636717837732,2024-02-17 21:00:31
523,769,6,2024,General,70.67,2024-02-12 01:16:08,Cosmos,9,10.04,10.23,0.01892430278884475,2024-02-17 21:00:55
524,907,6,2024,General,70.56,2024-02-12 01:16:11,Decentraland,9,0.464525,0.487358,0.04915343630590386,2024-02-18 03:00:33
525,8477,6,2024,General,70.08,2024-02-12 01:19:16,Mina Protocol (IOU),9,1.33,1.36,0.02255639097744363,2024-02-17 21:02:16
526,147,6,2024,General,70.08,2024-02-12 01:15:47,Algorand,9,0.177057,0.190093,0.0736260074439306,2024-02-17 21:02:13
527,5613,6,2024,General,70.05,2024-02-12 01:18:10,Aave,9,88.84,93.8,0.05583070688878876,2024-02-17 21:02:18
528,994,6,2024,General,69.90,2024-02-12 01:16:17,VeChain,9,0.0298665,0.0452615,0.5154604657392062,2024-02-17 21:01:45
529,4688,6,2024,General,69.87,2024-02-12 01:17:50,Polkadot,9,7.26,7.66,0.05509641873278242,2024-02-17 21:00:37
530,3747,6,2024,General,69.84,2024-02-12 01:17:35,Solana,9,109.79,108.44,-0.012296201839876205,2024-02-17 21:00:14
531,5395,6,2024,General,69.69,2024-02-12 01:18:06,Uniswap,9,6.66,7.68,0.1531531531531531,2024-02-17 21:00:50
532,1011,6,2024,General,69.58,2024-02-12 01:16:20,Theta Network,9,1.022,1.15,0.1252446183953032,2024-02-18 03:00:09
533,985,6,2024,General,69.32,2024-02-12 01:16:16,Tezos,9,1.043,1.061,0.017257909875359558,2024-02-18 03:00:20
534,983,6,2024,General,69.30,2024-02-12 01:16:15,Stellar,9,0.11197,0.114158,0.019540948468339692,2024-02-17 21:01:11
535,6569,6,2024,General,68.57,2024-02-12 01:18:32,The Graph,9,0.171571,0.203165,0.18414533924730875,2024-02-17 21:01:58
536,1005,6,2024,General,68.18,2024-02-12 01:16:19,Synthetix Network Token,9,3.47,3.63,0.046109510086455245,2024-02-17 21:02:34
537,996,6,2024,General,68.14,2024-02-12 01:16:18,Maker,9,1995.17,2112.5,0.05880701895076606,2024-02-17 21:01:52
538,5674,6,2024,General,68.00,2024-02-12 01:18:13,PancakeSwap,9,2.56,2.76,0.07812499999999989,2024-02-18 03:01:38
539,15951,6,2024,General,67.81,2024-02-12 01:22:44,BitTorrent,9,1.02e-06,1.08e-06,0.05882352941176477,2024-02-18 03:00:13
540,376,7,2024,General,92.03,2024-02-18 22:40:26,Bitcoin,9,51566.0,51517.0,-0.0009502385292634682,2024-02-24 21:00:06
541,978,7,2024,General,78.50,2024-02-18 22:40:47,Ethereum,9,2780.88,2988.18,0.07454474842495891,2024-02-24 21:00:09
542,979,7,2024,General,76.05,2024-02-18 22:40:47,XRP,9,0.550318,0.544773,-0.010075992426197257,2024-02-24 21:00:17
543,8839,7,2024,General,75.52,2024-02-18 22:44:11,Internet Computer,9,13.16,12.6,-0.04255319148936174,2024-02-24 21:00:43
544,345,7,2024,General,74.67,2024-02-18 22:40:24,Binance Coin,9,353.18,382.29,0.08242256073390343,2024-02-24 21:00:13
545,5518,7,2024,General,73.33,2024-02-18 22:42:47,Avalanche,9,39.74,36.68,-0.07700050327126326,2024-02-24 21:00:26
546,1069,7,2024,General,72.48,2024-02-18 22:41:01,Hedera Hashgraph,9,0.082813,0.109182,0.31841619069469773,2024-02-24 21:01:41
547,3844,7,2024,General,71.95,2024-02-18 22:42:14,Trust Wallet Token,9,1.33,1.32,-0.0075187969924812095,2024-02-24 21:05:07
548,621,7,2024,General,71.93,2024-02-18 22:40:33,Cardano,9,0.598949,0.592343,-0.011029319691659894,2024-02-24 21:00:24
549,1036,7,2024,General,71.87,2024-02-18 22:40:57,Polygon,9,0.924026,0.996543,0.07847939343698115,2024-02-24 21:00:36
550,907,7,2024,General,71.51,2024-02-18 22:40:43,Decentraland,9,0.487358,0.499584,0.02508628154252102,2024-02-24 21:03:32
551,2391,7,2024,General,71.46,2024-02-18 22:41:50,Klaytn,9,0.222348,0.233959,0.052219943511972275,2024-02-24 21:04:08
552,769,7,2024,General,71.25,2024-02-18 22:40:39,Cosmos,9,10.23,10.4,0.01661779081133919,2024-02-24 21:01:03
553,984,7,2024,General,71.11,2024-02-18 22:40:48,TRON,9,0.136215,0.137362,0.008420511691076674,2024-02-24 21:00:29
554,5613,7,2024,General,71.06,2024-02-18 22:42:50,Aave,9,93.8,99.53,0.06108742004264397,2024-02-24 21:02:28
555,3747,7,2024,General,71.04,2024-02-18 22:42:11,Solana,9,108.44,104.14,-0.039653264478052355,2024-02-24 21:00:15
556,4688,7,2024,General,70.81,2024-02-18 22:42:28,Polkadot,9,7.66,7.8,0.018276762402088732,2024-02-24 21:00:35
557,994,7,2024,General,70.68,2024-02-18 22:40:50,VeChain,9,0.0452615,0.0443853,-0.019358616042331796,2024-02-24 21:01:22
558,147,7,2024,General,70.56,2024-02-18 22:40:17,Algorand,9,0.190093,0.194055,0.02084242975806575,2024-02-24 21:02:14
559,998,7,2024,General,70.33,2024-02-18 22:40:51,Dogecoin,9,0.083577,0.085832,0.02698110724242324,2024-02-24 21:00:31
560,5395,7,2024,General,70.31,2024-02-18 22:42:44,Uniswap,9,7.68,11.21,0.45963541666666685,2024-02-24 21:00:46
561,1011,7,2024,General,70.18,2024-02-18 22:40:53,Theta Network,9,1.15,1.32,0.14782608695652188,2024-02-24 21:02:49
562,983,7,2024,General,70.02,2024-02-18 22:40:48,Stellar,9,0.114158,0.11685,0.023581352161039962,2024-02-24 21:01:25
563,8477,7,2024,General,69.95,2024-02-18 22:44:01,Mina Protocol (IOU),9,1.36,1.32,-0.029411764705882377,2024-02-24 21:02:26
564,1062,7,2024,General,69.81,2024-02-18 22:41:00,Fantom,9,0.397245,0.421131,0.06012913944794764,2024-02-24 21:02:54
565,985,7,2024,General,69.77,2024-02-18 22:40:49,Tezos,9,1.061,1.13,0.06503298774740807,2024-02-24 21:03:21
566,7102,7,2024,General,69.44,2024-02-18 22:43:26,Flow - Dapper Labs,9,0.926887,1.001,0.07995904570891584,2024-02-24 21:02:32
567,986,7,2024,General,69.14,2024-02-18 22:40:49,Monero,9,120.09,123.88,0.031559663585644035,2024-02-24 21:01:51
568,1005,7,2024,General,69.11,2024-02-18 22:40:52,Synthetix Network Token,9,3.63,4.03,0.11019283746556484,2024-02-24 21:02:47
569,991,7,2024,General,68.82,2024-02-18 22:40:50,Ethereum Classic,9,26.11,26.08,-0.0011489850631942221,2024-02-24 21:01:08
570,376,8,2024,General,91.11,2024-02-26 00:28:08,Bitcoin,9,51517.0,61936.0,0.20224391948288914,2024-03-02 21:00:06
571,978,8,2024,General,77.63,2024-02-26 00:28:23,Ethereum,9,2988.18,3411.25,0.1415811631160105,2024-03-02 21:00:08
572,979,8,2024,General,75.63,2024-02-26 00:28:24,XRP,9,0.544773,0.631961,0.1600446424474048,2024-03-02 21:00:15
573,5518,8,2024,General,73.40,2024-02-26 00:29:59,Avalanche,9,36.68,42.71,0.16439476553980373,2024-03-02 21:00:24
574,345,8,2024,General,73.08,2024-02-26 00:28:07,Binance Coin,9,382.29,408.79,0.06931910329854299,2024-03-02 21:00:12
575,3844,8,2024,General,71.05,2024-02-26 00:29:32,Trust Wallet Token,9,1.32,1.49,0.12878787878787873,2024-03-02 21:04:49
576,3747,8,2024,General,70.92,2024-02-26 00:29:30,Solana,9,104.14,129.1,0.23967735740349524,2024-03-02 21:00:13
577,621,8,2024,General,70.92,2024-02-26 00:28:14,Cardano,9,0.592343,0.733245,0.23787231384518784,2024-03-02 21:00:21
578,769,8,2024,General,70.86,2024-02-26 00:28:18,Cosmos,9,10.4,12.08,0.1615384615384615,2024-03-02 21:00:57
579,907,8,2024,General,70.52,2024-02-26 00:28:21,Decentraland,9,0.499584,0.674711,0.35054565398411475,2024-03-02 21:03:18
580,984,8,2024,General,70.49,2024-02-26 00:28:25,TRON,9,0.137362,0.140963,0.026215401639463554,2024-03-02 21:00:29
581,5613,8,2024,General,70.48,2024-02-26 00:30:02,Aave,9,99.53,116.98,0.17532402290766605,2024-03-02 21:02:10
582,4688,8,2024,General,70.06,2024-02-26 00:29:44,Polkadot,9,7.8,9.19,0.17820512820512815,2024-03-02 21:00:32
583,994,8,2024,General,70.01,2024-02-26 00:28:27,VeChain,9,0.0443853,0.050186,0.13068966527206077,2024-03-02 21:01:23
584,986,8,2024,General,69.90,2024-02-26 00:28:25,Monero,9,123.88,142.88,0.15337423312883436,2024-03-02 21:01:43
585,147,8,2024,General,69.88,2024-02-26 00:28:02,Algorand,9,0.194055,0.239978,0.2366494035196207,2024-03-02 21:01:56
586,998,8,2024,General,69.84,2024-02-26 00:28:27,Dogecoin,9,0.085832,0.140158,0.6329341038307391,2024-03-02 21:00:26
587,5395,8,2024,General,69.78,2024-02-26 00:29:57,Uniswap,9,11.21,12.51,0.1159678858162354,2024-03-02 21:00:35
588,985,8,2024,General,69.71,2024-02-26 00:28:25,Tezos,9,1.13,1.38,0.22123893805309736,2024-03-02 21:02:53
589,983,8,2024,General,69.60,2024-02-26 00:28:25,Stellar,9,0.11685,0.134743,0.1531279418057339,2024-03-02 21:01:20
590,8839,8,2024,General,69.50,2024-02-26 00:31:04,Internet Computer,9,12.6,13.18,0.04603174603174604,2024-03-02 21:00:42
591,1069,8,2024,General,69.46,2024-02-26 00:28:37,Hedera Hashgraph,9,0.109182,0.114174,0.0457218222783975,2024-03-02 21:01:13
592,1011,8,2024,General,68.66,2024-02-26 00:28:30,Theta Network,9,1.32,2.14,0.6212121212121212,2024-03-02 21:02:24
593,2391,8,2024,General,68.44,2024-02-26 00:29:13,Klaytn,9,0.233959,0.301385,0.2881957949897205,2024-03-02 21:03:44
594,1062,8,2024,General,68.19,2024-02-26 00:28:36,Fantom,9,0.421131,0.535272,0.27103442871695504,2024-03-02 21:02:32
595,7102,8,2024,General,68.19,2024-02-26 00:30:30,Flow - Dapper Labs,9,1.001,1.21,0.20879120879120888,2024-03-02 21:02:06
596,1005,8,2024,General,68.11,2024-02-26 00:28:29,Synthetix Network Token,9,4.03,4.57,0.13399503722084366,2024-03-02 21:02:22
597,15951,8,2024,General,67.80,2024-02-26 00:33:54,BitTorrent,9,1.09e-06,1.47e-06,0.34862385321100914,2024-03-02 21:02:48
598,996,8,2024,General,67.55,2024-02-26 00:28:27,Maker,9,2027.1,2121.4,0.046519658625622906,2024-03-02 21:01:49
599,8477,8,2024,General,67.53,2024-02-26 00:30:57,Mina Protocol (IOU),9,1.32,1.4,0.06060606060606049,2024-03-02 21:02:14
600,376,6,2024,General,91.37,2024-02-12 01:15:55,Bitcoin,10,48020.0,51566.0,0.0738442315701791,2024-02-17 21:00:07
601,978,6,2024,General,78.37,2024-02-12 01:16:14,Ethereum,10,2508.9,2780.88,0.1084060743752242,2024-02-17 21:00:09
602,979,6,2024,General,75.22,2024-02-12 01:16:14,XRP,10,0.524968,0.550318,0.04828865759436762,2024-02-17 21:00:16
603,345,6,2024,General,73.88,2024-02-12 01:15:54,Binance Coin,10,323.12,353.18,0.09303045308244616,2024-02-17 21:00:12
604,8839,6,2024,General,73.20,2024-02-12 01:19:24,Internet Computer,10,13.35,13.16,-0.014232209737827678,2024-02-17 21:00:45
605,986,6,2024,General,72.61,2024-02-12 01:16:16,Monero,10,119.15,120.09,0.007889215274863599,2024-02-17 21:01:47
606,1069,6,2024,General,72.21,2024-02-12 01:16:28,Hedera Hashgraph,10,0.078986,0.082813,0.048451624338490325,2024-02-17 21:01:34
607,5518,6,2024,General,71.52,2024-02-12 01:18:08,Avalanche,10,40.18,39.74,-0.010950721752115424,2024-02-17 21:00:29
608,621,6,2024,General,71.08,2024-02-12 01:16:02,Cardano,10,0.547095,0.598949,0.09478061397015136,2024-02-17 21:00:24
609,984,6,2024,General,70.86,2024-02-12 01:16:15,TRON,10,0.124417,0.136215,0.09482626972198335,2024-02-17 21:00:35
610,3844,6,2024,General,70.80,2024-02-12 01:17:37,Trust Wallet Token,10,1.16,1.33,0.1465517241379312,2024-02-18 03:02:09
611,1036,6,2024,General,70.78,2024-02-12 01:16:23,Polygon,10,0.851647,0.924026,0.08498708972144559,2024-02-17 21:00:39
612,998,6,2024,General,70.71,2024-02-12 01:16:18,Dogecoin,10,0.081361,0.083577,0.027236636717837732,2024-02-17 21:00:31
613,769,6,2024,General,70.67,2024-02-12 01:16:08,Cosmos,10,10.04,10.23,0.01892430278884475,2024-02-17 21:00:55
614,907,6,2024,General,70.56,2024-02-12 01:16:11,Decentraland,10,0.464525,0.487358,0.04915343630590386,2024-02-18 03:00:33
615,8477,6,2024,General,70.08,2024-02-12 01:19:16,Mina Protocol (IOU),10,1.33,1.36,0.02255639097744363,2024-02-17 21:02:16
616,147,6,2024,General,70.08,2024-02-12 01:15:47,Algorand,10,0.177057,0.190093,0.0736260074439306,2024-02-17 21:02:13
617,5613,6,2024,General,70.05,2024-02-12 01:18:10,Aave,10,88.84,93.8,0.05583070688878876,2024-02-17 21:02:18
618,994,6,2024,General,69.90,2024-02-12 01:16:17,VeChain,10,0.0298665,0.0452615,0.5154604657392062,2024-02-17 21:01:45
619,4688,6,2024,General,69.87,2024-02-12 01:17:50,Polkadot,10,7.26,7.66,0.05509641873278242,2024-02-17 21:00:37
620,3747,6,2024,General,69.84,2024-02-12 01:17:35,Solana,10,109.79,108.44,-0.012296201839876205,2024-02-17 21:00:14
621,5395,6,2024,General,69.69,2024-02-12 01:18:06,Uniswap,10,6.66,7.68,0.1531531531531531,2024-02-17 21:00:50
622,1011,6,2024,General,69.58,2024-02-12 01:16:20,Theta Network,10,1.022,1.15,0.1252446183953032,2024-02-18 03:00:09
623,985,6,2024,General,69.32,2024-02-12 01:16:16,Tezos,10,1.043,1.061,0.017257909875359558,2024-02-18 03:00:20
624,983,6,2024,General,69.30,2024-02-12 01:16:15,Stellar,10,0.11197,0.114158,0.019540948468339692,2024-02-17 21:01:11
625,6569,6,2024,General,68.57,2024-02-12 01:18:32,The Graph,10,0.171571,0.203165,0.18414533924730875,2024-02-17 21:01:58
626,1005,6,2024,General,68.18,2024-02-12 01:16:19,Synthetix Network Token,10,3.47,3.63,0.046109510086455245,2024-02-17 21:02:34
627,996,6,2024,General,68.14,2024-02-12 01:16:18,Maker,10,1995.17,2112.5,0.05880701895076606,2024-02-17 21:01:52
628,5674,6,2024,General,68.00,2024-02-12 01:18:13,PancakeSwap,10,2.56,2.76,0.07812499999999989,2024-02-18 03:01:38
629,15951,6,2024,General,67.81,2024-02-12 01:22:44,BitTorrent,10,1.02e-06,1.08e-06,0.05882352941176477,2024-02-18 03:00:13
630,376,7,2024,General,92.03,2024-02-18 22:40:26,Bitcoin,10,51566.0,51517.0,-0.0009502385292634682,2024-02-24 21:00:06
631,978,7,2024,General,78.50,2024-02-18 22:40:47,Ethereum,10,2780.88,2988.18,0.07454474842495891,2024-02-24 21:00:09
632,979,7,2024,General,76.05,2024-02-18 22:40:47,XRP,10,0.550318,0.544773,-0.010075992426197257,2024-02-24 21:00:17
633,8839,7,2024,General,75.52,2024-02-18 22:44:11,Internet Computer,10,13.16,12.6,-0.04255319148936174,2024-02-24 21:00:43
634,345,7,2024,General,74.67,2024-02-18 22:40:24,Binance Coin,10,353.18,382.29,0.08242256073390343,2024-02-24 21:00:13
635,5518,7,2024,General,73.33,2024-02-18 22:42:47,Avalanche,10,39.74,36.68,-0.07700050327126326,2024-02-24 21:00:26
