,id_project,name,score,position,platform,year,week
135,12135,Snook,46.67,429,polygon-pos,2023,15
136,13802,IX Token,46.19,447,polygon-pos,2023,15
137,16766,Vault Hill City,45.95,460,polygon-pos,2023,15
138,16037,Sheesha Finance Polygon,45.34,489,polygon-pos,2023,15
139,19096,tSILVER,42.95,574,polygon-pos,2023,15
140,17936,Quickswap,50.46,261,polygon-pos,2023,16
141,10287,Kommunitas,49.50,278,polygon-pos,2023,16
142,13269,Playermon,48.41,312,polygon-pos,2023,16
143,12382,Fabwelt,47.52,364,polygon-pos,2023,16
144,12135,Snook,46.59,400,polygon-pos,2023,16
145,13802,IX Token,46.42,406,polygon-pos,2023,16
146,16766,Vault Hill City,45.55,445,polygon-pos,2023,16
147,18860,tGOLD,42.84,552,polygon-pos,2023,16
148,19096,tSILVER,42.84,553,polygon-pos,2023,16
149,15537,Kitsumon,42.05,589,polygon-pos,2023,16
150,17936,Quickswap,61.55,84,polygon-pos,2023,17
151,10287,Kommunitas,48.68,284,polygon-pos,2023,17
152,13269,Playermon,48.33,300,polygon-pos,2023,17
153,16476,Bullieverse,48.19,306,polygon-pos,2023,17
154,12135,Snook,46.55,380,polygon-pos,2023,17
155,13802,IX Token,46.06,402,polygon-pos,2023,17
156,16766,Vault Hill City,45.65,414,polygon-pos,2023,17
157,18132,SPORT,43.94,481,polygon-pos,2023,17
158,15537,Kitsumon,40.80,602,polygon-pos,2023,17
159,21613,Yellow Duckies,39.24,676,polygon-pos,2023,17
160,17936,Quickswap,62.44,85,polygon-pos,2023,18
161,10287,Kommunitas,49.15,307,polygon-pos,2023,18
162,16476,Bullieverse,47.10,391,polygon-pos,2023,18
163,12135,Snook,46.77,408,polygon-pos,2023,18
164,13802,IX Token,46.27,427,polygon-pos,2023,18
165,16766,Vault Hill City,45.59,447,polygon-pos,2023,18
166,18132,SPORT,43.17,536,polygon-pos,2023,18
167,18860,tGOLD,42.34,580,polygon-pos,2023,18
168,16534,Rainbow Token,39.67,695,polygon-pos,2023,18
169,21613,Yellow Duckies,39.57,702,polygon-pos,2023,18
170,17936,Quickswap,61.59,85,polygon-pos,2023,19
171,10287,Kommunitas,48.61,297,polygon-pos,2023,19
172,16476,Bullieverse,48.27,316,polygon-pos,2023,19
173,12135,Snook,46.99,375,polygon-pos,2023,19
174,13802,IX Token,46.27,414,polygon-pos,2023,19
175,16766,Vault Hill City,45.94,429,polygon-pos,2023,19
176,18132,SPORT,44.36,490,polygon-pos,2023,19
177,18860,tGOLD,42.65,548,polygon-pos,2023,19
178,16534,Rainbow Token,39.42,694,polygon-pos,2023,19
179,21613,Yellow Duckies,39.33,699,polygon-pos,2023,19
180,17936,Quickswap,61.58,85,polygon-pos,2023,20
181,10287,Kommunitas,48.64,284,polygon-pos,2023,20
182,16476,Bullieverse,48.27,291,polygon-pos,2023,20
183,12135,Snook,46.97,361,polygon-pos,2023,20
184,16766,Vault Hill City,45.88,401,polygon-pos,2023,20
185,13802,IX Token,45.09,430,polygon-pos,2023,20
186,18132,SPORT,44.27,460,polygon-pos,2023,20
187,18860,tGOLD,42.04,542,polygon-pos,2023,20
188,16534,Rainbow Token,39.44,645,polygon-pos,2023,20
189,21613,Yellow Duckies,39.23,656,polygon-pos,2023,20
190,17936,Quickswap,59.30,83,polygon-pos,2023,21
191,15802,Affyn,36.13,470,polygon-pos,2023,21
192,16753,GensoKishi Metaverse,34.90,512,polygon-pos,2023,21
193,18112,Battle World,32.62,570,polygon-pos,2023,21
194,10287,Kommunitas,32.05,593,polygon-pos,2023,21
195,13269,Playermon,31.04,642,polygon-pos,2023,21
196,16476,Bullieverse,30.95,656,polygon-pos,2023,21
197,13802,IX Token,30.70,676,polygon-pos,2023,21
198,17063,MetaShooter,30.41,693,polygon-pos,2023,21
199,12260,Gains Network,29.63,743,polygon-pos,2023,21
200,17936,Quickswap,59.30,99,polygon-pos,2023,22
201,10287,Kommunitas,49.20,216,polygon-pos,2023,22
202,18112,Battle World,36.58,527,polygon-pos,2023,22
203,15802,Affyn,36.05,566,polygon-pos,2023,22
204,16753,GensoKishi Metaverse,35.38,591,polygon-pos,2023,22
205,13802,IX Token,34.30,634,polygon-pos,2023,22
206,17080,Giddy,33.57,665,polygon-pos,2023,22
207,12155,FireStarter,33.11,684,polygon-pos,2023,22
208,13269,Playermon,31.04,775,polygon-pos,2023,22
209,16476,Bullieverse,30.95,786,polygon-pos,2023,22
210,17936,Quickswap,54.84,131,polygon-pos,2023,23
211,10287,Kommunitas,49.24,198,polygon-pos,2023,23
212,18112,Battle World,35.47,511,polygon-pos,2023,23
213,13802,IX Token,34.59,534,polygon-pos,2023,23
214,17080,Giddy,34.48,539,polygon-pos,2023,23
215,16534,Rainbow Token,32.75,586,polygon-pos,2023,23
216,15802,Affyn,29.88,708,polygon-pos,2023,23
217,12260,Gains Network,29.45,737,polygon-pos,2023,23
218,16753,GensoKishi Metaverse,28.76,833,polygon-pos,2023,23
219,12155,FireStarter,28.44,900,polygon-pos,2023,23
220,17936,Quickswap,56.82,86,polygon-pos,2023,24
221,10287,Kommunitas,48.81,229,polygon-pos,2023,24
222,16476,Bullieverse,47.09,272,polygon-pos,2023,24
223,21613,Yellow Duckies,41.84,377,polygon-pos,2023,24
224,12382,Fabwelt,40.28,442,polygon-pos,2023,24
225,13802,IX Token,39.95,474,polygon-pos,2023,24
226,16766,Vault Hill City,38.97,556,polygon-pos,2023,24
227,18860,tGOLD,38.51,590,polygon-pos,2023,24
228,15537,Kitsumon,37.44,664,polygon-pos,2023,24
229,16037,Sheesha Finance Polygon,36.96,690,polygon-pos,2023,24
230,17936,Quickswap,61.18,72,polygon-pos,2023,25
231,10287,Kommunitas,49.52,245,polygon-pos,2023,25
232,16476,Bullieverse,47.98,289,polygon-pos,2023,25
233,15537,Kitsumon,42.95,410,polygon-pos,2023,25
