,category,platform,date,year,week,id_project,project_name,start_price,end_price,performance,score
0,General,polygon-ecosystem,2024-04-27 21:00:14,2024,16,345,Binance Coin,572.35,595.21,0.039940595789289796,72.89
1,General,polygon-ecosystem,2024-04-27 21:00:19,2024,16,992,USD Coin,0.99987,1.0,0.00013001690219724912,42.16
2,General,polygon-ecosystem,2024-04-27 21:00:38,2024,16,2872,Wrapped Bitcoin,64796.0,63273.0,-0.02350453731711834,45.83
3,General,polygon-ecosystem,2024-04-27 21:00:46,2024,16,659,ChainLink,15.0,14.18,-0.05466666666666668,68.65
4,General,polygon-ecosystem,2024-04-27 21:00:50,2024,16,1036,Polygon,0.737217,0.729333,-0.010694273192289383,67.65
5,General,polygon-ecosystem,2024-04-27 21:00:56,2024,16,5395,Uniswap,7.85,7.94,0.011464968152866338,64.49
6,General,polygon-ecosystem,2024-04-27 21:01:01,2024,16,865,Dai,0.998896,0.99952,0.0006246896573817073,32.28
7,General,polygon-ecosystem,2024-04-27 21:01:22,2024,16,4469,Render Token,8.77,8.11,-0.07525655644241735,45.69
8,General,polygon-ecosystem,2024-04-27 21:01:48,2024,16,6569,The Graph,0.298259,0.267528,-0.10303461085834797,68.04
9,General,polygon-ecosystem,2024-04-27 21:01:45,2024,16,996,Maker,3108.07,2965.03,-0.04602212948871807,66.33
10,General,polygon-ecosystem,2024-04-27 21:01:52,2024,16,5920,Injective Protocol,29.19,25.93,-0.11168208290510453,45.37
11,General,polygon-ecosystem,2024-04-27 21:02:29,2024,16,6723,Lido DAO,2.1,2.02,-0.038095238095238126,65.38
12,General,polygon-ecosystem,2024-04-27 21:02:34,2024,16,13879,Rocket Pool ETH,3484.47,3572.16,0.025165950632377393,35.86
13,General,polygon-ecosystem,2024-04-27 21:03:02,2024,16,5613,Aave,91.66,91.85,0.002072878027492884,67.19
14,General,polygon-ecosystem,2024-04-27 21:03:13,2024,16,18835,Bonk,1.875e-05,2.589e-05,0.3808000000000002,25.89
15,General,polygon-ecosystem,2024-04-27 21:03:35,2024,16,4708,SAND,0.48288,0.456,-0.05566600397614306,62.55
16,General,polygon-ecosystem,2024-04-27 21:03:55,2024,16,1005,Synthetix Network Token,3.12,2.91,-0.06730769230769229,65.01
17,General,polygon-ecosystem,2024-04-27 21:04:30,2024,16,907,Decentraland,0.471862,0.452881,-0.04022574396751598,67.44
18,General,polygon-ecosystem,2024-04-27 21:04:32,2024,16,5649,APEcoin,1.32,1.27,-0.03787878787878791,38.95
19,General,polygon-ecosystem,2024-04-27 21:04:37,2024,16,18821,Axelar,1.26,1.13,-0.10317460317460327,41.94
20,General,polygon-ecosystem,2024-04-27 21:05:07,2024,16,1028,NEXO,1.28,1.25,-0.02343750000000002,55.46
21,General,polygon-ecosystem,2024-04-27 21:05:12,2024,16,18838,Frax Ether,3148.47,3224.52,0.024154589371980735,27.47
22,General,polygon-ecosystem,2024-04-27 21:05:28,2024,16,6570,Frax,0.999182,0.998621,-0.0005614592736859087,55.36
23,General,polygon-ecosystem,2024-04-27 21:05:42,2024,16,1121,Ocean Protocol,1.031,0.90869,-0.11863239573229867,56.12
24,General,polygon-ecosystem,2024-04-27 21:06:00,2024,16,10321,WOO Network,0.315508,0.311499,-0.012706492386880791,29.23
