,category,platform,date,year,week,id_project,project_name,start_price,end_price,performance,score
0,General,polygon-ecosystem,2024-05-04 21:00:15,2024,17,345,Binance Coin,595.21,589.07,-0.010315686900421676,72.3
1,General,polygon-ecosystem,2024-05-04 21:00:20,2024,17,992,USD Coin,1.0,1.0,0.0,42.24
2,General,polygon-ecosystem,2024-05-04 21:00:41,2024,17,2872,Wrapped Bitcoin,63273.0,63750.0,0.007538760608790479,46.44
3,General,polygon-ecosystem,2024-05-04 21:00:48,2024,17,659,ChainLink,14.18,14.36,0.012693935119887145,69.23
4,General,polygon-ecosystem,2024-05-04 21:00:53,2024,17,1036,Polygon,0.729333,0.734963,0.007719381955841877,68.54
5,General,polygon-ecosystem,2024-05-04 21:01:11,2024,17,5395,Uniswap,7.94,7.57,-0.04659949622166248,65.55
6,General,polygon-ecosystem,2024-05-04 21:01:16,2024,17,865,Dai,0.99952,0.99951,-1.000480230506092e-05,39.71
7,General,polygon-ecosystem,2024-05-04 21:01:47,2024,17,4469,Render Token,8.11,9.0,0.10974106041923559,47.91
8,General,polygon-ecosystem,2024-05-04 21:02:07,2024,17,996,Maker,2965.03,2895.79,-0.023352208915255572,65.18
9,General,polygon-ecosystem,2024-05-04 21:02:13,2024,17,6569,The Graph,0.267528,0.278362,0.04049669567297633,68.67
10,General,polygon-ecosystem,2024-05-04 21:02:23,2024,17,5920,Injective Protocol,25.93,24.79,-0.043964519861164696,61.44
11,General,polygon-ecosystem,2024-05-04 21:02:45,2024,17,6723,Lido DAO,2.02,2.09,0.03465346534653457,66.75
12,General,polygon-ecosystem,2024-05-04 21:02:43,2024,17,13879,Rocket Pool ETH,3572.16,3459.5,-0.03153834094777386,36.91
13,General,polygon-ecosystem,2024-05-04 21:02:47,2024,17,18835,Bonk,2.589e-05,2.792e-05,0.07840865198918498,25.89
14,General,polygon-ecosystem,2024-05-04 21:03:20,2024,17,5613,Aave,91.85,89.28,-0.027980402830702158,68.17
15,General,polygon-ecosystem,2024-05-04 21:04:01,2024,17,4708,SAND,0.456,0.452374,-0.007951754385964951,61.22
16,General,polygon-ecosystem,2024-05-04 21:04:13,2024,17,1005,Synthetix Network Token,2.91,2.86,-0.01718213058419253,65.51
17,General,polygon-ecosystem,2024-05-04 21:04:45,2024,17,907,Decentraland,0.452881,0.449667,-0.007096787014690382,67.99
18,General,polygon-ecosystem,2024-05-04 21:04:49,2024,17,5649,APEcoin,1.27,1.25,-0.015748031496063006,39.83
19,General,polygon-ecosystem,2024-05-04 21:04:58,2024,17,18821,Axelar,1.13,1.27,0.12389380530973464,42.42
20,General,polygon-ecosystem,2024-05-04 21:05:12,2024,17,1028,NEXO,1.25,1.3,0.040000000000000036,55.86
21,General,polygon-ecosystem,2024-05-04 21:05:38,2024,17,6570,Frax,0.998621,0.998545,-7.610494872425573e-05,55.43
22,General,polygon-ecosystem,2024-05-04 21:05:33,2024,17,18838,Frax Ether,3224.52,3111.55,-0.035034671827124594,28.31
23,General,polygon-ecosystem,2024-05-04 21:06:02,2024,17,4706,MANTRA DAO,0.727891,0.792306,0.08849539285414987,49.38
24,General,polygon-ecosystem,2024-05-04 21:06:06,2024,17,19695,Coinbase Wrapped Staked ETH,3449.85,3339.89,-0.03187384958766324,15.12
25,General,polygon-ecosystem,2024-05-04 21:06:11,2024,17,10321,WOO Network,0.311499,0.300063,-0.03671279843595004,29.86
26,General,polygon-ecosystem,2024-05-04 21:06:22,2024,17,1121,Ocean Protocol,0.90869,0.916265,0.008336176253727892,57.09
27,General,polygon-ecosystem,2024-05-04 21:06:52,2024,17,1052,Golem,0.492911,0.579284,0.1752304168501008,35.11
28,General,polygon-ecosystem,2024-05-04 21:06:20,2024,17,1090,IoTeX,0.060197,0.057068,-0.05197933451833148,63.65
29,General,polygon-ecosystem,2024-05-04 21:06:32,2024,17,188,Ankr,0.054055,0.0499221,-0.07645731199704009,43.73
30,General,polygon-ecosystem,2024-05-04 21:06:34,2024,17,4696,Curve DAO Token,0.441251,0.440411,-0.0019036784052614212,65.84
31,General,polygon-ecosystem,2024-05-04 21:06:46,2024,17,1002,TrueUSD,0.999512,0.999816,0.00030414842443120445,48.41
