category,platform,date,year,week,id_project,project_name,start_price,end_price,performance,score
General,polygon-ecosystem,2024-04-06 21:00:13,2024,14,345,Binance Coin,585.35,-,-,72.0
General,polygon-ecosystem,2024-04-06 21:00:22,2024,14,992,USD Coin,1.001,-,-,42.33
General,polygon-ecosystem,2024-04-06 21:00:40,2024,14,2872,Wrapped Bitcoin,68505.0,-,-,46.45
General,polygon-ecosystem,2024-04-06 21:00:38,2024,14,659,ChainLink,17.5,-,-,72.02
General,polygon-ecosystem,2024-04-06 21:00:44,2024,14,5395,Uniswap,11.25,-,-,65.15
General,polygon-ecosystem,2024-04-06 21:00:47,2024,14,1036,Polygon,0.896547,-,-,68.21
General,polygon-ecosystem,2024-04-06 21:01:03,2024,14,865,Dai,1.001,-,-,39.76
General,polygon-ecosystem,2024-04-06 21:01:17,2024,14,4469,Render Token,9.52,-,-,44.16
General,polygon-ecosystem,2024-04-06 21:01:35,2024,14,996,Maker,3714.0,-,-,65.28
General,polygon-ecosystem,2024-04-06 21:01:31,2024,14,6569,The Graph,0.335957,-,-,68.3
General,polygon-ecosystem,2024-04-06 21:01:41,2024,14,5920,Injective Protocol,34.89,-,-,45.16
General,polygon-ecosystem,2024-04-06 21:02:00,2024,14,6723,Lido DAO,2.52,-,-,66.69
General,polygon-ecosystem,2024-04-06 21:02:13,2024,14,13879,Rocket Pool ETH,3697.41,-,-,36.09
General,polygon-ecosystem,2024-04-06 21:02:30,2024,14,5613,Aave,117.75,-,-,68.35
General,polygon-ecosystem,2024-04-06 21:02:32,2024,14,18835,Bonk,2.268e-05,-,-,25.7
General,polygon-ecosystem,2024-04-06 21:02:42,2024,14,4708,SAND,0.608391,-,-,63.23
General,polygon-ecosystem,2024-04-06 21:02:55,2024,14,1005,Synthetix Network Token,3.97,-,-,65.73
General,polygon-ecosystem,2024-04-06 21:03:22,2024,14,907,Decentraland,0.589481,-,-,68.09
General,polygon-ecosystem,2024-04-06 21:03:18,2024,14,5649,APEcoin,1.71,-,-,39.74
General,polygon-ecosystem,2024-04-06 21:03:25,2024,14,18821,Axelar,1.5,-,-,42.47
General,polygon-ecosystem,2024-04-06 21:04:05,2024,14,18838,Frax Ether,3336.22,-,-,27.83
General,polygon-ecosystem,2024-04-06 21:04:43,2024,14,10321,WOO Network,0.415797,-,-,28.0
General,polygon-ecosystem,2024-04-06 21:05:12,2024,14,1028,NEXO,1.33,-,-,56.67
General,polygon-ecosystem,2024-04-06 21:04:45,2024,14,4696,Curve DAO Token,0.623114,-,-,66.62
General,polygon-ecosystem,2024-04-06 21:05:23,2024,14,1090,IoTeX,0.076479,-,-,63.73
General,polygon-ecosystem,2024-04-06 21:04:50,2024,14,1121,Ocean Protocol,1.13,-,-,58.81
General,polygon-ecosystem,2024-04-06 21:05:33,2024,14,19695,Coinbase Wrapped Staked ETH,3577.07,-,-,15.12
General,polygon-ecosystem,2024-04-06 21:05:20,2024,14,6641,1inch,0.544748,-,-,63.97
General,polygon-ecosystem,2024-04-06 21:06:20,2024,14,4706,MANTRA DAO,0.67962,-,-,49.93
General,polygon-ecosystem,2024-04-06 21:05:38,2024,14,6570,Frax,0.998224,-,-,55.59
General,polygon-ecosystem,2024-04-06 21:06:22,2024,14,188,Ankr,0.060112,-,-,44.17
General,polygon-ecosystem,2024-04-06 21:05:43,2024,14,3,0x,0.662046,-,-,54.19
General,polygon-ecosystem,2024-04-06 21:05:44,2024,14,18839,Staked Frax Ether,3606.86,-,-,27.41
General,polygon-ecosystem,2024-04-06 21:05:59,2024,14,3720,Rocket Pool,27.44,-,-,38.44
General,polygon-ecosystem,2024-04-06 21:05:25,2024,14,16387,STEPN,0.30616,-,-,44.86
