,category,platform,date,year,week,id_project,project_name,start_price,end_price,performance,score
0,General,polygon-ecosystem,2024-03-16 21:00:14,2024,10,345,Binance Coin,487.72,588.0,0.2056097761010415,71.72
1,General,polygon-ecosystem,2024-03-16 21:00:21,2024,10,992,USD Coin,1.0,0.998629,-0.001371000000000011,44.69
2,General,polygon-ecosystem,2024-03-16 21:00:33,2024,10,659,ChainLink,20.04,18.37,-0.08333333333333325,68.55
3,General,polygon-ecosystem,2024-03-16 21:00:40,2024,10,1036,Polygon,1.14,1.059,-0.07105263157894734,70.8
4,General,polygon-ecosystem,2024-03-16 21:00:38,2024,10,2872,Wrapped Bitcoin,68489.0,67005.0,-0.021667713063411642,44.4
5,General,polygon-ecosystem,2024-03-16 21:00:35,2024,10,5395,Uniswap,14.26,12.22,-0.1430575035063113,67.13
6,General,polygon-ecosystem,2024-03-16 21:01:02,2024,10,4469,Render Token,12.42,10.29,-0.17149758454106287,40.98
7,General,polygon-ecosystem,2024-03-16 21:01:08,2024,10,865,Dai,1.002,0.998571,-0.00342215568862277,39.83
8,General,polygon-ecosystem,2024-03-16 21:01:18,2024,10,6569,The Graph,0.400674,0.372522,-0.07026160918851725,65.14
9,General,polygon-ecosystem,2024-03-16 21:01:27,2024,10,5920,Injective Protocol,40.92,41.43,0.01246334310850435,40.92
10,General,polygon-ecosystem,2024-03-16 21:01:38,2024,10,6723,Lido DAO,3.38,2.72,-0.19526627218934903,58.88
11,General,polygon-ecosystem,2024-03-16 21:01:49,2024,10,13879,Rocket Pool ETH,4291.29,3977.35,-0.073157488773772,32.94
12,General,polygon-ecosystem,2024-03-16 21:01:55,2024,10,996,Maker,2405.82,2699.62,0.12212052439500864,64.93
13,General,polygon-ecosystem,2024-03-16 21:02:10,2024,10,18835,Bonk,3.171e-05,2.564e-05,-0.19142226426994643,25.6
14,General,polygon-ecosystem,2024-03-16 21:02:15,2024,10,5613,Aave,131.43,119.71,-0.0891729437723504,67.46
15,General,polygon-ecosystem,2024-03-16 21:02:25,2024,10,4708,SAND,0.765743,0.631984,-0.17467871074237698,60.97
16,General,polygon-ecosystem,2024-03-16 21:02:45,2024,10,1005,Synthetix Network Token,4.36,3.95,-0.09403669724770644,64.57
17,General,polygon-ecosystem,2024-03-16 21:02:49,2024,10,907,Decentraland,0.759356,0.629018,-0.17164281312059174,67.32
18,General,polygon-ecosystem,2024-03-16 21:02:51,2024,10,5649,APEcoin,2.29,2.09,-0.0873362445414848,36.03
19,General,polygon-ecosystem,2024-03-16 21:03:04,2024,10,18821,Axelar,2.21,1.88,-0.14932126696832582,43.04
20,General,polygon-ecosystem,2024-03-16 21:03:08,2024,10,1002,TrueUSD,1.004,0.997135,-0.0068376494023904485,47.38
21,General,polygon-ecosystem,2024-03-16 21:03:23,2024,10,18838,Frax Ether,3886.87,3583.3,-0.07810140292832014,27.02
22,General,polygon-ecosystem,2024-03-16 21:03:38,2024,10,10321,WOO Network,0.580244,0.462296,-0.20327310579687166,36.29
23,General,polygon-ecosystem,2024-03-16 21:04:02,2024,10,4696,Curve DAO Token,0.787963,0.695438,-0.11742302620808334,64.03
24,General,polygon-ecosystem,2024-03-16 21:04:15,2024,10,18839,Staked Frax Ether,4199.16,3889.19,-0.07381714438125715,26.43
25,General,polygon-ecosystem,2024-03-16 21:06:32,2024,10,3,0x,0.602261,1.31,1.175136693227687,57.18
26,General,polygon-ecosystem,2024-03-16 21:04:19,2024,10,1028,NEXO,1.44,1.39,-0.03472222222222225,53.25
27,General,polygon-ecosystem,2024-03-16 21:04:25,2024,10,19695,Coinbase Wrapped Staked ETH,4142.49,3824.69,-0.07671714355375625,14.67
28,General,polygon-ecosystem,2024-03-16 21:04:21,2024,10,1121,Ocean Protocol,1.3,1.034,-0.20461538461538462,58.69
