category,platform,date,year,week,id_project,project_name,start_price,end_price,performance,score
General,polygon-ecosystem,2024-04-27 21:00:14,2024,17,345,Binance Coin,595.21,-,-,72.3
General,polygon-ecosystem,2024-04-27 21:00:19,2024,17,992,USD Coin,1.0,-,-,42.24
General,polygon-ecosystem,2024-04-27 21:00:38,2024,17,2872,Wrapped Bitcoin,63273.0,-,-,46.44
General,polygon-ecosystem,2024-04-27 21:00:46,2024,17,659,ChainLink,14.18,-,-,69.23
General,polygon-ecosystem,2024-04-27 21:00:50,2024,17,1036,Polygon,0.729333,-,-,68.54
General,polygon-ecosystem,2024-04-27 21:00:56,2024,17,5395,Uniswap,7.94,-,-,65.55
General,polygon-ecosystem,2024-04-27 21:01:01,2024,17,865,Dai,0.99952,-,-,39.71
General,polygon-ecosystem,2024-04-27 21:01:22,2024,17,4469,Render Token,8.11,-,-,47.91
General,polygon-ecosystem,2024-04-27 21:01:45,2024,17,996,Maker,2965.03,-,-,65.18
General,polygon-ecosystem,2024-04-27 21:01:48,2024,17,6569,The Graph,0.267528,-,-,68.67
General,polygon-ecosystem,2024-04-27 21:01:52,2024,17,5920,Injective Protocol,25.93,-,-,61.44
General,polygon-ecosystem,2024-04-27 21:02:29,2024,17,6723,Lido DAO,2.02,-,-,66.75
General,polygon-ecosystem,2024-04-27 21:02:34,2024,17,13879,Rocket Pool ETH,3572.16,-,-,36.91
General,polygon-ecosystem,2024-04-27 21:03:13,2024,17,18835,Bonk,2.589e-05,-,-,25.89
General,polygon-ecosystem,2024-04-27 21:03:02,2024,17,5613,Aave,91.85,-,-,68.17
General,polygon-ecosystem,2024-04-27 21:03:35,2024,17,4708,SAND,0.456,-,-,61.22
General,polygon-ecosystem,2024-04-27 21:03:55,2024,17,1005,Synthetix Network Token,2.91,-,-,65.51
General,polygon-ecosystem,2024-04-27 21:04:30,2024,17,907,Decentraland,0.452881,-,-,67.99
General,polygon-ecosystem,2024-04-27 21:04:32,2024,17,5649,APEcoin,1.27,-,-,39.83
General,polygon-ecosystem,2024-04-27 21:04:37,2024,17,18821,Axelar,1.13,-,-,42.42
General,polygon-ecosystem,2024-04-27 21:05:07,2024,17,1028,NEXO,1.25,-,-,55.86
General,polygon-ecosystem,2024-04-27 21:05:28,2024,17,6570,Frax,0.998621,-,-,55.43
General,polygon-ecosystem,2024-04-27 21:05:12,2024,17,18838,Frax Ether,3224.52,-,-,28.31
General,polygon-ecosystem,2024-04-27 21:05:49,2024,17,4706,MANTRA DAO,0.727891,-,-,49.38
General,polygon-ecosystem,2024-04-27 21:05:53,2024,17,19695,Coinbase Wrapped Staked ETH,3449.85,-,-,15.12
General,polygon-ecosystem,2024-04-27 21:06:00,2024,17,10321,WOO Network,0.311499,-,-,29.86
General,polygon-ecosystem,2024-04-27 21:05:42,2024,17,1121,Ocean Protocol,0.90869,-,-,57.09
General,polygon-ecosystem,2024-04-27 21:08:02,2024,17,1052,Golem,0.492911,-,-,35.11
General,polygon-ecosystem,2024-04-27 21:06:07,2024,17,1090,IoTeX,0.060197,-,-,63.65
General,polygon-ecosystem,2024-04-27 21:06:40,2024,17,188,Ankr,0.054055,-,-,43.73
General,polygon-ecosystem,2024-04-27 21:06:10,2024,17,4696,Curve DAO Token,0.441251,-,-,65.84
General,polygon-ecosystem,2024-04-27 21:06:28,2024,17,1002,TrueUSD,0.999512,-,-,48.41
General,polygon-ecosystem,2024-04-27 21:06:22,2024,17,18839,Staked Frax Ether,3496.85,-,-,19.57
General,polygon-ecosystem,2024-04-27 21:06:20,2024,17,6641,1inch,0.440387,-,-,63.94
General,polygon-ecosystem,2024-04-27 21:06:36,2024,17,16387,STEPN,0.242191,-,-,45.2
General,polygon-ecosystem,2024-04-27 21:06:59,2024,17,3720,Rocket Pool,21.87,-,-,38.92
General,polygon-ecosystem,2024-04-27 21:07:02,2024,17,3,0x,0.508201,-,-,58.84
General,polygon-ecosystem,2024-04-27 21:06:45,2024,17,7424,SuperFarm,0.930151,-,-,35.32
General,polygon-ecosystem,2024-04-27 21:08:00,2024,17,4340,Compound,57.12,-,-,35.81
General,polygon-ecosystem,2024-04-27 21:08:05,2024,17,291,Basic Attention Token,0.257356,-,-,36.2
General,polygon-ecosystem,2024-04-27 21:08:13,2024,17,7173,SafePal,0.782692,-,-,56.86
General,polygon-ecosystem,2024-04-27 21:07:55,2024,17,6597,Frax Share,4.53,-,-,52.83
General,polygon-ecosystem,2024-04-27 21:08:10,2024,17,1281,OriginTrail,0.903969,-,-,58.39
General,polygon-ecosystem,2024-04-27 21:08:52,2024,17,7426,Mask Network,3.46,-,-,36.42
General,polygon-ecosystem,2024-04-27 21:09:27,2024,17,9791,Yield Guild Games,0.860193,-,-,50.84
General,polygon-ecosystem,2024-04-27 21:09:30,2024,17,6298,API3,2.43,-,-,57.17
General,polygon-ecosystem,2024-04-27 21:10:43,2024,17,9795,Coin98,0.28477,-,-,36.2
General,polygon-ecosystem,2024-04-27 21:10:52,2024,17,24672,Vanar Chain,0.165227,-,-,19.07
General,polygon-ecosystem,2024-04-27 21:11:08,2024,17,4689,yearn.finance,7044.11,-,-,52.35
General,polygon-ecosystem,2024-04-27 21:10:13,2024,17,22524,Osaka Protocol,3.10954e-07,-,-,23.93
General,polygon-ecosystem,2024-04-27 21:11:26,2024,17,3750,UMA,2.84,-,-,53.66
General,polygon-ecosystem,2024-04-27 21:10:28,2024,17,1105,Telcoin,0.00288915,-,-,45.01
General,polygon-ecosystem,2024-04-27 21:11:47,2024,17,4341,Balancer,3.88,-,-,35.4
General,polygon-ecosystem,2024-04-27 21:12:08,2024,17,10709,The Doge NFT,0.0138771,-,-,18.31
General,polygon-ecosystem,2024-04-27 21:11:38,2024,17,282,Band Protocol,1.53,-,-,58.95
General,polygon-ecosystem,2024-04-27 21:12:47,2024,17,4692,Sushi,1.02,-,-,62.77
General,polygon-ecosystem,2024-04-27 21:13:17,2024,17,5519,tBTC,63338.0,-,-,18.19
General,polygon-ecosystem,2024-04-27 21:12:00,2024,17,10909,Synapse,0.998946,-,-,32.24
General,polygon-ecosystem,2024-04-27 21:14:41,2024,17,6790,Escoin Token,1.18,-,-,23.09
General,polygon-ecosystem,2024-04-27 21:14:28,2024,17,3127,Everipedia,0.0105922,-,-,54.67
General,polygon-ecosystem,2024-04-27 21:14:22,2024,17,3752,Cartesi,0.211324,-,-,18.52
General,polygon-ecosystem,2024-04-27 21:14:25,2024,17,3144,Orbs,0.0363314,-,-,36.34
General,polygon-ecosystem,2024-04-27 21:15:32,2024,17,1259,Tellor,56.61,-,-,54.76
General,polygon-ecosystem,2024-04-27 21:14:48,2024,17,22460,Open Campus,0.567008,-,-,26.66
General,polygon-ecosystem,2024-04-27 21:16:38,2024,17,8485,Zignaly,0.098325,-,-,35.81
General,polygon-ecosystem,2024-04-27 21:15:25,2024,17,3457,inSure,0.00617346,-,-,19.32
General,polygon-ecosystem,2024-04-27 21:15:34,2024,17,21706,SmarDex,0.0173935,-,-,21.44
General,polygon-ecosystem,2024-04-27 21:16:58,2024,17,1099,STASIS EURO,1.073,-,-,35.43
General,polygon-ecosystem,2024-04-27 21:16:14,2024,17,687,Civic,0.171973,-,-,54.49
General,polygon-ecosystem,2024-04-27 21:18:29,2024,17,22479,crvUSD,0.999431,-,-,46.22
General,polygon-ecosystem,2024-04-27 21:22:05,2024,17,9802,Automata,0.192101,-,-,35.92
General,polygon-ecosystem,2024-04-27 21:18:58,2024,17,5619,DODO,0.180959,-,-,35.09
General,polygon-ecosystem,2024-04-27 21:20:57,2024,17,11494,IX Swap,0.650236,-,-,26.88
General,polygon-ecosystem,2024-04-27 21:12:37,2024,17,23158,Multibit,0.134429,-,-,24.98
General,polygon-ecosystem,2024-04-27 21:18:03,2024,17,12260,Gains Network,3.47,-,-,32.52
General,polygon-ecosystem,2024-04-27 21:17:34,2024,17,776,Covalent,0.179405,-,-,42.1
General,polygon-ecosystem,2024-04-27 21:19:04,2024,17,8050,Liquity USD,1.0,-,-,51.16
General,polygon-ecosystem,2024-04-27 21:17:04,2024,17,18805,Hashflow,0.292989,-,-,40.43
General,polygon-ecosystem,2024-04-27 21:19:08,2024,17,16853,Stader MaticX,0.808378,-,-,25.13
General,polygon-ecosystem,2024-04-27 21:18:35,2024,17,8844,Dogelon Mars,2.00472e-07,-,-,36.6
General,polygon-ecosystem,2024-04-27 21:19:36,2024,17,12078,Nakamoto Games,1.71,-,-,36.02
General,polygon-ecosystem,2024-04-27 21:16:30,2024,17,21525,AllianceBlock Nexera,0.141581,-,-,34.61
General,polygon-ecosystem,2024-04-27 21:16:09,2024,17,22494,Autonolas,2.69,-,-,25.07
General,polygon-ecosystem,2024-04-27 21:19:18,2024,17,16688,Stargate Finance,0.529266,-,-,19.15
General,polygon-ecosystem,2024-04-27 21:17:36,2024,17,9735,Vulcan Forged,4.58,-,-,32.58
General,polygon-ecosystem,2024-04-27 21:20:04,2024,17,1142,Request,0.135383,-,-,52.22
General,polygon-ecosystem,2024-04-27 21:19:31,2024,17,8843,Kyber Network Crystal,0.606182,-,-,62.24
General,polygon-ecosystem,2024-04-27 21:19:38,2024,17,5397,Aavegotchi,1.78,-,-,32.15
General,polygon-ecosystem,2024-04-27 21:19:00,2024,17,3744,WazirX,0.223883,-,-,58.27
General,polygon-ecosystem,2024-04-27 21:26:50,2024,17,2234,Marcopolo,0.0209599,-,-,35.87
General,polygon-ecosystem,2024-04-27 21:20:17,2024,17,5918,CertiK,0.722309,-,-,31.56
General,polygon-ecosystem,2024-04-27 21:22:37,2024,17,18492,Forta,0.277595,-,-,29.49
General,polygon-ecosystem,2024-04-27 21:20:47,2024,17,6445,Badger DAO,4.36,-,-,29.5
General,polygon-ecosystem,2024-04-27 21:20:20,2024,17,7598,Ethernity Chain,4.36,-,-,35.77
General,polygon-ecosystem,2024-04-27 21:23:31,2024,17,5399,Frontier,0.906854,-,-,32.53
General,polygon-ecosystem,2024-04-27 21:22:24,2024,17,10720,Gelato,0.374046,-,-,39.27
General,polygon-ecosystem,2024-04-27 21:23:50,2024,17,18825,Across Protocol,0.218045,-,-,26.49
General,polygon-ecosystem,2024-04-27 21:20:15,2024,17,8518,GamerCoin,0.12563,-,-,26.54
General,polygon-ecosystem,2024-04-27 21:24:06,2024,17,18178,USD+,1.0,-,-,23.23
General,polygon-ecosystem,2024-04-27 21:21:36,2024,17,4569,MATH,0.41617,-,-,57.02
General,polygon-ecosystem,2024-04-27 21:21:36,2024,17,376,Bitcoin,63215,-,-,87.28
