platform,date,year,week,id_project,project_name,start_price,end_price,performance
polygon-ecosystem,2024-05-04,2024,18,376,Bitcoin,63215.0,63905.0,0.0109151309024756
polygon-ecosystem,2024-05-04,2024,18,345,Binance Coin,595.21,589.07,-0.0103156869004216
polygon-ecosystem,2024-05-04,2024,18,659,ChainLink,14.18,14.36,0.0126939351198871
polygon-ecosystem,2024-05-04,2024,18,6569,The Graph,0.267528,0.278362,0.0404966956729763
polygon-ecosystem,2024-05-04,2024,18,1036,Polygon,0.729333,0.734963,0.0077193819558418
polygon-ecosystem,2024-05-04,2024,18,5613,Aave,91.85,89.28,-0.0279804028307021
polygon-ecosystem,2024-05-04,2024,18,907,Decentraland,0.452881,0.449667,-0.0070967870146903
polygon-ecosystem,2024-05-04,2024,18,6723,Lido DAO,2.02,2.09,0.0346534653465345
polygon-ecosystem,2024-05-04,2024,18,4696,Curve DAO Token,0.441251,0.440411,-0.0019036784052614
polygon-ecosystem,2024-05-04,2024,18,5395,Uniswap,7.94,7.57,-0.0465994962216624
