platform,date,year,week,id_project,project_name,start_price,end_price,performance
polygon-ecosystem,2023-08-19,2023,33,6569,The Graph,0.10555,0.093358,-0.1155092373282805
polygon-ecosystem,2023-08-19,2023,33,5613,Aave,65.84,56.19,-0.1465674362089915
polygon-ecosystem,2023-08-19,2023,33,996,Maker,1226.22,1096.99,-0.1053889187910815
polygon-ecosystem,2023-08-19,2023,33,6723,Lido DAO,1.84,1.64,-0.1086956521739131
polygon-ecosystem,2023-08-19,2023,33,4696,Curve DAO Token,0.580951,0.500675,-0.1381803284614365
polygon-ecosystem,2023-08-26,2023,34,376,Bitcoin,26074.0,26022.0,-0.0019943238475109
polygon-ecosystem,2023-08-26,2023,34,345,Binance Coin,216.39,216.37,-9.242571283322616e-05
polygon-ecosystem,2023-08-26,2023,34,5395,Uniswap,4.89,4.61,-0.0572597137014313
polygon-ecosystem,2023-08-26,2023,34,659,ChainLink,6.14,6.0,-0.022801302931596
polygon-ecosystem,2023-08-26,2023,34,1036,Polygon,0.574214,0.546641,-0.0480186829300573
polygon-ecosystem,2023-08-26,2023,34,6569,The Graph,0.093358,0.088966,-0.0470447096124594
polygon-ecosystem,2023-08-26,2023,34,996,Maker,1096.99,1036.49,-0.055150912952716
polygon-ecosystem,2023-08-26,2023,34,6723,Lido DAO,1.64,1.6,-0.0243902439024389
polygon-ecosystem,2023-08-26,2023,34,13879,Rocket Pool ETH,1818.56,1786.05,-0.017876781629421
polygon-ecosystem,2023-08-26,2023,34,1052,Golem,0.170518,0.170754,0.001384018109525
polygon-ecosystem,2023-09-02,2023,35,376,Bitcoin,26022.0,25844.0,-0.0068403658442856
polygon-ecosystem,2023-09-02,2023,35,345,Binance Coin,216.37,213.76,-0.0120626704256598
polygon-ecosystem,2023-09-02,2023,35,5395,Uniswap,4.61,4.36,-0.054229934924078
polygon-ecosystem,2023-09-02,2023,35,659,ChainLink,6.0,5.94,-0.0099999999999999
polygon-ecosystem,2023-09-02,2023,35,1036,Polygon,0.546641,0.539291,-0.0134457532457318
polygon-ecosystem,2023-09-02,2023,35,5613,Aave,56.55,54.94,-0.0284703801945181
polygon-ecosystem,2023-09-02,2023,35,6569,The Graph,0.088966,0.086165,-0.031483937684059
polygon-ecosystem,2023-09-02,2023,35,6723,Lido DAO,1.6,1.52,-0.05
polygon-ecosystem,2023-09-02,2023,35,4469,Render Token,1.43,1.33,-0.0699300699300698
polygon-ecosystem,2023-09-02,2023,35,13879,Rocket Pool ETH,1786.05,1770.35,-0.008790347414686
polygon-ecosystem,2023-09-09,2023,36,376,Bitcoin,25844.0,25860.0,0.0006190992106485
polygon-ecosystem,2023-09-09,2023,36,345,Binance Coin,213.76,214.58,0.0038360778443114
polygon-ecosystem,2023-09-09,2023,36,5395,Uniswap,4.36,4.33,-0.0068807339449541
polygon-ecosystem,2023-09-09,2023,36,659,ChainLink,5.94,6.16,0.0370370370370369
polygon-ecosystem,2023-09-09,2023,36,1036,Polygon,0.539291,0.540382,0.0020230265292765
polygon-ecosystem,2023-09-09,2023,36,5613,Aave,54.94,56.06,0.0203858755005461
polygon-ecosystem,2023-09-09,2023,36,6569,The Graph,0.086165,0.086983,0.0094934137991063
polygon-ecosystem,2023-09-09,2023,36,13879,Rocket Pool ETH,1770.35,1770.57,0.0001242692123026
polygon-ecosystem,2023-09-09,2023,36,996,Maker,1129.82,1124.04,-0.0051158591634065
polygon-ecosystem,2023-09-09,2023,36,6723,Lido DAO,1.52,1.53,0.006578947368421
polygon-ecosystem,2023-09-16,2023,37,376,Bitcoin,25860.0,26533.0,0.0260247486465583
polygon-ecosystem,2023-09-16,2023,37,345,Binance Coin,214.58,214.62,0.0001864106626898
polygon-ecosystem,2023-09-16,2023,37,5395,Uniswap,4.33,4.33,0.0
polygon-ecosystem,2023-09-16,2023,37,1036,Polygon,0.540382,0.527907,-0.0230855209833044
polygon-ecosystem,2023-09-16,2023,37,659,ChainLink,6.16,6.21,0.008116883116883
polygon-ecosystem,2023-09-16,2023,37,6569,The Graph,0.086983,0.086286,-0.0080130600232229
polygon-ecosystem,2023-09-16,2023,37,5613,Aave,56.06,59.18,0.0556546557260078
polygon-ecosystem,2023-09-16,2023,37,996,Maker,1124.04,1271.26,0.1309739866908651
polygon-ecosystem,2023-09-16,2023,37,6723,Lido DAO,1.53,1.53,0.0
polygon-ecosystem,2023-09-16,2023,37,4696,Curve DAO Token,0.442766,0.436488,-0.0141790471716437
polygon-ecosystem,2023-09-23,2023,38,376,Bitcoin,26533.0,26592.0,0.0022236460257038
polygon-ecosystem,2023-09-23,2023,38,345,Binance Coin,214.62,210.4,-0.0196626595843816
polygon-ecosystem,2023-09-23,2023,38,5395,Uniswap,4.33,4.26,-0.0161662817551963
polygon-ecosystem,2023-09-23,2023,38,659,ChainLink,6.21,7.15,0.1513687600644123
polygon-ecosystem,2023-09-23,2023,38,1036,Polygon,0.527907,0.520977,-0.0131273121970346
polygon-ecosystem,2023-09-23,2023,38,6569,The Graph,0.086286,0.089284,0.0347449180631852
polygon-ecosystem,2023-09-23,2023,38,5613,Aave,59.18,62.78,0.0608313619466036
polygon-ecosystem,2023-09-23,2023,38,996,Maker,1271.26,1283.82,0.0098799616128879
polygon-ecosystem,2023-09-23,2023,38,13879,Rocket Pool ETH,1774.3,1729.98,-0.0249788649044693
polygon-ecosystem,2023-09-23,2023,38,6723,Lido DAO,1.53,1.49,-0.0261437908496732
polygon-ecosystem,2023-09-30,2023,39,376,Bitcoin,26592.0,27070.0,0.0179753309265944
polygon-ecosystem,2023-09-30,2023,39,345,Binance Coin,210.4,215.58,0.0246197718631179
polygon-ecosystem,2023-09-30,2023,39,659,ChainLink,7.15,8.16,0.1412587412587412
polygon-ecosystem,2023-09-30,2023,39,5395,Uniswap,4.26,4.46,0.0469483568075117
polygon-ecosystem,2023-09-30,2023,39,1036,Polygon,0.520977,0.534878,0.0266825598826818
polygon-ecosystem,2023-09-30,2023,39,5613,Aave,62.78,67.78,0.0796431984708505
polygon-ecosystem,2023-09-30,2023,39,6569,The Graph,0.089284,0.088805,-0.0053649030061377
polygon-ecosystem,2023-09-30,2023,39,996,Maker,1283.82,1539.14,0.198875231730305
polygon-ecosystem,2023-09-30,2023,39,6723,Lido DAO,1.49,1.73,0.1610738255033557
polygon-ecosystem,2023-09-30,2023,39,4696,Curve DAO Token,0.474632,0.524567,0.1052078241669335
polygon-ecosystem,2023-10-07,2023,40,376,Bitcoin,27070.0,27933.0,0.0318803103066124
polygon-ecosystem,2023-10-07,2023,40,345,Binance Coin,215.58,211.89,-0.0171166156415253
polygon-ecosystem,2023-10-07,2023,40,659,ChainLink,8.16,7.51,-0.079656862745098
polygon-ecosystem,2023-10-07,2023,40,5395,Uniswap,4.46,4.36,-0.022421524663677
polygon-ecosystem,2023-10-07,2023,40,1036,Polygon,0.534878,0.56519,0.056670867001447
polygon-ecosystem,2023-10-07,2023,40,5613,Aave,67.78,66.83,-0.0140159339038064
polygon-ecosystem,2023-10-07,2023,40,6569,The Graph,0.088805,0.085406,-0.0382748719103654
polygon-ecosystem,2023-10-07,2023,40,996,Maker,1539.14,1401.39,-0.0894980313681666
polygon-ecosystem,2023-10-07,2023,40,6723,Lido DAO,1.73,1.56,-0.0982658959537571
polygon-ecosystem,2023-10-07,2023,40,4696,Curve DAO Token,0.524567,0.470178,-0.1036836095293833
polygon-ecosystem,2023-10-14,2023,41,376,Bitcoin,27933.0,26845.0,-0.0389503454695163
polygon-ecosystem,2023-10-14,2023,41,345,Binance Coin,211.89,206.36,-0.0260984473075651
polygon-ecosystem,2023-10-14,2023,41,659,ChainLink,7.51,7.32,-0.0252996005326231
polygon-ecosystem,2023-10-14,2023,41,1036,Polygon,0.56519,0.516831,-0.0855623772536667
polygon-ecosystem,2023-10-14,2023,41,5395,Uniswap,4.36,4.09,-0.0619266055045872
polygon-ecosystem,2023-10-14,2023,41,5613,Aave,66.83,64.45,-0.0356127487655244
polygon-ecosystem,2023-10-14,2023,41,6569,The Graph,0.085406,0.081259,-0.048556307519378
polygon-ecosystem,2023-10-14,2023,41,996,Maker,1401.39,1413.27,0.0084772975402991
polygon-ecosystem,2023-10-14,2023,41,4696,Curve DAO Token,0.470178,0.441078,-0.0618914538749153
polygon-ecosystem,2023-10-14,2023,41,7173,SafePal,0.629341,0.623318,-0.009570328327568
polygon-ecosystem,2023-10-21,2023,42,376,Bitcoin,26845.0,30011.0,0.1179363009871484
polygon-ecosystem,2023-10-21,2023,42,345,Binance Coin,206.36,214.71,0.0404632680752083
polygon-ecosystem,2023-10-21,2023,42,659,ChainLink,7.32,8.82,0.2049180327868852
polygon-ecosystem,2023-10-21,2023,42,1036,Polygon,0.516831,0.570947,0.1047073414713899
polygon-ecosystem,2023-10-21,2023,42,5395,Uniswap,4.09,4.13,0.0097799511002445
polygon-ecosystem,2023-10-21,2023,42,5613,Aave,64.45,69.26,0.0746314972847168
polygon-ecosystem,2023-10-21,2023,42,6569,The Graph,0.081259,0.082608,0.016601238016712
polygon-ecosystem,2023-10-21,2023,42,996,Maker,1413.27,1433.54,0.0143426238439929
polygon-ecosystem,2023-10-21,2023,42,4696,Curve DAO Token,0.441078,0.43917,-0.004325765510862
polygon-ecosystem,2023-10-21,2023,42,6641,1inch,0.245987,0.263636,0.0717476939838282
polygon-ecosystem,2023-10-28,2023,43,376,Bitcoin,30011.0,34132.0,0.1373163173503049
polygon-ecosystem,2023-10-28,2023,43,345,Binance Coin,214.71,225.99,0.0525359787620511
polygon-ecosystem,2023-10-28,2023,43,659,ChainLink,8.82,11.0,0.2471655328798185
polygon-ecosystem,2023-10-28,2023,43,1036,Polygon,0.570947,0.622512,0.0903148628506673
polygon-ecosystem,2023-10-28,2023,43,5395,Uniswap,4.13,4.1,-0.0072639225181598
polygon-ecosystem,2023-10-28,2023,43,5613,Aave,69.26,80.12,0.156800462027144
polygon-ecosystem,2023-10-28,2023,43,6569,The Graph,0.082608,0.101577,0.2296266705403835
polygon-ecosystem,2023-10-28,2023,43,996,Maker,1433.54,1439.99,0.0044993512563305
polygon-ecosystem,2023-10-28,2023,43,4696,Curve DAO Token,0.43917,0.482446,0.0985404285356467
polygon-ecosystem,2023-10-28,2023,43,6641,1inch,0.263636,0.28769,0.0912394361923258
polygon-ecosystem,2023-11-04,2023,44,376,Bitcoin,34132.0,34778.0,0.0189265205672096
polygon-ecosystem,2023-11-04,2023,44,659,ChainLink,11.0,11.34,0.0309090909090908
polygon-ecosystem,2023-11-04,2023,44,345,Binance Coin,225.99,236.34,0.0457984866587016
polygon-ecosystem,2023-11-04,2023,44,1036,Polygon,0.622512,0.66845,0.0737945613899812
polygon-ecosystem,2023-11-04,2023,44,6569,The Graph,0.101577,0.117421,0.1559801923663821
polygon-ecosystem,2023-11-04,2023,44,996,Maker,1439.99,1329.98,-0.0763963638636379
polygon-ecosystem,2023-11-04,2023,44,5613,Aave,80.12,89.19,0.1132051922116823
polygon-ecosystem,2023-11-04,2023,44,6641,1inch,0.28769,0.312232,0.0853071013938614
polygon-ecosystem,2023-11-04,2023,44,1090,IoTeX,0.0229626,0.0234708,0.0221316401452797
polygon-ecosystem,2023-11-04,2023,44,4696,Curve DAO Token,0.482446,0.546574,0.1329226483378451
polygon-ecosystem,2023-11-11,2023,45,376,Bitcoin,34778.0,37001.0,0.0639197193628155
polygon-ecosystem,2023-11-11,2023,45,659,ChainLink,11.34,16.45,0.4506172839506172
polygon-ecosystem,2023-11-11,2023,45,345,Binance Coin,236.34,252.47,0.0682491326055682
polygon-ecosystem,2023-11-11,2023,45,1036,Polygon,0.66845,0.806522,0.206555464133443
polygon-ecosystem,2023-11-11,2023,45,6569,The Graph,0.117421,0.140202,0.1940112926989209
polygon-ecosystem,2023-11-11,2023,45,996,Maker,1329.98,1292.69,-0.0280380156092572
polygon-ecosystem,2023-11-11,2023,45,5613,Aave,89.19,97.54,0.093620361027021
polygon-ecosystem,2023-11-11,2023,45,6641,1inch,0.312232,0.389348,0.2469830126316329
polygon-ecosystem,2023-11-11,2023,45,1090,IoTeX,0.0234708,0.0263279,0.1217299793786322
polygon-ecosystem,2023-11-11,2023,45,4696,Curve DAO Token,0.546574,0.631547,0.1554647678082015
polygon-ecosystem,2023-11-18,2023,46,376,Bitcoin,37001.0,36617.0,-0.0103780978892462
polygon-ecosystem,2023-11-18,2023,46,659,ChainLink,16.45,13.7,-0.1671732522796352
polygon-ecosystem,2023-11-18,2023,46,345,Binance Coin,252.47,244.53,-0.0314492811027052
polygon-ecosystem,2023-11-18,2023,46,1036,Polygon,0.806522,0.828427,0.0271598294900821
polygon-ecosystem,2023-11-18,2023,46,6569,The Graph,0.140202,0.126179,-0.1000199711844337
polygon-ecosystem,2023-11-18,2023,46,996,Maker,1292.69,1360.54,0.0524874486535827
polygon-ecosystem,2023-11-18,2023,46,6641,1inch,0.389348,0.347591,-0.1072485283088651
polygon-ecosystem,2023-11-18,2023,46,5613,Aave,97.54,87.75,-0.1003690793520607
polygon-ecosystem,2023-11-18,2023,46,1090,IoTeX,0.0263279,0.023561,-0.1050938358167572
polygon-ecosystem,2023-11-18,2023,46,1005,Synthetix Network Token,2.72,2.93,0.0772058823529411
polygon-ecosystem,2023-11-25,2023,47,376,Bitcoin,36617.0,37812.0,0.0326351148373706
polygon-ecosystem,2023-11-25,2023,47,345,Binance Coin,244.53,233.53,-0.0449842555105713
polygon-ecosystem,2023-11-25,2023,47,659,ChainLink,13.7,14.7,0.072992700729927
polygon-ecosystem,2023-11-25,2023,47,1036,Polygon,0.828427,0.773731,-0.0660239224457919
polygon-ecosystem,2023-11-25,2023,47,6569,The Graph,0.126179,0.15118,0.1981391515228365
polygon-ecosystem,2023-11-25,2023,47,996,Maker,1360.54,1450.1,0.0658268040630925
polygon-ecosystem,2023-11-25,2023,47,6641,1inch,0.347591,0.36795,0.0585717121559534
polygon-ecosystem,2023-11-25,2023,47,5613,Aave,87.75,99.3,0.1316239316239316
polygon-ecosystem,2023-11-25,2023,47,1005,Synthetix Network Token,2.93,3.65,0.2457337883959043
polygon-ecosystem,2023-11-25,2023,47,4696,Curve DAO Token,0.560428,0.596324,0.064051046700022
polygon-ecosystem,2023-12-02,2023,48,376,Bitcoin,37812.0,39501.0,0.0446683592510314
polygon-ecosystem,2023-12-02,2023,48,659,ChainLink,14.7,16.15,0.0986394557823128
polygon-ecosystem,2023-12-02,2023,48,6569,The Graph,0.15118,0.153035,0.0122701415531154
polygon-ecosystem,2023-12-02,2023,48,1036,Polygon,0.773731,0.819007,0.0585164611473497
polygon-ecosystem,2023-12-02,2023,48,996,Maker,1450.1,1539.17,0.0614233501137853
polygon-ecosystem,2023-12-02,2023,48,5613,Aave,99.3,103.42,0.0414904330312185
polygon-ecosystem,2023-12-02,2023,48,6641,1inch,0.36795,0.356964,-0.029857317570322
polygon-ecosystem,2023-12-02,2023,48,1005,Synthetix Network Token,3.65,3.63,-0.0054794520547945
polygon-ecosystem,2023-12-02,2023,48,345,Binance Coin,233.53,229.83,-0.0158437888065772
polygon-ecosystem,2023-12-02,2023,48,4696,Curve DAO Token,0.596324,0.602725,0.010734097571119
polygon-ecosystem,2023-12-09,2023,49,376,Bitcoin,39501.0,43985.0,0.1135161135161135
polygon-ecosystem,2023-12-09,2023,49,659,ChainLink,16.15,16.52,0.0229102167182663
polygon-ecosystem,2023-12-09,2023,49,1036,Polygon,0.819007,0.895682,0.0936194684538715
polygon-ecosystem,2023-12-09,2023,49,6569,The Graph,0.153035,0.170761,0.1158297121573495
polygon-ecosystem,2023-12-09,2023,49,345,Binance Coin,229.83,239.24,0.0409433059217682
polygon-ecosystem,2023-12-09,2023,49,5613,Aave,103.42,99.42,-0.038677238445175
polygon-ecosystem,2023-12-09,2023,49,6641,1inch,0.356964,0.408945,0.1456197263589605
polygon-ecosystem,2023-12-09,2023,49,996,Maker,1539.17,1432.67,-0.0691931365606138
polygon-ecosystem,2023-12-09,2023,49,1005,Synthetix Network Token,3.63,3.8,0.0468319559228649
polygon-ecosystem,2023-12-09,2023,49,4696,Curve DAO Token,0.602725,0.674175,0.118544941723008
polygon-ecosystem,2023-12-16,2023,50,376,Bitcoin,43985.0,42301.0,-0.0382857792429237
polygon-ecosystem,2023-12-16,2023,50,345,Binance Coin,239.24,245.3,0.0253302123390737
polygon-ecosystem,2023-12-16,2023,50,659,ChainLink,16.52,14.38,-0.1295399515738498
polygon-ecosystem,2023-12-16,2023,50,6569,The Graph,0.170761,0.163437,-0.0428903555261447
polygon-ecosystem,2023-12-16,2023,50,1036,Polygon,0.895682,0.851068,-0.0498100888484975
polygon-ecosystem,2023-12-16,2023,50,996,Maker,1432.67,1323.27,-0.0763609205190309
polygon-ecosystem,2023-12-16,2023,50,6641,1inch,0.408945,0.379226,-0.0726723642543618
polygon-ecosystem,2023-12-16,2023,50,5613,Aave,99.42,104.93,0.0554214443773889
polygon-ecosystem,2023-12-16,2023,50,4696,Curve DAO Token,0.674175,0.638371,-0.0531078725850112
polygon-ecosystem,2023-12-16,2023,50,1005,Synthetix Network Token,3.8,4.09,0.0763157894736842
polygon-ecosystem,2023-12-23,2023,51,376,Bitcoin,42301.0,43736.0,0.0339235479066688
polygon-ecosystem,2023-12-23,2023,51,1036,Polygon,0.851068,0.851065,-3.524982727685998e-06
polygon-ecosystem,2023-12-23,2023,51,345,Binance Coin,245.3,271.03,0.1048919690175294
polygon-ecosystem,2023-12-23,2023,51,659,ChainLink,14.38,15.5,0.0778859527121
polygon-ecosystem,2023-12-23,2023,51,6569,The Graph,0.163437,0.182165,0.1145884958730275
polygon-ecosystem,2023-12-23,2023,51,996,Maker,1323.27,1380.68,0.0433849478942317
polygon-ecosystem,2023-12-23,2023,51,6641,1inch,0.379226,0.400926,0.0572218149599447
polygon-ecosystem,2023-12-23,2023,51,5613,Aave,104.93,98.52,-0.0610883446106929
polygon-ecosystem,2023-12-23,2023,51,1005,Synthetix Network Token,4.09,4.05,-0.0097799511002445
polygon-ecosystem,2023-12-23,2023,51,1090,IoTeX,0.043134,0.052901,0.2264339036490935
polygon-ecosystem,2023-12-30,2023,52,376,Bitcoin,43736.0,42285.0,-0.0331763307115419
polygon-ecosystem,2023-12-30,2023,52,345,Binance Coin,271.03,314.97,0.1621222742869795
polygon-ecosystem,2023-12-30,2023,52,659,ChainLink,15.5,15.23,-0.0174193548387096
polygon-ecosystem,2023-12-30,2023,52,1036,Polygon,0.851065,0.960642,0.1287527979649028
polygon-ecosystem,2023-12-30,2023,52,6569,The Graph,0.182165,0.177932,-0.0232371750885185
polygon-ecosystem,2023-12-30,2023,52,5613,Aave,98.52,112.4,0.1408850994721885
polygon-ecosystem,2023-12-30,2023,52,1090,IoTeX,0.052901,0.050264,-0.0498478289635355
polygon-ecosystem,2023-12-30,2023,52,996,Maker,1380.68,1588.82,0.1507518034591649
polygon-ecosystem,2023-12-30,2023,52,4696,Curve DAO Token,0.619387,0.622368,0.0048128230008056
polygon-ecosystem,2023-12-30,2023,52,1005,Synthetix Network Token,4.05,3.86,-0.0469135802469135
polygon-ecosystem,2024-01-06,2024,1,376,Bitcoin,42285.0,43857.0,0.0371763036537779
polygon-ecosystem,2024-01-06,2024,1,345,Binance Coin,314.97,307.1,-0.0249865066514271
polygon-ecosystem,2024-01-06,2024,1,1036,Polygon,0.960642,0.828885,-0.1371551524917711
polygon-ecosystem,2024-01-06,2024,1,659,ChainLink,15.23,13.52,-0.1122783978988838
polygon-ecosystem,2024-01-06,2024,1,5613,Aave,112.4,99.87,-0.1114768683274021
polygon-ecosystem,2024-01-06,2024,1,6569,The Graph,0.177932,0.171799,-0.0344682238158397
polygon-ecosystem,2024-01-06,2024,1,907,Decentraland,0.516663,0.45497,-0.1194066538536725
polygon-ecosystem,2024-01-06,2024,1,4696,Curve DAO Token,0.622368,0.54498,-0.1243444393027919
polygon-ecosystem,2024-01-06,2024,1,996,Maker,1588.82,1742.58,0.0967762238642514
polygon-ecosystem,2024-01-06,2024,1,6723,Lido DAO,2.76,3.16,0.1449275362318842
polygon-ecosystem,2024-01-13,2024,2,376,Bitcoin,43857.0,42845.0,-0.0230749937296212
polygon-ecosystem,2024-01-13,2024,2,345,Binance Coin,307.1,302.36,-0.015434711820254
polygon-ecosystem,2024-01-13,2024,2,659,ChainLink,13.52,14.38,0.0636094674556213
polygon-ecosystem,2024-01-13,2024,2,1036,Polygon,0.828885,0.884572,0.0671830229766494
polygon-ecosystem,2024-01-13,2024,2,6569,The Graph,0.171799,0.172115,0.0018393587855574
polygon-ecosystem,2024-01-13,2024,2,5613,Aave,99.87,106.72,0.0685891659156903
polygon-ecosystem,2024-01-13,2024,2,996,Maker,1742.58,2072.51,0.1893342056031862
polygon-ecosystem,2024-01-13,2024,2,6641,1inch,0.465551,0.495475,0.064276523946893
polygon-ecosystem,2024-01-13,2024,2,907,Decentraland,0.45497,0.47075,0.0346836055124514
polygon-ecosystem,2024-01-13,2024,2,4696,Curve DAO Token,0.54498,0.561041,0.0294708062681199
polygon-ecosystem,2024-01-20,2024,3,376,Bitcoin,42845.0,41682.0,-0.0271443575679775
polygon-ecosystem,2024-01-20,2024,3,345,Binance Coin,302.36,315.66,0.0439872999073951
polygon-ecosystem,2024-01-20,2024,3,1036,Polygon,0.884572,0.778208,-0.1202434623750243
polygon-ecosystem,2024-01-20,2024,3,6569,The Graph,0.172115,0.159644,-0.072457368619818
polygon-ecosystem,2024-01-20,2024,3,659,ChainLink,14.38,15.72,0.0931849791376912
polygon-ecosystem,2024-01-20,2024,3,6641,1inch,0.495475,0.419845,-0.1526414047126494
polygon-ecosystem,2024-01-20,2024,3,907,Decentraland,0.47075,0.473862,0.0066107275624004
polygon-ecosystem,2024-01-20,2024,3,1005,Synthetix Network Token,3.75,3.28,-0.1253333333333333
polygon-ecosystem,2024-01-20,2024,3,4696,Curve DAO Token,0.561041,0.523093,-0.0676385504802679
polygon-ecosystem,2024-01-20,2024,3,5613,Aave,106.72,96.6,-0.0948275862068965
polygon-ecosystem,2024-01-27,2024,4,376,Bitcoin,41682.0,42047.0,0.0087567775058778
polygon-ecosystem,2024-01-27,2024,4,345,Binance Coin,315.66,305.87,-0.0310143825635177
polygon-ecosystem,2024-01-27,2024,4,1036,Polygon,0.778208,0.786723,0.0109418047617088
polygon-ecosystem,2024-01-27,2024,4,5613,Aave,96.6,92.03,-0.0473084886128363
polygon-ecosystem,2024-01-27,2024,4,6569,The Graph,0.159644,0.161063,0.0088885269725138
polygon-ecosystem,2024-01-27,2024,4,907,Decentraland,0.473862,0.455206,-0.0393701119735281
polygon-ecosystem,2024-01-27,2024,4,996,Maker,1970.93,2017.33,0.0235421856686944
polygon-ecosystem,2024-01-27,2024,4,659,ChainLink,15.72,14.36,-0.0865139949109415
polygon-ecosystem,2024-01-27,2024,4,4708,SAND,0.485643,0.456548,-0.0599102633004078
polygon-ecosystem,2024-01-27,2024,4,4696,Curve DAO Token,0.523093,0.477171,-0.0877893605917112
polygon-ecosystem,2024-02-03,2024,5,376,Bitcoin,42047.0,43050.0,0.023854258329964
polygon-ecosystem,2024-02-03,2024,5,345,Binance Coin,305.87,300.03,-0.0190930787589499
polygon-ecosystem,2024-02-03,2024,5,1036,Polygon,0.786723,0.787899,0.001494808210768
polygon-ecosystem,2024-02-03,2024,5,6569,The Graph,0.161063,0.158082,-0.0185082855776932
polygon-ecosystem,2024-02-03,2024,5,5613,Aave,92.03,86.56,-0.0594371400630229
polygon-ecosystem,2024-02-03,2024,5,996,Maker,2017.33,2019.82,0.0012343047493469
polygon-ecosystem,2024-02-03,2024,5,907,Decentraland,0.455206,0.441182,-0.0308080297711365
polygon-ecosystem,2024-02-03,2024,5,1005,Synthetix Network Token,3.23,3.12,-0.0340557275541795
polygon-ecosystem,2024-02-03,2024,5,659,ChainLink,14.36,17.68,0.2311977715877437
polygon-ecosystem,2024-02-03,2024,5,6641,1inch,0.39988,0.413781,0.0347629288786635
polygon-ecosystem,2024-02-10,2024,6,376,Bitcoin,43050.0,48020.0,0.1154471544715447
polygon-ecosystem,2024-02-10,2024,6,345,Binance Coin,300.03,323.12,0.0769589707695898
polygon-ecosystem,2024-02-10,2024,6,907,Decentraland,0.441182,0.464525,0.052910136859618
polygon-ecosystem,2024-02-10,2024,6,1036,Polygon,0.787899,0.851647,0.080908847453798
polygon-ecosystem,2024-02-10,2024,6,5613,Aave,86.56,88.84,0.0263401109057301
polygon-ecosystem,2024-02-10,2024,6,5395,Uniswap,6.14,6.66,0.0846905537459284
polygon-ecosystem,2024-02-10,2024,6,659,ChainLink,17.68,18.66,0.0554298642533936
polygon-ecosystem,2024-02-10,2024,6,1005,Synthetix Network Token,3.12,3.47,0.1121794871794872
polygon-ecosystem,2024-02-10,2024,6,996,Maker,2019.82,1995.17,-0.0122040577873275
polygon-ecosystem,2024-02-10,2024,6,6641,1inch,0.413781,0.424297,0.0254144100381602
polygon-ecosystem,2024-02-18,2024,7,376,Bitcoin,48020.0,51566.0,0.073844232
polygon-ecosystem,2024-02-18,2024,7,345,Binance Coin,314.97,353.18,0.1213131409340571
polygon-ecosystem,2024-02-18,2024,7,1036,Polygon,0.960642,0.924026,-0.0381161764736498
polygon-ecosystem,2024-02-18,2024,7,907,Decentraland,0.516663,0.487358,-0.0567197573660199
polygon-ecosystem,2024-02-18,2024,7,5613,Aave,112.4,93.8,-0.1654804270462634
polygon-ecosystem,2024-02-18,2024,7,5395,Uniswap,7.45,7.68,0.0308724832214764
polygon-ecosystem,2024-02-18,2024,7,6569,The Graph,0.177932,0.203165,0.1418126025672729
polygon-ecosystem,2024-02-18,2024,7,1005,Synthetix Network Token,3.86,3.63,-0.0595854922279792
polygon-ecosystem,2024-02-18,2024,7,996,Maker,1588.82,2112.5,0.3296031016729397
polygon-ecosystem,2024-02-18,2024,7,6641,1inch,0.421521,0.438108,0.0393503526514693
polygon-ecosystem,2024-02-24,2024,8,376,Bitcoin,51566.0,51517.0,-0.0009502385292634
polygon-ecosystem,2024-02-24,2024,8,345,Binance Coin,353.18,382.29,0.0824225607339034
polygon-ecosystem,2024-02-24,2024,8,1036,Polygon,0.924026,0.996543,0.0784793934369811
polygon-ecosystem,2024-02-24,2024,8,907,Decentraland,0.487358,0.499584,0.025086281542521
polygon-ecosystem,2024-02-24,2024,8,5613,Aave,93.8,99.53,0.0610874200426439
polygon-ecosystem,2024-02-24,2024,8,5395,Uniswap,7.68,11.21,0.4596354166666668
polygon-ecosystem,2024-02-24,2024,8,1005,Synthetix Network Token,3.63,4.03,0.1101928374655648
polygon-ecosystem,2024-02-24,2024,8,996,Maker,2112.5,2027.1,-0.0404260355029586
polygon-ecosystem,2024-02-24,2024,8,659,ChainLink,20.1,18.46,-0.081592039800995
polygon-ecosystem,2024-02-24,2024,8,6569,The Graph,0.203165,0.271895,0.3382964585435482
polygon-ecosystem,2024-03-02,2024,9,376,Bitcoin,51517.0,61936.0,0.2022439194828891
polygon-ecosystem,2024-03-02,2024,9,345,Binance Coin,382.29,408.79,0.0693191032985429
polygon-ecosystem,2024-03-02,2024,9,907,Decentraland,0.499584,0.674711,0.3505456539841147
polygon-ecosystem,2024-03-02,2024,9,5613,Aave,99.53,116.98,0.175324022907666
polygon-ecosystem,2024-03-02,2024,9,5395,Uniswap,11.21,12.51,0.1159678858162354
polygon-ecosystem,2024-03-02,2024,9,1005,Synthetix Network Token,4.03,4.57,0.1339950372208436
polygon-ecosystem,2024-03-02,2024,9,996,Maker,2027.1,2121.4,0.0465196586256229
polygon-ecosystem,2024-03-02,2024,9,6641,1inch,0.499547,0.573014,0.1470672429220874
polygon-ecosystem,2024-03-02,2024,9,659,ChainLink,18.46,21.24,0.150595882990249
polygon-ecosystem,2024-03-02,2024,9,1036,Polygon,0.996543,1.086,0.089767325644754
